shelf_id,aisle,item_weight,shelf_weight,item_category,item_subcategory,maximum_stock,current_stock,item_price,time_stamp
HOUANT2,9,1000,155000,HOUSE CLEANING PRODUCTS,Anti-limescale,155,125,5.95,2025-08-26 15:55:15
HOUANT3,9,1000,131000,HOUSE CLEANING PRODUCTS,Anti-limescale,131,117,3.86,2025-08-26 15:55:15
HOUANT4,9,500,75500,HOUSE CLEANING PRODUCTS,Anti-limescale,151,141,4.66,2025-08-26 15:51:15
HOUANT5,9,1000,133000,HOUSE CLEANING PRODUCTS,Anti-limescale,133,119,4.77,2025-08-26 15:49:15
HOUANT6,9,1000,162000,HOUSE CLEANING PRODUCTS,Anti-limescale,162,131,4.09,2025-08-26 15:49:15
HOUANT7,9,500,68500,HOUSE CLEANING PRODUCTS,Anti-limescale,137,134,5.79,2025-08-26 15:49:15
HOUDET1,9,1000,231000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,231,220,3.68,2025-08-26 15:51:15
HOUDET2,9,500,137000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,274,202,3.76,2025-08-26 15:50:15
HOUDET3,9,1000,333000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,333,296,4.31,2025-08-26 15:52:15
HOUDET4,9,500,179500,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,359,312,3.56,2025-08-26 15:55:15
HOUDET5,9,1500,573000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,382,284,4.69,2025-08-26 15:56:15
HOUDET6,9,500,199000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,398,333,3.81,2025-08-26 15:52:15
HOUDET7,9,1000,176000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,176,146,3.19,2025-08-26 15:48:15
HOUDET8,9,1500,405000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,270,212,6.49,2025-08-26 15:48:15
HOUDET9,9,500,186500,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,373,289,3.21,2025-08-26 15:47:15
HOUDET10,9,1000,271000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,271,230,7.36,2025-08-26 15:50:15
HOUDET11,9,1500,586500,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,391,294,3.58,2025-08-26 15:47:15
HOUDET12,9,1500,594000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,396,347,4.48,2025-08-26 15:47:15
HOUDET13,9,1500,594000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,396,326,6.39,2025-08-26 15:53:15
HOUDET14,9,1000,227000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,227,202,3.74,2025-08-26 15:50:15
HOUDET15,9,500,89000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,178,157,3.72,2025-08-26 15:53:15
HOUDET16,9,1500,247500,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,165,128,7.35,2025-08-26 15:48:15
HOUDET17,9,1500,444000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,296,250,5.98,2025-08-26 15:55:15
HOUDET18,9,500,181000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,362,303,5.62,2025-08-26 15:54:15
HOUDET19,9,1000,262000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,262,255,6.78,2025-08-26 15:55:15
HOUDET20,9,1500,424500,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,283,236,5.51,2025-08-26 15:48:15
HOUDET21,9,1000,312000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,312,300,3.4,2025-08-26 15:51:15
HOUDET22,9,1500,372000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,248,221,6.96,2025-08-26 15:48:15
HOUDET23,9,1000,327000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,327,237,4.8,2025-08-26 15:55:15
HOUDET24,9,1000,214000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,214,168,4.39,2025-08-26 15:49:15
HOUDET25,9,1500,508500,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,339,317,6.39,2025-08-26 15:51:15
HOUDET26,9,1500,555000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,370,262,7.38,2025-08-26 15:50:15
HOUDET27,9,1500,492000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,328,253,4.63,2025-08-26 15:47:15
HOUDET28,9,1000,247000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,247,233,6.61,2025-08-26 15:56:15
HOUDET29,9,1000,250000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,250,194,5.35,2025-08-26 15:55:15
HOUDET30,9,1000,389000,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,389,279,5.9,2025-08-26 15:51:15
HOUDET31,9,500,182500,HOUSE CLEANING PRODUCTS,Detergents and disinfectants,365,353,3.05,2025-08-26 15:50:15
HOUGLA1,9,1000,396000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,396,290,3.44,2025-08-26 15:51:15
HOUGLA2,9,500,157000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,314,221,4.36,2025-08-26 15:49:15
HOUGLA3,9,1000,454000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,454,369,2.07,2025-08-26 15:56:15
HOUGLA4,9,500,234500,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,469,361,4.62,2025-08-26 15:51:15
HOUGLA5,9,1000,218000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,218,189,4.44,2025-08-26 15:56:15
HOUGLA6,9,500,162500,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,325,255,3.7,2025-08-26 15:56:15
HOUGLA7,9,500,227000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,454,321,3.32,2025-08-26 15:49:15
HOUGLA8,9,1000,398000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,398,354,2.07,2025-08-26 15:52:15
HOUGLA9,9,1000,469000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,469,378,2.16,2025-08-26 15:47:15
HOUGLA10,9,500,158500,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,317,270,2.57,2025-08-26 15:50:15
HOUGLA11,9,1000,324000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,324,258,3.15,2025-08-26 15:51:15
HOUGLA12,9,500,193000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,386,383,4.72,2025-08-26 15:47:15
HOUGLA13,9,1000,381000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,381,312,2.15,2025-08-26 15:48:15
HOUGLA14,9,1000,434000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,434,416,3.32,2025-08-26 15:51:15
HOUGLA15,9,500,159000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,318,223,3.76,2025-08-26 15:52:15
HOUGLA16,9,500,221500,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,443,423,3.51,2025-08-26 15:50:15
HOUGLA17,9,1000,265000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,265,196,3.66,2025-08-26 15:55:15
HOUGLA18,9,1000,433000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,433,419,4.81,2025-08-26 15:56:15
HOUGLA19,9,1000,330000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,330,307,4.35,2025-08-26 15:55:15
HOUGLA20,9,500,141000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,282,203,2.04,2025-08-26 15:48:15
HOUGLA21,9,500,206500,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,413,290,4.87,2025-08-26 15:50:15
HOUGLA22,9,1000,376000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,376,355,2.49,2025-08-26 15:48:15
HOUGLA23,9,1000,226000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,226,202,2.66,2025-08-26 15:49:15
HOUGLA24,9,500,131000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,262,213,3.44,2025-08-26 15:54:15
HOUGLA25,9,1000,477000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,477,349,2.55,2025-08-26 15:54:15
HOUGLA26,9,1000,437000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,437,431,4.47,2025-08-26 15:50:15
HOUGLA27,9,500,246000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,492,399,4.29,2025-08-26 15:48:15
HOUGLA28,9,1000,490000,HOUSE CLEANING PRODUCTS,Glass and furniture cleaners,490,366,4.51,2025-08-26 15:54:15
HOUINS1,9,500,151000,HOUSE CLEANING PRODUCTS,Insecticides,302,246,5.67,2025-08-26 15:53:15
HOUINS2,9,520,194480,HOUSE CLEANING PRODUCTS,Insecticides,374,301,5.5,2025-08-26 15:48:15
HOUINS3,9,372,75516,HOUSE CLEANING PRODUCTS,Insecticides,203,162,3.65,2025-08-26 15:47:15
HOUINS4,9,588,151704,HOUSE CLEANING PRODUCTS,Insecticides,258,208,5.97,2025-08-26 15:55:15
HOUINS5,9,278,53932,HOUSE CLEANING PRODUCTS,Insecticides,194,172,4.55,2025-08-26 15:51:15
HOUINS6,9,255,65025,HOUSE CLEANING PRODUCTS,Insecticides,255,215,4.54,2025-08-26 15:49:15
HOUINS7,9,543,189507,HOUSE CLEANING PRODUCTS,Insecticides,349,255,5.05,2025-08-26 15:54:15
HOUINS8,9,396,152856,HOUSE CLEANING PRODUCTS,Insecticides,386,322,6.53,2025-08-26 15:51:15
HOUINS9,9,257,40863,HOUSE CLEANING PRODUCTS,Insecticides,159,118,6.36,2025-08-26 15:56:15
HOUINS10,9,589,162564,HOUSE CLEANING PRODUCTS,Insecticides,276,216,4.9,2025-08-26 15:55:15
HOUINS11,9,428,147232,HOUSE CLEANING PRODUCTS,Insecticides,344,252,3.25,2025-08-26 15:50:15
HOUINS12,9,294,48804,HOUSE CLEANING PRODUCTS,Insecticides,166,122,5.21,2025-08-26 15:50:15
HOUINS13,9,265,81885,HOUSE CLEANING PRODUCTS,Insecticides,309,248,5.26,2025-08-26 15:55:15
HOUINS14,9,745,174330,HOUSE CLEANING PRODUCTS,Insecticides,234,205,3.81,2025-08-26 15:54:15
HOUINS15,9,583,128260,HOUSE CLEANING PRODUCTS,Insecticides,220,162,6.84,2025-08-26 15:54:15
HOUINS16,9,576,202752,HOUSE CLEANING PRODUCTS,Insecticides,352,350,3.39,2025-08-26 15:51:15
HOUINS17,9,351,136890,HOUSE CLEANING PRODUCTS,Insecticides,390,336,6.29,2025-08-26 15:54:15
HOUINS18,9,527,143871,HOUSE CLEANING PRODUCTS,Insecticides,273,208,5.17,2025-08-26 15:51:15
HOUINS19,9,734,231944,HOUSE CLEANING PRODUCTS,Insecticides,316,277,4.8,2025-08-26 15:49:15
HOUINS20,9,515,123085,HOUSE CLEANING PRODUCTS,Insecticides,239,185,6.78,2025-08-26 15:52:15
HOUINS21,9,359,74672,HOUSE CLEANING PRODUCTS,Insecticides,208,192,4.82,2025-08-26 15:49:15
HOUINS22,9,618,173040,HOUSE CLEANING PRODUCTS,Insecticides,280,239,3.31,2025-08-26 15:48:15
HOUINS23,9,261,67599,HOUSE CLEANING PRODUCTS,Insecticides,259,256,6.94,2025-08-26 15:51:15
HOUINS24,9,437,95703,HOUSE CLEANING PRODUCTS,Insecticides,219,209,3.49,2025-08-26 15:51:15
HOUINS25,9,617,120932,HOUSE CLEANING PRODUCTS,Insecticides,196,148,5.72,2025-08-26 15:54:15
HOUINS26,9,669,252213,HOUSE CLEANING PRODUCTS,Insecticides,377,362,4.43,2025-08-26 15:48:15
HOUINS27,9,420,163380,HOUSE CLEANING PRODUCTS,Insecticides,389,310,5.76,2025-08-26 15:52:15
HOUINS28,9,702,193050,HOUSE CLEANING PRODUCTS,Insecticides,275,256,6.8,2025-08-26 15:49:15
HOUINS29,9,267,68619,HOUSE CLEANING PRODUCTS,Insecticides,257,202,6.71,2025-08-26 15:47:15
HOUINS30,9,292,82928,HOUSE CLEANING PRODUCTS,Insecticides,284,274,5.22,2025-08-26 15:54:15
HOUINS31,9,395,116525,HOUSE CLEANING PRODUCTS,Insecticides,295,258,5.69,2025-08-26 15:47:15
HOUINS32,9,568,162448,HOUSE CLEANING PRODUCTS,Insecticides,286,224,5.68,2025-08-26 15:50:15
HOUINS33,9,428,105288,HOUSE CLEANING PRODUCTS,Insecticides,246,209,4.32,2025-08-26 15:55:15
HOUINS34,9,409,102659,HOUSE CLEANING PRODUCTS,Insecticides,251,243,4.96,2025-08-26 15:51:15
HOUGLO1,9,117,18135,HOUSE CLEANING PRODUCTS,Gloves,155,111,1.94,2025-08-26 15:55:15
HOUGLO2,9,116,30856,HOUSE CLEANING PRODUCTS,Gloves,266,219,3.92,2025-08-26 15:49:15
HOUGLO3,9,55,6820,HOUSE CLEANING PRODUCTS,Gloves,124,103,3.32,2025-08-26 15:53:15
HOUGLO4,9,143,33462,HOUSE CLEANING PRODUCTS,Gloves,234,217,2.73,2025-08-26 15:48:15
HOUGLO5,9,74,19536,HOUSE CLEANING PRODUCTS,Gloves,264,223,1.63,2025-08-26 15:49:15
HOUGLO6,9,131,24104,HOUSE CLEANING PRODUCTS,Gloves,184,134,3.49,2025-08-26 15:54:15
HOUGLO7,9,115,20240,HOUSE CLEANING PRODUCTS,Gloves,176,132,2.97,2025-08-26 15:51:15
HOUGLO8,9,94,24534,HOUSE CLEANING PRODUCTS,Gloves,261,230,2.69,2025-08-26 15:51:15
HOUGLO9,9,112,26320,HOUSE CLEANING PRODUCTS,Gloves,235,200,3.45,2025-08-26 15:55:15
HOUGLO10,9,163,30318,HOUSE CLEANING PRODUCTS,Gloves,186,180,3.07,2025-08-26 15:51:15
HOUGLO11,9,196,20188,HOUSE CLEANING PRODUCTS,Gloves,103,85,3.98,2025-08-26 15:47:15
HOUGLO12,9,102,22440,HOUSE CLEANING PRODUCTS,Gloves,220,211,3.22,2025-08-26 15:49:15
HOUGLO13,9,63,16821,HOUSE CLEANING PRODUCTS,Gloves,267,252,3.58,2025-08-26 15:55:15
HOUGLO14,9,100,11900,HOUSE CLEANING PRODUCTS,Gloves,119,118,3.35,2025-08-26 15:55:15
HOUGLO15,9,68,11764,HOUSE CLEANING PRODUCTS,Gloves,173,127,2.34,2025-08-26 15:52:15
HOUGLO16,9,141,38775,HOUSE CLEANING PRODUCTS,Gloves,275,271,3.33,2025-08-26 15:54:15
HOUGLO17,9,82,16564,HOUSE CLEANING PRODUCTS,Gloves,202,164,3.58,2025-08-26 15:47:15
HOUGLO18,9,172,23392,HOUSE CLEANING PRODUCTS,Gloves,136,129,1.67,2025-08-26 15:54:15
HOUGLO19,9,175,19775,HOUSE CLEANING PRODUCTS,Gloves,113,99,1.65,2025-08-26 15:56:15
HOUGLO20,9,148,41292,HOUSE CLEANING PRODUCTS,Gloves,279,228,1.85,2025-08-26 15:47:15
HOUGLO21,9,129,18834,HOUSE CLEANING PRODUCTS,Gloves,146,136,3.19,2025-08-26 15:54:15
HOUGLO22,9,175,40075,HOUSE CLEANING PRODUCTS,Gloves,229,216,2.8,2025-08-26 15:51:15
HOUGLO23,9,103,13287,HOUSE CLEANING PRODUCTS,Gloves,129,108,1.65,2025-08-26 15:54:15
HOUGLO24,9,77,8316,HOUSE CLEANING PRODUCTS,Gloves,108,95,3.19,2025-08-26 15:49:15
HOUGLO25,9,95,23180,HOUSE CLEANING PRODUCTS,Gloves,244,214,1.53,2025-08-26 15:52:15
HOUSPO1,9,232,67512,HOUSE CLEANING PRODUCTS,Sponges and cloths,291,214,4.8,2025-08-26 15:55:15
HOUSPO2,9,134,23584,HOUSE CLEANING PRODUCTS,Sponges and cloths,176,174,2.74,2025-08-26 15:55:15
HOUSPO3,9,134,49312,HOUSE CLEANING PRODUCTS,Sponges and cloths,368,305,4.97,2025-08-26 15:50:15
HOUSPO4,9,114,33744,HOUSE CLEANING PRODUCTS,Sponges and cloths,296,277,2.42,2025-08-26 15:50:15
HOUSPO5,9,164,76916,HOUSE CLEANING PRODUCTS,Sponges and cloths,469,380,3.68,2025-08-26 15:47:15
HOUSPO6,9,220,103840,HOUSE CLEANING PRODUCTS,Sponges and cloths,472,436,3.8,2025-08-26 15:48:15
HOUSPO7,9,145,21750,HOUSE CLEANING PRODUCTS,Sponges and cloths,150,145,2.43,2025-08-26 15:53:15
HOUSPO8,9,195,80925,HOUSE CLEANING PRODUCTS,Sponges and cloths,415,332,3.3,2025-08-26 15:50:15
HOUSPO9,9,198,89496,HOUSE CLEANING PRODUCTS,Sponges and cloths,452,379,2.89,2025-08-26 15:54:15
HOUSPO10,9,200,80200,HOUSE CLEANING PRODUCTS,Sponges and cloths,401,389,2.26,2025-08-26 15:50:15
HOUSPO11,9,221,87516,HOUSE CLEANING PRODUCTS,Sponges and cloths,396,379,1.84,2025-08-26 15:48:15
HOUSPO12,9,164,24764,HOUSE CLEANING PRODUCTS,Sponges and cloths,151,147,4.31,2025-08-26 15:52:15
HOUSPO13,9,228,95304,HOUSE CLEANING PRODUCTS,Sponges and cloths,418,311,2.42,2025-08-26 15:49:15
HOUSPO14,9,99,24354,HOUSE CLEANING PRODUCTS,Sponges and cloths,246,198,1.17,2025-08-26 15:54:15
HOUSPO15,9,140,59220,HOUSE CLEANING PRODUCTS,Sponges and cloths,423,348,2.04,2025-08-26 15:48:15
HOUSPO16,9,186,45570,HOUSE CLEANING PRODUCTS,Sponges and cloths,245,173,3.98,2025-08-26 15:54:15
HOUSPO17,9,106,48442,HOUSE CLEANING PRODUCTS,Sponges and cloths,457,361,4.18,2025-08-26 15:47:15
HOUSPO18,9,139,30441,HOUSE CLEANING PRODUCTS,Sponges and cloths,219,204,3.05,2025-08-26 15:55:15
HOUSPO19,9,94,17390,HOUSE CLEANING PRODUCTS,Sponges and cloths,185,180,2.95,2025-08-26 15:54:15
HOUSPO20,9,136,56712,HOUSE CLEANING PRODUCTS,Sponges and cloths,417,338,2.27,2025-08-26 15:49:15
HOUSPO21,9,166,78020,HOUSE CLEANING PRODUCTS,Sponges and cloths,470,421,1.24,2025-08-26 15:52:15
HOUSPO22,9,77,19019,HOUSE CLEANING PRODUCTS,Sponges and cloths,247,232,3.05,2025-08-26 15:54:15
HOUSPO23,9,74,27528,HOUSE CLEANING PRODUCTS,Sponges and cloths,372,364,2.28,2025-08-26 15:47:15
HOUSPO24,9,90,28710,HOUSE CLEANING PRODUCTS,Sponges and cloths,319,225,2.98,2025-08-26 15:48:15
HOUSPO25,9,87,42021,HOUSE CLEANING PRODUCTS,Sponges and cloths,483,393,1.37,2025-08-26 15:55:15
HOUSPO26,9,124,43648,HOUSE CLEANING PRODUCTS,Sponges and cloths,352,292,3.34,2025-08-26 15:55:15
HOUSPO27,9,217,102858,HOUSE CLEANING PRODUCTS,Sponges and cloths,474,442,1.51,2025-08-26 15:48:15
HOUSPO28,9,166,70384,HOUSE CLEANING PRODUCTS,Sponges and cloths,424,297,2.89,2025-08-26 15:54:15
HOUSPO29,9,201,80601,HOUSE CLEANING PRODUCTS,Sponges and cloths,401,306,1.12,2025-08-26 15:55:15
HOUSPO30,9,241,110860,HOUSE CLEANING PRODUCTS,Sponges and cloths,460,354,3.2,2025-08-26 15:55:15
HOUSPO31,9,174,64380,HOUSE CLEANING PRODUCTS,Sponges and cloths,370,357,1.5,2025-08-26 15:47:15
HOUSPO32,9,84,29064,HOUSE CLEANING PRODUCTS,Sponges and cloths,346,343,4.59,2025-08-26 15:54:15
HOUSPO33,9,202,71710,HOUSE CLEANING PRODUCTS,Sponges and cloths,355,282,1.09,2025-08-26 15:50:15
HOUSPO34,9,175,62125,HOUSE CLEANING PRODUCTS,Sponges and cloths,355,326,3.31,2025-08-26 15:52:15
HOUSPO35,9,138,40986,HOUSE CLEANING PRODUCTS,Sponges and cloths,297,287,2.26,2025-08-26 15:48:15
HOUSPO36,9,196,34104,HOUSE CLEANING PRODUCTS,Sponges and cloths,174,161,4.23,2025-08-26 15:47:15
HOUSPO37,9,74,32856,HOUSE CLEANING PRODUCTS,Sponges and cloths,444,370,4.0,2025-08-26 15:52:15
HOUSPO38,9,122,26840,HOUSE CLEANING PRODUCTS,Sponges and cloths,220,216,3.29,2025-08-26 15:48:15
HOUSPO39,9,196,70952,HOUSE CLEANING PRODUCTS,Sponges and cloths,362,270,1.66,2025-08-26 15:56:15
HOUSPO40,9,129,46827,HOUSE CLEANING PRODUCTS,Sponges and cloths,363,331,1.79,2025-08-26 15:54:15
HOUSPO41,9,232,43616,HOUSE CLEANING PRODUCTS,Sponges and cloths,188,181,2.54,2025-08-26 15:51:15
BABDIA1,10,844,200028,BABY PRODUCTS,Diapers,237,173,10.55,2025-08-26 15:51:15
BABDIA2,10,520,85800,BABY PRODUCTS,Diapers,165,135,9.26,2025-08-26 15:54:15
BABDIA3,10,1372,344372,BABY PRODUCTS,Diapers,251,241,5.82,2025-08-26 15:53:15
BABDIA4,10,1050,139650,BABY PRODUCTS,Diapers,133,105,12.23,2025-08-26 15:50:15
BABDIA5,10,1533,386316,BABY PRODUCTS,Diapers,252,245,10.18,2025-08-26 15:52:15
BABDIA6,10,1255,239705,BABY PRODUCTS,Diapers,191,149,10.79,2025-08-26 15:47:15
BABDIA7,10,1099,153860,BABY PRODUCTS,Diapers,140,139,9.0,2025-08-26 15:54:15
BABDIA8,10,1852,416700,BABY PRODUCTS,Diapers,225,217,11.05,2025-08-26 15:54:15
BABDIA9,10,1015,292320,BABY PRODUCTS,Diapers,288,258,11.49,2025-08-26 15:53:15
BABDIA10,10,1120,134400,BABY PRODUCTS,Diapers,120,94,12.99,2025-08-26 15:47:15
BABDIA11,10,1911,536991,BABY PRODUCTS,Diapers,281,268,7.66,2025-08-26 15:56:15
BABDIA12,10,642,162426,BABY PRODUCTS,Diapers,253,210,6.54,2025-08-26 15:53:15
BABDIA13,10,1592,160792,BABY PRODUCTS,Diapers,101,78,9.59,2025-08-26 15:48:15
BABDIA14,10,1287,315315,BABY PRODUCTS,Diapers,245,214,13.08,2025-08-26 15:52:15
BABDIA15,10,1122,279378,BABY PRODUCTS,Diapers,249,194,11.79,2025-08-26 15:55:15
BABDIA16,10,1024,130048,BABY PRODUCTS,Diapers,127,121,5.19,2025-08-26 15:47:15
BABDIA17,10,1853,337246,BABY PRODUCTS,Diapers,182,171,7.08,2025-08-26 15:55:15
BABDIA18,10,1116,164052,BABY PRODUCTS,Diapers,147,121,13.8,2025-08-26 15:51:15
BABDIA19,10,690,205620,BABY PRODUCTS,Diapers,298,229,7.31,2025-08-26 15:54:15
BABDIA20,10,1020,111180,BABY PRODUCTS,Diapers,109,108,6.38,2025-08-26 15:51:15
BABDIA21,10,766,147072,BABY PRODUCTS,Diapers,192,160,7.21,2025-08-26 15:54:15
BABDIA22,10,1821,506238,BABY PRODUCTS,Diapers,278,260,13.59,2025-08-26 15:53:15
BABDIA23,10,875,180250,BABY PRODUCTS,Diapers,206,167,9.16,2025-08-26 15:50:15
BABDIA24,10,1048,155104,BABY PRODUCTS,Diapers,148,106,7.39,2025-08-26 15:50:15
BABDIA25,10,572,118976,BABY PRODUCTS,Diapers,208,201,12.6,2025-08-26 15:49:15
BABDIA26,10,1653,388455,BABY PRODUCTS,Diapers,235,221,11.8,2025-08-26 15:48:15
BABDIA27,10,1071,209916,BABY PRODUCTS,Diapers,196,193,7.1,2025-08-26 15:54:15
BABDIA28,10,1674,472068,BABY PRODUCTS,Diapers,282,278,8.86,2025-08-26 15:49:15
BABDIA29,10,678,96954,BABY PRODUCTS,Diapers,143,104,13.86,2025-08-26 15:54:15
BABDIA30,10,1234,170292,BABY PRODUCTS,Diapers,138,97,11.92,2025-08-26 15:48:15
BABDIA31,10,1957,518605,BABY PRODUCTS,Diapers,265,207,8.29,2025-08-26 15:47:15
BABDIA32,10,1706,301962,BABY PRODUCTS,Diapers,177,168,6.31,2025-08-26 15:50:15
BABDIA33,10,1653,175218,BABY PRODUCTS,Diapers,106,83,14.65,2025-08-26 15:55:15
BABDIA34,10,1370,158920,BABY PRODUCTS,Diapers,116,92,11.32,2025-08-26 15:52:15
BABDIA35,10,1898,385294,BABY PRODUCTS,Diapers,203,198,10.04,2025-08-26 15:54:15
BABDIA36,10,1197,126882,BABY PRODUCTS,Diapers,106,80,6.47,2025-08-26 15:52:15
BABDIA37,10,1385,144040,BABY PRODUCTS,Diapers,104,74,8.13,2025-08-26 15:49:15
BABDIA38,10,824,142552,BABY PRODUCTS,Diapers,173,157,7.32,2025-08-26 15:50:15
BABDIA39,10,1455,353565,BABY PRODUCTS,Diapers,243,209,7.69,2025-08-26 15:47:15
BABDIA40,10,1890,292950,BABY PRODUCTS,Diapers,155,112,14.22,2025-08-26 15:53:15
BABDIA41,10,883,241059,BABY PRODUCTS,Diapers,273,262,14.09,2025-08-26 15:52:15
BABDIA42,10,823,145671,BABY PRODUCTS,Diapers,177,141,12.95,2025-08-26 15:50:15
BABCOO1,10,400,176800,BABY PRODUCTS,Cookies,442,416,3.41,2025-08-26 15:47:15
BABCOO2,10,200,44000,BABY PRODUCTS,Cookies,220,194,1.96,2025-08-26 15:48:15
BABCOO3,10,200,70600,BABY PRODUCTS,Cookies,353,274,3.1,2025-08-26 15:52:15
BABCOO4,10,200,76400,BABY PRODUCTS,Cookies,382,272,2.35,2025-08-26 15:52:15
BABCOO5,10,100,24300,BABY PRODUCTS,Cookies,243,219,3.76,2025-08-26 15:54:15
BABCOO6,10,200,40800,BABY PRODUCTS,Cookies,204,194,1.77,2025-08-26 15:47:15
BABCOO7,10,200,76600,BABY PRODUCTS,Cookies,383,300,2.29,2025-08-26 15:53:15
BABPAS1,10,500,150500,BABY PRODUCTS,Pasta and creams,301,221,4.63,2025-08-26 15:52:15
BABPAS2,10,500,190500,BABY PRODUCTS,Pasta and creams,381,363,4.78,2025-08-26 15:56:15
BABPAS3,10,500,109000,BABY PRODUCTS,Pasta and creams,218,163,4.57,2025-08-26 15:55:15
BABPAS4,10,250,97250,BABY PRODUCTS,Pasta and creams,389,352,2.82,2025-08-26 15:47:15
BABPAS5,10,250,78250,BABY PRODUCTS,Pasta and creams,313,287,4.07,2025-08-26 15:52:15
BABPAS6,10,500,120000,BABY PRODUCTS,Pasta and creams,240,226,4.56,2025-08-26 15:49:15
BABPAS7,10,250,95250,BABY PRODUCTS,Pasta and creams,381,280,2.99,2025-08-26 15:47:15
BABPAS8,10,150,58650,BABY PRODUCTS,Pasta and creams,391,286,4.01,2025-08-26 15:47:15
BABPAS9,10,500,179000,BABY PRODUCTS,Pasta and creams,358,258,3.53,2025-08-26 15:50:15
BABPAS10,10,500,184000,BABY PRODUCTS,Pasta and creams,368,320,2.92,2025-08-26 15:49:15
BABPAS11,10,500,103500,BABY PRODUCTS,Pasta and creams,207,199,2.53,2025-08-26 15:48:15
BABPAS12,10,150,57150,BABY PRODUCTS,Pasta and creams,381,333,2.41,2025-08-26 15:48:15
BABPAS13,10,250,68500,BABY PRODUCTS,Pasta and creams,274,191,2.25,2025-08-26 15:54:15
BABPAS14,10,250,54750,BABY PRODUCTS,Pasta and creams,219,182,3.99,2025-08-26 15:49:15
BABPAS15,10,250,49500,BABY PRODUCTS,Pasta and creams,198,143,4.83,2025-08-26 15:56:15
BABPAS16,10,500,165500,BABY PRODUCTS,Pasta and creams,331,257,4.84,2025-08-26 15:50:15
BABPAS17,10,250,71500,BABY PRODUCTS,Pasta and creams,286,258,4.58,2025-08-26 15:53:15
BABPAS18,10,150,53100,BABY PRODUCTS,Pasta and creams,354,320,4.96,2025-08-26 15:52:15
BABPAS19,10,150,49800,BABY PRODUCTS,Pasta and creams,332,322,4.23,2025-08-26 15:54:15
BABPAS20,10,250,54250,BABY PRODUCTS,Pasta and creams,217,207,2.76,2025-08-26 15:51:15
