shelf_id,aisle,item_weight,shelf_weight,item_category,item_subcategory,item_visibility,maximum_stock,current_stock,item_price,time_stamp
SWEIND8,13,624,16224,SWEETS AND BREAKFAST,Industrial pastries,0.175986,26,24,3.97,2025-08-25 16:03:36
SWEIND9,13,645,34830,SWEETS AND BREAKFAST,Industrial pastries,0.155372,54,42,2.98,2025-08-25 16:03:36
SWEIND10,13,269,15602,SWEETS AND BREAKFAST,Industrial pastries,0.112559,58,55,5.33,2025-08-25 16:03:36
SWEIND11,13,445,15575,SWEETS AND BREAKFAST,Industrial pastries,0.174057,35,34,5.81,2025-08-25 16:02:36
SWEIND12,13,298,15496,SWEETS AND BREAKFAST,Industrial pastries,0.178279,52,49,4.55,2025-08-25 16:09:36
SWEIND13,13,654,20928,SWEETS AND BREAKFAST,Industrial pastries,0.110938,32,27,2.6,2025-08-25 16:03:36
SWEIND14,13,432,17280,SWEETS AND BREAKFAST,Industrial pastries,0.192184,40,28,2.73,2025-08-25 16:08:36
SWEIND15,13,450,21150,SWEETS AND BREAKFAST,Industrial pastries,0.10244,47,36,2.2,2025-08-25 16:08:36
SWEIND16,13,251,12299,SWEETS AND BREAKFAST,Industrial pastries,0.086804,49,46,3.63,2025-08-25 16:05:36
SWEIND17,13,425,14450,SWEETS AND BREAKFAST,Industrial pastries,0.056289,34,26,4.84,2025-08-25 16:02:36
SWEIND18,13,233,7223,SWEETS AND BREAKFAST,Industrial pastries,0.180444,31,22,2.5,2025-08-25 16:09:36
SWEIND19,13,330,12870,SWEETS AND BREAKFAST,Industrial pastries,0.106029,39,33,2.34,2025-08-25 16:09:36
SWEIND20,13,642,22470,SWEETS AND BREAKFAST,Industrial pastries,0.127106,35,27,4.67,2025-08-25 16:08:36
SWEIND21,13,631,25871,SWEETS AND BREAKFAST,Industrial pastries,0.137882,41,29,4.52,2025-08-25 16:08:36
SWEIND22,13,602,21672,SWEETS AND BREAKFAST,Industrial pastries,0.091825,36,28,2.44,2025-08-25 16:08:36
SWEIND23,13,528,12672,SWEETS AND BREAKFAST,Industrial pastries,0.160452,24,19,2.7,2025-08-25 16:04:36
SWEIND24,13,332,15936,SWEETS AND BREAKFAST,Industrial pastries,0.188447,48,45,5.86,2025-08-25 16:05:36
SWEIND25,13,320,7360,SWEETS AND BREAKFAST,Industrial pastries,0.109051,23,18,4.87,2025-08-25 16:10:36
SWEIND26,13,328,18368,SWEETS AND BREAKFAST,Industrial pastries,0.167591,56,47,4.69,2025-08-25 16:04:36
SWEIND27,13,228,12540,SWEETS AND BREAKFAST,Industrial pastries,0.166414,55,50,5.57,2025-08-25 16:10:36
SWEIND28,13,532,30324,SWEETS AND BREAKFAST,Industrial pastries,0.153978,57,56,4.04,2025-08-25 16:09:36
SWEIND29,13,492,28044,SWEETS AND BREAKFAST,Industrial pastries,0.10537,57,40,2.99,2025-08-25 16:10:36
SWEIND30,13,223,11150,SWEETS AND BREAKFAST,Industrial pastries,0.075971,50,38,3.56,2025-08-25 16:06:36
SWEIND31,13,555,13320,SWEETS AND BREAKFAST,Industrial pastries,0.085988,24,21,5.98,2025-08-25 16:09:36
SWEIND32,13,373,13428,SWEETS AND BREAKFAST,Industrial pastries,0.146298,36,29,5.38,2025-08-25 16:08:36
SWEIND33,13,695,34750,SWEETS AND BREAKFAST,Industrial pastries,0.146705,50,42,3.13,2025-08-25 16:07:36
SWEIND34,13,550,19250,SWEETS AND BREAKFAST,Industrial pastries,0.186135,35,31,2.94,2025-08-25 16:05:36
SWEIND35,13,498,24402,SWEETS AND BREAKFAST,Industrial pastries,0.189173,49,44,3.46,2025-08-25 16:09:36
SWEIND36,13,391,13294,SWEETS AND BREAKFAST,Industrial pastries,0.189936,34,26,4.81,2025-08-25 16:02:36
SWEIND37,13,414,16146,SWEETS AND BREAKFAST,Industrial pastries,0.129037,39,34,5.99,2025-08-25 16:04:36
SWEIND38,13,742,32648,SWEETS AND BREAKFAST,Industrial pastries,0.079206,44,41,5.3,2025-08-25 16:03:36
SWEIND39,13,740,20720,SWEETS AND BREAKFAST,Industrial pastries,0.107467,28,27,2.64,2025-08-25 16:06:36
SWEIND40,13,533,11726,SWEETS AND BREAKFAST,Industrial pastries,0.195128,22,19,4.97,2025-08-25 16:07:36
SWEIND41,13,503,27162,SWEETS AND BREAKFAST,Industrial pastries,0.177103,54,45,2.18,2025-08-25 16:01:36
SWEIND42,13,522,16182,SWEETS AND BREAKFAST,Industrial pastries,0.081378,31,23,4.53,2025-08-25 16:01:36
SWEIND43,13,592,24864,SWEETS AND BREAKFAST,Industrial pastries,0.080237,42,32,4.49,2025-08-25 16:04:36
SWEIND44,13,348,10092,SWEETS AND BREAKFAST,Industrial pastries,0.178035,29,28,5.24,2025-08-25 16:05:36
SWEIND45,13,604,34428,SWEETS AND BREAKFAST,Industrial pastries,0.098882,57,49,5.38,2025-08-25 16:05:36
SWEIND46,13,578,31212,SWEETS AND BREAKFAST,Industrial pastries,0.137289,54,42,3.63,2025-08-25 16:03:36
SWEIND47,13,555,17205,SWEETS AND BREAKFAST,Industrial pastries,0.190646,31,25,2.32,2025-08-25 16:08:36
SWEIND48,13,216,11448,SWEETS AND BREAKFAST,Industrial pastries,0.110273,53,41,5.63,2025-08-25 16:03:36
SWEIND49,13,705,14100,SWEETS AND BREAKFAST,Industrial pastries,0.064394,20,17,5.75,2025-08-25 16:09:36
SWEIND50,13,275,12100,SWEETS AND BREAKFAST,Industrial pastries,0.10545,44,30,5.25,2025-08-25 16:09:36
SWEIND51,13,447,14304,SWEETS AND BREAKFAST,Industrial pastries,0.144929,32,27,4.17,2025-08-25 16:04:36
SWEIND52,13,414,21528,SWEETS AND BREAKFAST,Industrial pastries,0.13272,52,44,5.4,2025-08-25 16:01:36
SWEIND53,13,592,13024,SWEETS AND BREAKFAST,Industrial pastries,0.125816,22,15,5.76,2025-08-25 16:05:36
SWEIND54,13,268,6164,SWEETS AND BREAKFAST,Industrial pastries,0.064336,23,16,2.2,2025-08-25 16:05:36
SWEIND55,13,622,34210,SWEETS AND BREAKFAST,Industrial pastries,0.094076,55,47,4.58,2025-08-25 16:05:36
SWEIND56,13,314,16328,SWEETS AND BREAKFAST,Industrial pastries,0.124319,52,38,5.84,2025-08-25 16:06:36
SWEIND57,13,230,5060,SWEETS AND BREAKFAST,Industrial pastries,0.053087,22,17,4.01,2025-08-25 16:04:36
SWEIND58,13,576,21888,SWEETS AND BREAKFAST,Industrial pastries,0.098197,38,26,2.06,2025-08-25 16:04:36
SWEIND59,13,738,43542,SWEETS AND BREAKFAST,Industrial pastries,0.080763,59,57,5.73,2025-08-25 16:06:36
SWEIND60,13,300,16200,SWEETS AND BREAKFAST,Industrial pastries,0.171614,54,45,5.29,2025-08-25 16:10:36
SWEIND61,13,588,26460,SWEETS AND BREAKFAST,Industrial pastries,0.104818,45,41,5.81,2025-08-25 16:04:36
SWEIND62,13,540,28080,SWEETS AND BREAKFAST,Industrial pastries,0.155412,52,47,3.84,2025-08-25 16:09:36
SWEIND63,13,454,14982,SWEETS AND BREAKFAST,Industrial pastries,0.144865,33,27,5.27,2025-08-25 16:06:36
SWESNA1,13,167,6012,SWEETS AND BREAKFAST,Snacks and bars,0.193634,36,35,2.31,2025-08-25 16:05:36
SWESNA2,13,149,10579,SWEETS AND BREAKFAST,Snacks and bars,0.131345,71,70,2.48,2025-08-25 16:02:36
SWESNA3,13,45,1890,SWEETS AND BREAKFAST,Snacks and bars,0.179572,42,36,1.87,2025-08-25 16:06:36
SWESNA4,13,86,6192,SWEETS AND BREAKFAST,Snacks and bars,0.167546,72,63,2.23,2025-08-25 16:06:36
SWESNA5,13,70,5390,SWEETS AND BREAKFAST,Snacks and bars,0.067851,77,71,2.69,2025-08-25 16:09:36
SWESNA6,13,166,8632,SWEETS AND BREAKFAST,Snacks and bars,0.184115,52,40,2.15,2025-08-25 16:05:36
SWESNA7,13,172,6364,SWEETS AND BREAKFAST,Snacks and bars,0.15679,37,36,0.98,2025-08-25 16:10:36
SWESNA8,13,54,3294,SWEETS AND BREAKFAST,Snacks and bars,0.168938,61,42,1.94,2025-08-25 16:04:36
SWESNA9,13,24,1104,SWEETS AND BREAKFAST,Snacks and bars,0.06576,46,41,2.09,2025-08-25 16:04:36
SWESNA10,13,122,9272,SWEETS AND BREAKFAST,Snacks and bars,0.195827,76,70,1.36,2025-08-25 16:05:36
SWESNA11,13,194,10864,SWEETS AND BREAKFAST,Snacks and bars,0.19326,56,46,1.06,2025-08-25 16:08:36
SWESNA12,13,143,7865,SWEETS AND BREAKFAST,Snacks and bars,0.162457,55,44,2.95,2025-08-25 16:07:36
SWESNA13,13,178,11926,SWEETS AND BREAKFAST,Snacks and bars,0.146595,67,61,1.25,2025-08-25 16:07:36
SWESNA14,13,123,4551,SWEETS AND BREAKFAST,Snacks and bars,0.135907,37,32,2.46,2025-08-25 16:01:36
SWESNA15,13,197,12017,SWEETS AND BREAKFAST,Snacks and bars,0.077584,61,57,2.27,2025-08-25 16:01:36
SWESNA16,13,35,1470,SWEETS AND BREAKFAST,Snacks and bars,0.125895,42,38,1.0,2025-08-25 16:01:36
SWESNA17,13,95,4465,SWEETS AND BREAKFAST,Snacks and bars,0.124685,47,43,1.45,2025-08-25 16:07:36
SWESNA18,13,58,1972,SWEETS AND BREAKFAST,Snacks and bars,0.175552,34,30,2.92,2025-08-25 16:08:36
SWESNA19,13,131,7991,SWEETS AND BREAKFAST,Snacks and bars,0.126761,61,44,2.72,2025-08-25 16:10:36
SWESNA20,13,156,8424,SWEETS AND BREAKFAST,Snacks and bars,0.095154,54,51,1.02,2025-08-25 16:05:36
SWESNA21,13,147,5145,SWEETS AND BREAKFAST,Snacks and bars,0.189027,35,27,2.16,2025-08-25 16:10:36
SWESNA22,13,34,1088,SWEETS AND BREAKFAST,Snacks and bars,0.058999,32,24,1.31,2025-08-25 16:10:36
SWESNA23,13,82,3608,SWEETS AND BREAKFAST,Snacks and bars,0.156825,44,43,1.4,2025-08-25 16:04:36
SWESNA24,13,188,6016,SWEETS AND BREAKFAST,Snacks and bars,0.083623,32,29,2.48,2025-08-25 16:05:36
SWESNA25,13,68,2312,SWEETS AND BREAKFAST,Snacks and bars,0.068363,34,28,1.65,2025-08-25 16:08:36
SWESNA26,13,23,1150,SWEETS AND BREAKFAST,Snacks and bars,0.099013,50,48,2.11,2025-08-25 16:07:36
SWESNA27,13,79,3950,SWEETS AND BREAKFAST,Snacks and bars,0.061105,50,40,1.44,2025-08-25 16:08:36
SWESNA28,13,48,2496,SWEETS AND BREAKFAST,Snacks and bars,0.137079,52,49,2.47,2025-08-25 16:02:36
SWESNA29,13,33,1716,SWEETS AND BREAKFAST,Snacks and bars,0.193066,52,48,2.08,2025-08-25 16:06:36
SWESNA30,13,52,1716,SWEETS AND BREAKFAST,Snacks and bars,0.150607,33,32,2.59,2025-08-25 16:09:36
SWESNA31,13,164,12136,SWEETS AND BREAKFAST,Snacks and bars,0.083576,74,58,1.84,2025-08-25 16:03:36
SWESNA32,13,161,9821,SWEETS AND BREAKFAST,Snacks and bars,0.059477,61,46,1.96,2025-08-25 16:06:36
SWESNA33,13,177,10443,SWEETS AND BREAKFAST,Snacks and bars,0.138016,59,57,2.67,2025-08-25 16:07:36
SWESNA34,13,122,8662,SWEETS AND BREAKFAST,Snacks and bars,0.185251,71,53,1.55,2025-08-25 16:06:36
SWESNA35,13,170,6290,SWEETS AND BREAKFAST,Snacks and bars,0.125518,37,33,1.54,2025-08-25 16:05:36
SWESNA36,13,52,3380,SWEETS AND BREAKFAST,Snacks and bars,0.122442,65,54,2.63,2025-08-25 16:01:36
SWESNA37,13,37,2035,SWEETS AND BREAKFAST,Snacks and bars,0.108577,55,51,2.09,2025-08-25 16:05:36
SWESNA38,13,179,9308,SWEETS AND BREAKFAST,Snacks and bars,0.095943,52,51,1.88,2025-08-25 16:05:36
SWESNA39,13,36,2196,SWEETS AND BREAKFAST,Snacks and bars,0.079552,61,48,2.82,2025-08-25 16:03:36
SWESNA40,13,89,5340,SWEETS AND BREAKFAST,Snacks and bars,0.133508,60,54,2.55,2025-08-25 16:05:36
SWESNA41,13,120,6840,SWEETS AND BREAKFAST,Snacks and bars,0.11838,57,45,1.96,2025-08-25 16:06:36
SWESNA42,13,172,12556,SWEETS AND BREAKFAST,Snacks and bars,0.164453,73,59,1.04,2025-08-25 16:08:36
SWESNA43,13,107,5243,SWEETS AND BREAKFAST,Snacks and bars,0.147553,49,46,2.89,2025-08-25 16:08:36
SWESNA44,13,110,4620,SWEETS AND BREAKFAST,Snacks and bars,0.160056,42,39,2.51,2025-08-25 16:06:36
SWESNA45,13,146,9344,SWEETS AND BREAKFAST,Snacks and bars,0.09646,64,47,1.26,2025-08-25 16:02:36
SWESNA46,13,26,1794,SWEETS AND BREAKFAST,Snacks and bars,0.1234,69,55,1.51,2025-08-25 16:07:36
SWESNA47,13,35,2030,SWEETS AND BREAKFAST,Snacks and bars,0.165851,58,48,2.01,2025-08-25 16:10:36
SWESNA48,13,31,2139,SWEETS AND BREAKFAST,Snacks and bars,0.095868,69,56,1.46,2025-08-25 16:09:36
SWESNA49,13,40,1320,SWEETS AND BREAKFAST,Snacks and bars,0.158855,33,26,2.92,2025-08-25 16:02:36
SWESNA50,13,36,1800,SWEETS AND BREAKFAST,Snacks and bars,0.09654,50,37,1.21,2025-08-25 16:05:36
SWESNA51,13,153,6885,SWEETS AND BREAKFAST,Snacks and bars,0.160277,45,39,1.81,2025-08-25 16:02:36
SWESNA52,13,167,8016,SWEETS AND BREAKFAST,Snacks and bars,0.095246,48,44,2.41,2025-08-25 16:10:36
SWESNA53,13,156,4836,SWEETS AND BREAKFAST,Snacks and bars,0.165209,31,22,2.36,2025-08-25 16:06:36
SWESNA54,13,80,2960,SWEETS AND BREAKFAST,Snacks and bars,0.164923,37,27,1.32,2025-08-25 16:08:36
SWESNA55,13,122,9028,SWEETS AND BREAKFAST,Snacks and bars,0.143451,74,62,1.55,2025-08-25 16:08:36
SWESNA56,13,20,660,SWEETS AND BREAKFAST,Snacks and bars,0.10611,33,26,2.88,2025-08-25 16:01:36
SWESNA57,13,64,4608,SWEETS AND BREAKFAST,Snacks and bars,0.094138,72,51,2.43,2025-08-25 16:04:36
SWESNA58,13,45,2160,SWEETS AND BREAKFAST,Snacks and bars,0.102356,48,43,2.6,2025-08-25 16:08:36
SWESNA59,13,65,4160,SWEETS AND BREAKFAST,Snacks and bars,0.079227,64,46,2.61,2025-08-25 16:03:36
SWESNA60,13,50,3200,SWEETS AND BREAKFAST,Snacks and bars,0.137653,64,48,1.5,2025-08-25 16:05:36
SWESNA61,13,48,3264,SWEETS AND BREAKFAST,Snacks and bars,0.060309,68,53,1.08,2025-08-25 16:01:36
SWESNA62,13,36,2808,SWEETS AND BREAKFAST,Snacks and bars,0.192134,78,58,1.94,2025-08-25 16:01:36
SWESNA63,13,183,9516,SWEETS AND BREAKFAST,Snacks and bars,0.082028,52,39,0.98,2025-08-25 16:04:36
SWESNA64,13,43,1376,SWEETS AND BREAKFAST,Snacks and bars,0.146614,32,29,2.88,2025-08-25 16:09:36
SWESNA65,13,110,4400,SWEETS AND BREAKFAST,Snacks and bars,0.070249,40,31,1.63,2025-08-25 16:07:36
SWESNA66,13,51,2754,SWEETS AND BREAKFAST,Snacks and bars,0.089487,54,39,0.88,2025-08-25 16:03:36
SWESNA67,13,129,7869,SWEETS AND BREAKFAST,Snacks and bars,0.107845,61,43,1.39,2025-08-25 16:07:36
SWESNA68,13,45,2520,SWEETS AND BREAKFAST,Snacks and bars,0.079396,56,39,1.89,2025-08-25 16:04:36
SWESNA69,13,83,4316,SWEETS AND BREAKFAST,Snacks and bars,0.142864,52,47,0.88,2025-08-25 16:04:36
SWESNA70,13,125,8000,SWEETS AND BREAKFAST,Snacks and bars,0.074346,64,61,1.96,2025-08-25 16:06:36
SWESNA71,13,177,13983,SWEETS AND BREAKFAST,Snacks and bars,0.106274,79,62,1.05,2025-08-25 16:06:36
SWESWE1,13,148,2516,SWEETS AND BREAKFAST,Sweeteners,0.133468,17,14,3.53,2025-08-25 16:01:36
SWESWE2,13,60,1020,SWEETS AND BREAKFAST,Sweeteners,0.198378,17,12,5.21,2025-08-25 16:02:36
SWESWE3,13,149,4619,SWEETS AND BREAKFAST,Sweeteners,0.148542,31,27,4.91,2025-08-25 16:05:36
SWESWE4,13,196,5684,SWEETS AND BREAKFAST,Sweeteners,0.151172,29,26,2.61,2025-08-25 16:08:36
SWESWE5,13,208,4784,SWEETS AND BREAKFAST,Sweeteners,0.08004,23,19,4.67,2025-08-25 16:08:36
SWESWE6,13,214,8132,SWEETS AND BREAKFAST,Sweeteners,0.136257,38,32,5.03,2025-08-25 16:03:36
SWESWE7,13,163,4564,SWEETS AND BREAKFAST,Sweeteners,0.181739,28,27,2.78,2025-08-25 16:01:36
SWESWE8,13,157,5966,SWEETS AND BREAKFAST,Sweeteners,0.076523,38,29,2.07,2025-08-25 16:10:36
SWESWE9,13,64,1664,SWEETS AND BREAKFAST,Sweeteners,0.124833,26,18,4.55,2025-08-25 16:05:36
SWESWE10,13,99,2673,SWEETS AND BREAKFAST,Sweeteners,0.086009,27,19,2.45,2025-08-25 16:03:36
SWESWE11,13,108,3132,SWEETS AND BREAKFAST,Sweeteners,0.102144,29,24,5.21,2025-08-25 16:01:36
SWESWE12,13,124,1984,SWEETS AND BREAKFAST,Sweeteners,0.064965,16,12,3.89,2025-08-25 16:01:36
SWECAN1,13,243,16767,SWEETS AND BREAKFAST,Candies,0.056851,69,54,1.33,2025-08-25 16:04:36
SWECAN2,13,462,28182,SWEETS AND BREAKFAST,Candies,0.096245,61,43,1.35,2025-08-25 16:03:36
SWECAN3,13,323,21964,SWEETS AND BREAKFAST,Candies,0.092341,68,55,1.5,2025-08-25 16:05:36
SWECAN4,13,99,8217,SWEETS AND BREAKFAST,Candies,0.196097,83,77,1.08,2025-08-25 16:08:36
SWECAN5,13,251,19327,SWEETS AND BREAKFAST,Candies,0.055485,77,54,2.88,2025-08-25 16:05:36
SWECAN6,13,444,18648,SWEETS AND BREAKFAST,Candies,0.167539,42,36,2.74,2025-08-25 16:02:36
SWECAN7,13,372,16368,SWEETS AND BREAKFAST,Candies,0.182874,44,42,1.15,2025-08-25 16:01:36
SWECAN8,13,127,8890,SWEETS AND BREAKFAST,Candies,0.096219,70,58,2.52,2025-08-25 16:10:36
SWECAN9,13,124,11532,SWEETS AND BREAKFAST,Candies,0.141541,93,79,1.1,2025-08-25 16:04:36
SWECAN10,13,70,5880,SWEETS AND BREAKFAST,Candies,0.11849,84,75,3.24,2025-08-25 16:05:36
SWECAN11,13,64,5120,SWEETS AND BREAKFAST,Candies,0.115159,80,61,1.41,2025-08-25 16:05:36
SWECAN12,13,135,12555,SWEETS AND BREAKFAST,Candies,0.172697,93,77,2.48,2025-08-25 16:07:36
SWECAN13,13,421,40837,SWEETS AND BREAKFAST,Candies,0.093733,97,82,1.9,2025-08-25 16:09:36
SWECAN14,13,355,23075,SWEETS AND BREAKFAST,Candies,0.093347,65,55,3.19,2025-08-25 16:01:36
SWECAN15,13,118,6136,SWEETS AND BREAKFAST,Candies,0.173041,52,40,1.76,2025-08-25 16:05:36
SWECAN16,13,383,28725,SWEETS AND BREAKFAST,Candies,0.140772,75,74,2.35,2025-08-25 16:07:36
SWECAN17,13,170,10200,SWEETS AND BREAKFAST,Candies,0.102245,60,43,3.96,2025-08-25 16:02:36
SWECAN18,13,150,12750,SWEETS AND BREAKFAST,Candies,0.079136,85,76,2.95,2025-08-25 16:09:36
SWECAN19,13,195,19305,SWEETS AND BREAKFAST,Candies,0.141261,99,87,1.16,2025-08-25 16:06:36
SWECAN20,13,292,19856,SWEETS AND BREAKFAST,Candies,0.121144,68,65,1.84,2025-08-25 16:08:36
SWECAN21,13,386,16984,SWEETS AND BREAKFAST,Candies,0.114271,44,42,3.51,2025-08-25 16:02:36
SWECAN22,13,275,26675,SWEETS AND BREAKFAST,Candies,0.145363,97,74,3.66,2025-08-25 16:09:36
SWECAN23,13,255,23205,SWEETS AND BREAKFAST,Candies,0.058356,91,76,2.68,2025-08-25 16:03:36
SWECAN24,13,149,14453,SWEETS AND BREAKFAST,Candies,0.142049,97,80,2.72,2025-08-25 16:03:36
SWECAN25,13,371,22260,SWEETS AND BREAKFAST,Candies,0.061598,60,47,1.96,2025-08-25 16:07:36
SWECAN26,13,456,33288,SWEETS AND BREAKFAST,Candies,0.182116,73,63,2.52,2025-08-25 16:07:36
SWECAN27,13,184,17664,SWEETS AND BREAKFAST,Candies,0.063383,96,90,1.33,2025-08-25 16:08:36
SWECAN28,13,191,8213,SWEETS AND BREAKFAST,Candies,0.112974,43,32,1.07,2025-08-25 16:03:36
SWECAN29,13,465,26505,SWEETS AND BREAKFAST,Candies,0.154905,57,52,3.36,2025-08-25 16:08:36
SWECAN30,13,420,28140,SWEETS AND BREAKFAST,Candies,0.081186,67,55,1.27,2025-08-25 16:03:36
SWECAN31,13,332,24900,SWEETS AND BREAKFAST,Candies,0.069924,75,61,1.44,2025-08-25 16:08:36
SWECAN32,13,278,11120,SWEETS AND BREAKFAST,Candies,0.162099,40,31,1.3,2025-08-25 16:01:36
SWECAN33,13,407,26455,SWEETS AND BREAKFAST,Candies,0.074373,65,50,3.35,2025-08-25 16:02:36
SWECAN34,13,96,6816,SWEETS AND BREAKFAST,Candies,0.084985,71,64,1.01,2025-08-25 16:01:36
SWECAN35,13,263,10783,SWEETS AND BREAKFAST,Candies,0.078534,41,39,1.47,2025-08-25 16:08:36
SWECAN36,13,370,27380,SWEETS AND BREAKFAST,Candies,0.06265,74,58,3.76,2025-08-25 16:02:36
SWECAN37,13,381,20574,SWEETS AND BREAKFAST,Candies,0.199973,54,47,1.63,2025-08-25 16:09:36
SWECAN38,13,205,17220,SWEETS AND BREAKFAST,Candies,0.151492,84,69,2.83,2025-08-25 16:08:36
SWECAN39,13,248,16864,SWEETS AND BREAKFAST,Candies,0.090931,68,58,2.21,2025-08-25 16:09:36
SWECAN40,13,211,20678,SWEETS AND BREAKFAST,Candies,0.17721,98,77,2.57,2025-08-25 16:08:36
SWECAN41,13,283,13301,SWEETS AND BREAKFAST,Candies,0.170883,47,36,1.27,2025-08-25 16:10:36
SWECAN42,13,142,8378,SWEETS AND BREAKFAST,Candies,0.181045,59,51,3.78,2025-08-25 16:04:36
SWECAN43,13,428,35096,SWEETS AND BREAKFAST,Candies,0.123756,82,64,2.01,2025-08-25 16:05:36
SWECAN44,13,269,22058,SWEETS AND BREAKFAST,Candies,0.051146,82,70,1.15,2025-08-25 16:06:36
SWECAN45,13,155,12555,SWEETS AND BREAKFAST,Candies,0.109993,81,74,3.67,2025-08-25 16:06:36
SWECAN46,13,358,32578,SWEETS AND BREAKFAST,Candies,0.137227,91,81,2.2,2025-08-25 16:01:36
SWECAN47,13,149,6854,SWEETS AND BREAKFAST,Candies,0.073255,46,32,3.32,2025-08-25 16:05:36
SWECAN48,13,354,24426,SWEETS AND BREAKFAST,Candies,0.069786,69,65,1.8,2025-08-25 16:07:36
SWECAN49,13,377,23374,SWEETS AND BREAKFAST,Candies,0.196916,62,50,2.1,2025-08-25 16:03:36
SWECAN50,13,224,11648,SWEETS AND BREAKFAST,Candies,0.114301,52,43,1.05,2025-08-25 16:04:36
SWECAN51,13,342,31806,SWEETS AND BREAKFAST,Candies,0.183654,93,65,3.4,2025-08-25 16:07:36
SWECAN52,13,176,12320,SWEETS AND BREAKFAST,Candies,0.165365,70,58,2.22,2025-08-25 16:10:36
SWECAN53,13,472,30208,SWEETS AND BREAKFAST,Candies,0.140512,64,56,2.1,2025-08-25 16:02:36
SWECAN54,13,102,10098,SWEETS AND BREAKFAST,Candies,0.139643,99,85,1.36,2025-08-25 16:08:36
SWECAN55,13,181,15747,SWEETS AND BREAKFAST,Candies,0.106165,87,76,1.21,2025-08-25 16:05:36
SWECAN56,13,413,26845,SWEETS AND BREAKFAST,Candies,0.132823,65,61,2.17,2025-08-25 16:05:36
SWECAN57,13,56,5040,SWEETS AND BREAKFAST,Candies,0.162332,90,80,2.48,2025-08-25 16:02:36
SWECAN58,13,246,15252,SWEETS AND BREAKFAST,Candies,0.194859,62,52,2.66,2025-08-25 16:05:36
SWEFLA1,13,130,3770,SWEETS AND BREAKFAST,Flavors and decorations,0.081628,29,22,2.45,2025-08-25 16:07:36
SWEFLA2,13,102,1938,SWEETS AND BREAKFAST,Flavors and decorations,0.141304,19,18,3.11,2025-08-25 16:08:36
SWEFLA3,13,123,2460,SWEETS AND BREAKFAST,Flavors and decorations,0.131281,20,18,3.67,2025-08-25 16:06:36
SWEFLA4,13,26,572,SWEETS AND BREAKFAST,Flavors and decorations,0.114525,22,19,3.16,2025-08-25 16:05:36
SWEFLA5,13,129,2451,SWEETS AND BREAKFAST,Flavors and decorations,0.102461,19,18,2.05,2025-08-25 16:05:36
SWEFLA6,13,77,2156,SWEETS AND BREAKFAST,Flavors and decorations,0.159868,28,20,2.75,2025-08-25 16:04:36
SWEFLA7,13,134,3886,SWEETS AND BREAKFAST,Flavors and decorations,0.194984,29,20,3.02,2025-08-25 16:09:36
SWEFLA8,13,67,2613,SWEETS AND BREAKFAST,Flavors and decorations,0.063582,39,35,1.97,2025-08-25 16:02:36
SWEFLA9,13,44,880,SWEETS AND BREAKFAST,Flavors and decorations,0.177843,20,16,3.3,2025-08-25 16:06:36
SWEFLA10,13,127,3175,SWEETS AND BREAKFAST,Flavors and decorations,0.199407,25,19,2.89,2025-08-25 16:02:36
SWEFLA11,13,58,1914,SWEETS AND BREAKFAST,Flavors and decorations,0.065917,33,24,1.93,2025-08-25 16:04:36
SWEFLA12,13,99,2574,SWEETS AND BREAKFAST,Flavors and decorations,0.074939,26,20,2.32,2025-08-25 16:06:36
SWEFLA13,13,93,3534,SWEETS AND BREAKFAST,Flavors and decorations,0.084546,38,28,2.5,2025-08-25 16:09:36
SWEFLA14,13,47,1504,SWEETS AND BREAKFAST,Flavors and decorations,0.103099,32,30,3.16,2025-08-25 16:02:36
SWEFLA15,13,102,1938,SWEETS AND BREAKFAST,Flavors and decorations,0.182446,19,14,3.63,2025-08-25 16:03:36
SWEFLA16,13,22,330,SWEETS AND BREAKFAST,Flavors and decorations,0.195851,15,14,1.98,2025-08-25 16:10:36
SWEFLA17,13,21,546,SWEETS AND BREAKFAST,Flavors and decorations,0.107967,26,22,1.63,2025-08-25 16:09:36
SWEFLA18,13,25,700,SWEETS AND BREAKFAST,Flavors and decorations,0.189942,28,24,1.74,2025-08-25 16:07:36
SWEFLA19,13,142,4544,SWEETS AND BREAKFAST,Flavors and decorations,0.194677,32,26,2.38,2025-08-25 16:08:36
SWEFLA20,13,130,5070,SWEETS AND BREAKFAST,Flavors and decorations,0.169773,39,29,1.66,2025-08-25 16:03:36
SWEFLA21,13,120,2520,SWEETS AND BREAKFAST,Flavors and decorations,0.175562,21,15,3.05,2025-08-25 16:07:36
SWEFLA22,13,116,2088,SWEETS AND BREAKFAST,Flavors and decorations,0.178882,18,16,3.61,2025-08-25 16:05:36
SWEFLA23,13,146,3358,SWEETS AND BREAKFAST,Flavors and decorations,0.160049,23,18,3.57,2025-08-25 16:09:36
SWEFLA24,13,20,740,SWEETS AND BREAKFAST,Flavors and decorations,0.073989,37,29,3.28,2025-08-25 16:09:36
SWEFLA25,13,52,1248,SWEETS AND BREAKFAST,Flavors and decorations,0.192912,24,17,2.61,2025-08-25 16:08:36
SWEFLA26,13,51,1785,SWEETS AND BREAKFAST,Flavors and decorations,0.197247,35,26,3.67,2025-08-25 16:03:36
SWEFLA27,13,145,2610,SWEETS AND BREAKFAST,Flavors and decorations,0.193799,18,16,2.84,2025-08-25 16:05:36
