Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,initial_stock,current_stock
FDV32,0,0.155316936,Fruits and Vegetables,64.2,90,27
DRI37,15.85,0.108036187,Soft Drinks,57.4,124,101
FDP31,21.1,0.16216286,Fruits and Vegetables,62.2,94,43
FDQ52,0,0.118806857,Frozen Foods,248.8,62,18
FDI40,11.5,0.126313413,Frozen Foods,100.6,68,45
FDX40,12.85,0.098910759,Frozen Foods,37.6,102,101
FDM25,10.695,0.10154201,Breakfast,173.8,186,2
FDY38,13.6,0.119077255,Dairy,231.2,52,18
NCJ19,18.6,0.118419683,Others,58.4,145,24
FDD56,15.2,0.103988736,Fruits and Vegetables,177,185,74
FDX27,20.7,0.114581955,Dairy,94.3,63,60
FDG32,19.85,0.175962247,Fruits and Vegetables,223.1,169,60
FDV15,0,0.255929096,Meat,103.4,180,122
FDH28,15.85,0.110653377,Frozen Foods,37,62,48
FDV23,11.68809968,0.185306514,Breads,125.6,121,54
FDP22,14.65,0.099535996,Snack Foods,52.3,195,162
FDT34,9.3,0.175336471,Snack Foods,107.1,131,38
FDZ26,11.68809968,0.143319995,Dairy,237.5,106,56
FDM46,7.365,0.159967845,Snack Foods,94.7,56,18
NCX05,11.68809968,0.096592065,Health and Hygiene,117.4,161,33
FDQ47,7.155,0.168527463,Breads,33.7,97,40
FDW07,18,0.142570104,Fruits and Vegetables,88.3,129,26
DRA59,8.27,0.128126825,Soft Drinks,183.7,168,148
FDW13,11.68809968,0.097410707,Canned,52.7,169,168
NCL29,9.695,0.113939434,Health and Hygiene,160.3,109,30
FDL02,20,0.104083376,Canned,107.5,82,26
DRG27,11.68809968,0.184035253,Dairy,42.2,164,164
FDX11,16,0.106918052,Baking Goods,183.6,177,136
FDI52,18.7,0.105104552,Frozen Foods,121.7,52,18
DRF01,5.655,0.176070535,Soft Drinks,144,53,41
DRH15,11.68809968,0.19244045,Dairy,43.9,149,9
FDY56,16.35,0.104463896,Fruits and Vegetables,227.1,53,39
NCC18,19.1,0.177992139,Household,173.1,91,53
DRJ01,6.135,0.192540665,Soft Drinks,160.2,58,44
DRA59,8.27,0.127821472,Soft Drinks,186,100,38
FDB03,17.75,0.156831826,Dairy,241.1,194,134
FDW13,8.5,0.098036903,Canned,51.5,194,3
DRI37,15.85,0.107597879,Soft Drinks,58.8,146,142
NCN18,8.895,0.124610886,Household,113.2,69,47
FDC34,16,0.173462841,Snack Foods,157.7,191,5
FDI15,11.68809968,0.24749009,Dairy,263.2,71,34
FDX50,20.1,0.124910635,Dairy,109.6,76,71
FDH33,12.85,0.12241394,Snack Foods,42.9,92,70
FDT19,11.68809968,0.144338493,Fruits and Vegetables,172.1,180,57
FDS44,11.68809968,0.27321283,Fruits and Vegetables,241,143,76
FDL36,11.68809968,0.133198355,Baking Goods,91.1,57,18
FDS47,16.75,0.12961476,Breads,86.2,135,61
FDX49,4.615,0.102038294,Canned,231.9,138,70
FDU33,7.63,0.135258515,Snack Foods,47.2,187,137
NCN06,8.39,0.120396991,Household,163.5,162,24
NCE30,16,0.099053537,Household,212.7,70,43
FDN21,11.68809968,0.134564284,Snack Foods,159.8,58,57
DRG11,6.385,0.14032811,Hard Drinks,109.2,197,126
FDG20,15.5,0.125942816,Fruits and Vegetables,176,85,57
FDT44,16.6,0.103146658,Fruits and Vegetables,117.2,85,24
FDG08,13.15,0.166032929,Fruits and Vegetables,170.9,122,92
FDU24,0,0.139484292,Baking Goods,94.3,199,119
NCQ18,0,0.134418705,Household,99.7,50,11
NCL18,18.85,0.168266556,Household,195.5,118,114
FDS35,9.3,0.11144608,Breads,64.7,86,39
NCO55,12.8,0.152377658,Others,108.2,121,75
DRN11,7.85,0.163233667,Hard Drinks,144.6,156,69
FDY57,20.2,0.121748174,Snack Foods,97,145,137
DRE27,11.85,0.132939639,Dairy,98.1,190,65
FDF41,12.15,0.131921819,Frozen Foods,246.3,133,119
FDJ27,17.7,0.122372504,Meat,101.6,92,24
FDY50,5.8,0.131489269,Dairy,89.7,86,70
FDL20,17.1,0.128390273,Fruits and Vegetables,112,74,10
FDU38,0,0.144534212,Dairy,190.7,198,121
DRP47,15.75,0.140821917,Hard Drinks,252.9,122,35
DRH15,8.775,0.110359004,Dairy,42.7,91,48
FDP31,0,0.160722863,Fruits and Vegetables,65.7,51,47
NCA06,20.5,0.143574191,Household,37.2,185,114
FDP22,14.65,0.099333217,Snack Foods,51.4,145,86
FDW37,19.2,0.12475207,Canned,90.9,110,106
FDC11,20.5,0.141792841,Starchy Foods,89.7,63,6
NCW54,7.5,0.09660879,Household,57,162,76
FDY02,0,0.153456703,Dairy,264.1,126,50
FDR49,8.71,0.139202085,Canned,46.1,70,16
FDZ52,19.2,0.100482186,Frozen Foods,111.9,113,31
FDU02,13.35,0.102426197,Dairy,230.6,106,25
FDB53,13.35,0.139669224,Frozen Foods,147.6,168,120
DRI23,18.85,0.137972993,Hard Drinks,158.5,101,21
FDY57,20.2,0.121940099,Snack Foods,95.4,144,140
FDC50,15.85,0.13727,Canned,94.4,195,124
FDT40,5.985,0.095989602,Frozen Foods,127.4,189,11
FDD50,18.85,0.142443405,Canned,170.4,138,70
DRI23,18.85,0.137410256,Hard Drinks,161.8,59,0
FDQ46,7.51,0.104400238,Snack Foods,113.6,101,32
FDC47,0,0.208162156,Snack Foods,228.2,83,13
FDE02,8.71,0.121936216,Canned,94.5,164,110
FDE11,17.7,0.135646297,Starchy Foods,186.1,185,63
FDA52,16.2,0.128397995,Frozen Foods,178.3,174,42
FDC60,11.68809968,0.2004264,Baking Goods,88.9,199,185
FDV24,5.635,0.172856719,Baking Goods,148.2,92,40
FDL36,15.1,0.127334766,Baking Goods,88.3,78,67
FDI09,20.75,0.12953868,Seafood,240.3,155,114
DRZ11,11.68809968,0.112119359,Soft Drinks,123,169,38
DRJ24,11.8,0.113307794,Soft Drinks,187.1,130,0
FDU33,7.63,0.225476528,Snack Foods,45.1,80,40
FDR46,16.85,0.139301634,Snack Foods,145,177,172
FDV38,19.25,0.1017546,Dairy,55.2,87,87
FDB28,6.615,0.156307983,Dairy,196.3,150,97
FDC41,15.6,0.195688803,Frozen Foods,77.4,181,87
DRI23,18.85,0.13747519,Hard Drinks,158.7,179,78
DRI39,13.8,0.097457483,Dairy,55.4,61,16
DRJ25,14.6,0.150872868,Soft Drinks,47.6,84,12
NCQ43,17.75,0.111209003,Others,107.8,159,70
FDY57,20.2,0.121153331,Snack Foods,97.4,121,8
FDQ34,10.85,0.163160327,Snack Foods,107.5,198,190
NCG19,20.25,0.148163564,Household,232.8,159,98
FDW27,5.86,0.150853308,Meat,156,110,22
FDN39,19.35,0.109667698,Meat,166.1,97,53
FDR07,21.35,0.130127365,Fruits and Vegetables,96.2,192,174
FDS33,6.67,0.124126756,Snack Foods,89,120,38
FDJ10,5.095,0.130031207,Snack Foods,142.5,192,86
NCW54,7.5,0.096333029,Household,57.9,183,153
DRF01,5.655,0.175047104,Soft Drinks,146.9,117,0
NCZ17,12.15,0.132952286,Health and Hygiene,37.7,71,13
FDA40,16,0.099271209,Frozen Foods,88.6,81,73
FDB14,11.68809968,0.102226474,Canned,91.3,172,64
FDO27,11.68809968,0.178210285,Meat,95.8,71,68
FDJ56,8.985,0.184440421,Fruits and Vegetables,99.7,159,66
FDT50,6.75,0.108679906,Dairy,95.7,64,48
DRM23,16.6,0.136500981,Hard Drinks,173.3,173,49
FDA47,10.5,0.117149075,Baking Goods,164.1,93,57
FDB50,13,0.153618566,Canned,79.7,164,52
FDK41,14.3,0.12826315,Frozen Foods,83.4,58,26
FDZ07,15.1,0.157154813,Fruits and Vegetables,62.2,83,56
FDC50,15.85,0.136497913,Canned,96.3,122,85
NCX05,15.2,0.162462044,Health and Hygiene,117.6,192,17
FDN45,19.35,0.118080437,Snack Foods,222.6,94,15
DRZ11,8.85,0.113302223,Soft Drinks,125.1,121,1
NCF30,17,0.126958147,Household,125.8,107,12
FDB12,11.15,0.105307659,Baking Goods,102.1,164,79
FDN49,17.25,0.209600084,Breakfast,40.3,68,42
NCL29,9.695,0.113917889,Health and Hygiene,158.3,65,53
DRM23,16.6,0.135620265,Hard Drinks,172.9,124,73
NCJ30,5.82,0.134975628,Household,170.6,155,136
NCG30,0,0.111777297,Household,124.6,185,72
FDE11,0,0.134441765,Starchy Foods,184,123,47
FDD56,15.2,0.103758647,Fruits and Vegetables,177,67,17
FDO39,0,0.136701678,Meat,182.2,92,86
FDG32,0,0.308145448,Fruits and Vegetables,222.1,99,10
FDP46,0,0.13064231,Snack Foods,88.4,52,19
FDB15,10.895,0.137368051,Dairy,264.4,108,18
NCQ17,10.3,0.117593973,Health and Hygiene,154.5,77,73
NCO53,16.2,0.176175402,Health and Hygiene,184.1,95,23
NCQ43,17.75,0.111527348,Others,110.3,113,12
FDU47,12.8,0.114318263,Breads,142.3,119,115
FDS04,10.195,0.245483691,Frozen Foods,141.9,96,45
FDN56,5.46,0.107274301,Fruits and Vegetables,145.6,191,180
FDU02,13.35,0.102670882,Dairy,228.6,184,156
NCL18,18.85,0.168531813,Household,192.5,155,70
FDJ56,8.985,0.183688161,Fruits and Vegetables,100.3,130,125
FDI40,11.5,0.125579201,Frozen Foods,99.7,100,16
FDH50,15,0.161762835,Canned,185.9,78,47
FDZ09,17.6,0.104878967,Snack Foods,164.9,162,151
FDS19,13.8,0.107469819,Fruits and Vegetables,77.8,192,181
FDW07,18,0.142910689,Fruits and Vegetables,89.7,177,118
FDR11,10.5,0.142511272,Breads,158.8,139,90
DRG36,14.15,0.09557165,Soft Drinks,171,74,0
FDX33,9.195,0.117667492,Snack Foods,159.6,90,78
FDT04,17.25,0.107021498,Frozen Foods,40.6,118,66
NCB43,20.2,0.100477461,Household,187.8,53,5
FDO13,11.68809968,0.106907604,Breakfast,162.9,154,77
FDJ44,12.3,0.106492562,Fruits and Vegetables,176.3,80,54
FDS25,11.68809968,0.139330557,Canned,109.5,180,37
FDR09,18.25,0.130095044,Snack Foods,257.3,166,160
FDO24,11.1,0.176182345,Baking Goods,158.2,139,115
FDS47,16.75,0.128861359,Breads,86.3,194,101
FDV20,20.2,0.100095288,Fruits and Vegetables,125.3,115,7
FDZ16,11.68809968,0.159081735,Frozen Foods,193.5,137,77
FDB50,13,0.154487495,Canned,77.3,73,19
DRO47,10.195,0.112203445,Hard Drinks,111.8,148,54
FDC44,11.68809968,0.171761077,Fruits and Vegetables,115.8,154,47
NCL29,9.695,0.114170506,Health and Hygiene,159,68,55
FDT40,5.985,0.095795326,Frozen Foods,128.5,115,96
FDX15,17.2,0.156298858,Meat,162.2,109,99
FDV23,11.68809968,0.105324246,Breads,125.7,164,87
FDV60,20.2,0.117599259,Baking Goods,195.3,64,9
FDZ09,17.6,0.104791689,Snack Foods,165.3,134,51
FDL09,19.6,0.12829573,Snack Foods,167.3,137,33
FDN60,15.1,0.095696334,Baking Goods,159.8,56,35
FDZ16,16.85,0.267565911,Frozen Foods,194.1,55,46
FDB53,13.35,0.139426044,Frozen Foods,148.3,174,60
DRM49,6.11,0.151925271,Soft Drinks,46.6,82,15
NCD06,13,0.099479703,Household,44.9,107,78
FDS13,11.68809968,0.21799414,Canned,266.6,194,17
FDY21,11.68809968,0.172641213,Snack Foods,195.1,159,70
DRI39,13.8,0.097611115,Dairy,54.9,91,46
FDA50,11.68809968,0.152632413,Dairy,98.4,143,85
FDR27,15.1,0.096491904,Meat,134.5,178,31
FDH47,13.5,0.128709014,Starchy Foods,96.1,128,42
NCL31,11.68809968,0.210596485,Others,144.7,144,82
FDK24,9.195,0.101500374,Baking Goods,45.3,160,68
FDY01,11.8,0.170141787,Canned,116.8,146,49
FDB05,11.68809968,0.145669556,Frozen Foods,247.3,168,11
FDP10,19,0.128090139,Snack Foods,107.1,118,75
FDC45,17,0.135707553,Fruits and Vegetables,172.5,182,84
FDU13,8.355,0.187939003,Canned,146.9,194,122
NCR53,12.15,0.14492016,Health and Hygiene,224.4,101,57
FDN49,17.25,0.125419157,Breakfast,40,191,82
FDL56,0,0.12517151,Fruits and Vegetables,88.9,171,111
FDX49,4.615,0.101747034,Canned,231.3,78,35
FDU12,15.5,0.126791761,Baking Goods,262.2,185,53
FDX33,9.195,0.117484834,Snack Foods,158.6,153,46
FDH45,15.1,0.106097275,Fruits and Vegetables,43.3,50,50
FDJ10,5.095,0.129395895,Snack Foods,140.4,78,31
FDX32,15.1,0.100265027,Fruits and Vegetables,142.6,118,98
NCB31,6.235,0.119157788,Household,263.8,102,94
FDH56,9.8,0.106816919,Fruits and Vegetables,114.2,173,123
FDE29,8.905,0.143712172,Frozen Foods,60.3,137,95
NCH43,0,0.123557061,Household,216.6,132,106
FDO25,6.3,0.127968205,Canned,209.6,61,55
FDK02,12.5,0.112681821,Canned,119.1,101,100
FDK24,0,0.10080442,Baking Goods,45.5,178,102
FDN33,0,0.122519571,Snack Foods,93,184,165
FDA09,13.35,0.15021128,Snack Foods,179.1,194,157
NCE55,8.92,0.130663423,Household,175.2,176,31
FDR46,16.85,0.233356571,Snack Foods,146.6,120,108
FDC50,15.85,0.137053947,Canned,94.4,66,65
NCC18,19.1,0.177236497,Household,172.3,52,50
FDL04,19,0.111830282,Frozen Foods,105.5,78,10
FDW26,11.8,0.107662745,Dairy,224.2,71,58
FDV24,5.635,0.103481775,Baking Goods,150,103,19
NCF42,11.68809968,0.293066133,Household,177.1,156,36
FDK16,9.065,0.115233813,Frozen Foods,94.4,118,72
FDZ16,16.85,0.159825617,Frozen Foods,195.5,200,101
FDV58,20.85,0.121227447,Snack Foods,197.5,169,48
FDL04,19,0.111902259,Frozen Foods,105.5,96,18
NCS29,11.68809968,0.121765124,Health and Hygiene,264.2,198,182
FDB03,17.75,0.156802171,Dairy,242.2,69,39
FDZ31,15.35,0.113217223,Fruits and Vegetables,191.2,200,6
FDS35,9.3,0.111220521,Breads,65.8,198,132
FDQ01,19.7,0.161356273,Canned,253.1,70,41
FDG33,5.365,0.140458316,Seafood,169.8,50,23
FDR49,8.71,0.139228412,Canned,49.5,192,175
FDV52,20.7,0.121767168,Frozen Foods,118.9,66,6
FDV60,20.2,0.118025091,Baking Goods,195.8,100,10
FDN13,18.6,0.151931742,Breakfast,101.1,63,8
FDU02,13.35,0.103091351,Dairy,229.9,108,48
FDQ34,10.85,0.162571649,Snack Foods,107.5,132,40
FDX36,9.695,0.128283243,Baking Goods,226.1,99,2
FDA43,10.895,0.108253944,Fruits and Vegetables,194.9,173,39
NCN06,8.39,0.121178848,Household,165.2,83,50
NCX05,15.2,0.09698132,Health and Hygiene,116.3,55,19
FDP19,11.5,0.290430317,Fruits and Vegetables,130.7,158,31
NCW42,0,0.102371638,Household,221.2,98,47
FDH45,15.1,0.105881129,Fruits and Vegetables,42.1,55,6
DRG49,7.81,0.112906337,Soft Drinks,243.5,166,147
FDS13,6.465,0.125210375,Canned,266.9,167,88
FDK15,10.8,0.098814721,Meat,100.5,56,44
FDJ20,20.7,0.100091576,Fruits and Vegetables,125.5,146,34
FDD33,12.85,0.108633372,Fruits and Vegetables,233.9,167,107
NCQ43,17.75,0.111301625,Others,107.6,178,151
FDZ26,11.6,0.144604071,Dairy,240.8,190,39
FDT56,16,0.193477995,Fruits and Vegetables,55.9,76,76
DRF49,11.68809968,0.124448295,Soft Drinks,112.1,165,51
NCF42,11.68809968,0.166572501,Household,176.2,180,111
FDO39,6.985,0.137645467,Meat,185.3,107,38
FDQ36,7.855,0.161875063,Baking Goods,35.7,138,67
FDV35,19.5,0.128181759,Breads,156.1,146,75
FDE02,8.71,0.121250374,Canned,92.8,66,64
DRF01,5.655,0.175793413,Soft Drinks,146.9,150,61
NCL31,7.39,0.120180894,Others,141.4,78,1
FDC34,16,0.172759093,Snack Foods,157.1,151,133
FDK28,5.695,0.109784056,Frozen Foods,256.1,172,121
FDD52,18.25,0.183142346,Dairy,110.4,103,74
FDB50,13,0.153857402,Canned,76.4,76,42
NCC54,17.75,0.098108957,Health and Hygiene,240.9,151,39
FDV35,19.5,0.128405328,Breads,156.4,166,88
FDZ09,17.6,0.175545889,Snack Foods,163.7,153,27
FDE40,15.6,0.099344826,Dairy,63.6,94,79
NCP14,8.275,0.110197977,Household,104.2,163,62
FDQ15,20.35,0.252865979,Meat,82.7,136,40
FDE11,17.7,0.135306012,Starchy Foods,183.8,80,28
FDN01,11.68809968,0.126760908,Breakfast,176.9,86,22
NCB55,15.7,0.160529322,Household,59.3,85,84
FDP08,20.5,0.113045883,Fruits and Vegetables,194.1,168,79
NCR30,11.68809968,0.124299531,Household,73.5,54,52
FDD39,11.68809968,0.122832172,Dairy,217.7,101,50
FDS02,10.195,0.146692433,Dairy,194.6,98,44
FDJ04,18,0.124959013,Frozen Foods,116.5,55,25
FDM27,12.35,0.15911489,Meat,158.2,172,149
FDT19,7.59,0.145335007,Fruits and Vegetables,173.1,187,137
FDK56,9.695,0.130261652,Fruits and Vegetables,185.3,167,134
FDC26,10.195,0.126383094,Canned,112.2,72,72
FDT14,10.695,0.127620811,Dairy,119.2,194,88
FDR48,11.65,0.220111117,Baking Goods,153,159,14
FDG20,15.5,0.126199917,Fruits and Vegetables,178.4,93,76
FDF56,16.7,0.119462225,Fruits and Vegetables,182.8,90,45
FDQ52,17,0.119570595,Frozen Foods,249.7,192,89
FDK24,9.195,0.101275792,Baking Goods,46.5,99,84
FDV38,19.25,0.102188428,Dairy,54.4,101,86
FDZ49,11,0.133034816,Canned,222.1,119,60
DRD49,9.895,0.16817143,Soft Drinks,237.8,200,107
FDQ60,11.68809968,0.191500528,Baking Goods,121.2,158,60
FDJ27,17.7,0.122065518,Meat,103.4,167,50
NCP29,8.42,0.11227101,Health and Hygiene,63.2,158,11
FDC45,11.68809968,0.135075924,Fruits and Vegetables,170.3,144,76
FDN33,6.305,0.12301331,Snack Foods,93.2,93,65
NCF42,17.35,0.280164929,Household,177.6,116,53
FDH22,6.405,0.136512858,Snack Foods,128.8,116,38
FDZ09,17.6,0.104859135,Snack Foods,161.9,67,38
FDH28,15.85,0.110202066,Frozen Foods,39.8,109,77
FDI09,20.75,0.129864461,Seafood,240.2,123,29
NCA30,19,0.216478153,Household,190.2,98,47
NCO53,16.2,0.175898114,Health and Hygiene,183.8,64,30
NCJ19,18.6,0.118180011,Others,56.3,122,106
FDI05,8.35,0.127587344,Frozen Foods,76.5,192,152
NCJ19,18.6,0.19780911,Others,55.7,97,67
FDX32,15.1,0.100423086,Fruits and Vegetables,144.8,121,113
NCJ19,0,0.117607719,Others,55.3,162,12
FDY03,17.6,0.127412338,Meat,111.3,178,127
FDC26,10.195,0.126579586,Canned,112.3,184,169
NCY17,18.2,0.16334971,Health and Hygiene,45.1,102,53
DRY23,9.395,0.109265987,Soft Drinks,42.3,67,66
FDT50,6.75,0.10821852,Dairy,96.4,61,15
FDC38,15.7,0.122392031,Canned,133.2,97,89
NCN06,8.39,0.20168772,Household,162.9,79,55
FDL16,12.85,0.169405699,Frozen Foods,46.1,146,102
DRF01,0,0.174232377,Soft Drinks,146.6,56,18
NCI17,8.645,0.144006886,Health and Hygiene,94.7,141,31
FDA26,0,0.129425145,Dairy,219.3,162,148
FDC32,0,0.098629062,Fruits and Vegetables,90.6,52,0
FDY33,0,0.170186628,Snack Foods,159,156,26
FDB03,17.75,0.157075658,Dairy,240.6,112,22
FDN25,0,0.107110465,Breakfast,55.6,183,46
FDG44,6.13,0.10234983,Fruits and Vegetables,55,151,11
FDS12,9.1,0.174827835,Baking Goods,127.2,64,4
FDI52,18.7,0.104591027,Frozen Foods,121.4,140,136
FDT36,11.68809968,0.110735739,Baking Goods,35.3,130,109
FDI02,15.7,0.114565093,Canned,112,195,81
FDA46,11.68809968,0.117065801,Snack Foods,196.1,199,124
FDR14,11.68809968,0.304737387,Dairy,54.7,110,62
FDJ36,14.5,0.214681063,Baking Goods,102.7,169,71
NCX05,15.2,0.097258937,Health and Hygiene,114.8,110,97
FDK09,15.2,0.153592956,Snack Foods,228,102,72
FDY57,20.2,0.121231308,Snack Foods,97.6,75,70
FDD51,11.68809968,0.119371835,Dairy,45.3,164,29
FDG33,5.365,0.14024028,Seafood,171.1,89,81
FDS04,10.195,0.146540889,Frozen Foods,141.8,137,15
FDU51,20.2,0.097059596,Meat,178.6,165,132
FDH40,11.6,0.132111921,Frozen Foods,82.2,185,156
FDA58,9.395,0.103731617,Snack Foods,237,70,46
FDG21,11.68809968,0.145591438,Seafood,148.7,92,21
FDC39,7.405,0.159062948,Dairy,208.9,70,56
FDC41,15.6,0.117574554,Frozen Foods,75.7,180,82
FDS04,10.195,0.146635206,Frozen Foods,139.1,80,34
NCC18,19.1,0.177545624,Household,172.4,76,59
FDY02,8.945,0.146701312,Dairy,262.3,122,69
FDV15,10.3,0.146999264,Meat,103.8,146,57
FDC34,16,0.173109453,Snack Foods,155.3,139,2
FDX10,6.385,0.124410284,Snack Foods,34.4,93,33
FDJ08,11.1,0.111122936,Fruits and Vegetables,189.3,92,44
FDN24,11.68809968,0.112718928,Baking Goods,54.3,80,49
DRK13,11.8,0.11507174,Soft Drinks,198.2,166,1
FDI52,18.7,0.10527024,Frozen Foods,122.9,125,14
FDB50,13,0.153930108,Canned,76.8,194,164
FDS13,6.465,0.124506117,Canned,264.8,192,142
FDQ47,7.155,0.168871496,Breads,34.4,83,59
FDB14,20.25,0.103142373,Canned,94.6,129,95
FDB41,19,0.097709541,Frozen Foods,48.7,53,20
NCA06,20.5,0.143283608,Household,37.9,121,63
FDC50,15.85,0.136774734,Canned,94.4,147,110
FDH60,0,0.141360118,Baking Goods,197.3,159,22
FDO24,11.1,0.294948897,Baking Goods,159.1,77,36
NCH07,0,0.162248011,Household,160.5,179,106
FDO32,6.36,0.120731024,Fruits and Vegetables,46.5,66,40
NCV18,6.775,0.105225964,Household,84.2,107,100
FDF35,15,0.154228739,Starchy Foods,107.4,176,56
DRM37,15.35,0.096943078,Soft Drinks,196.6,58,32
FDG44,6.13,0.102171627,Fruits and Vegetables,53.8,80,24
FDJ36,14.5,0.128235818,Baking Goods,104.1,137,109
NCD06,13,0.099242622,Household,46.3,111,36
FDD33,12.85,0.108412059,Fruits and Vegetables,233.3,68,39
FDZ12,9.17,0.102978817,Baking Goods,144.9,130,84
FDX37,16.2,0.105498192,Canned,101.5,156,45
FDE44,14.65,0.171355643,Fruits and Vegetables,47.7,104,59
FDO39,6.985,0.137926458,Meat,184.8,161,101
NCI31,0,0.142393355,Others,36.4,172,97
FDV28,16.1,0.159698192,Frozen Foods,32.1,114,18
FDV16,0,0.145200948,Frozen Foods,35.5,173,90
FDH33,12.85,0.121702394,Snack Foods,42.7,52,8
FDA46,13.6,0.117613212,Snack Foods,194.2,187,68
FDF32,16.35,0.113953562,Fruits and Vegetables,198.2,70,4
FDN24,11.68809968,0.198316649,Baking Goods,54.4,86,25
FDS44,12.65,0.156679617,Fruits and Vegetables,238.9,64,18
FDY33,14.5,0.09735225,Snack Foods,160.7,136,47
FDK16,11.68809968,0.114771298,Frozen Foods,93.9,169,111
FDC26,10.195,0.211539389,Canned,111,186,143
FDQ04,6.4,0.141860161,Frozen Foods,41.1,93,70
FDC11,20.5,0.142370445,Starchy Foods,90.6,88,17
FDQ39,14.8,0.13564792,Meat,190.9,182,148
FDU27,18.6,0.28701714,Meat,48.8,74,30
FDJ16,9.195,0.115353642,Frozen Foods,58.9,105,0
FDB22,11.68809968,0.110901004,Snack Foods,155.1,170,130
FDR52,11.68809968,0.133144259,Frozen Foods,190.9,139,24
FDU12,11.68809968,0.132630345,Baking Goods,263.9,113,7
FDY57,20.2,0.121254236,Snack Foods,94.6,138,61
DRM23,16.6,0.136286138,Hard Drinks,171.4,161,134
FDZ07,11.68809968,0.164391573,Fruits and Vegetables,62.8,125,6
FDT24,12.35,0.186236236,Baking Goods,78.7,186,135
FDA55,11.68809968,0.099780431,Fruits and Vegetables,225.2,187,18
DRM37,15.35,0.096379585,Soft Drinks,196.6,59,16
FDD14,20.7,0.170152831,Canned,182.6,111,10
FDE51,11.68809968,0.168901843,Dairy,43.4,139,110
FDE02,11.68809968,0.120663214,Canned,95.7,109,104
FDU27,18.6,0.172446822,Meat,47.1,196,176
FDS13,6.465,0.124758619,Canned,264.2,156,10
FDR36,6.715,0.121563385,Baking Goods,43.7,87,40
FDH47,13.5,0.21561193,Starchy Foods,98.6,183,113
FDQ36,7.855,0.161516894,Baking Goods,37.1,192,179
FDJ58,0,0.184359831,Snack Foods,172.7,96,65
FDD45,8.615,0.116484721,Fruits and Vegetables,94.1,182,91
FDO36,0,0.136417078,Baking Goods,179.8,127,96
NCQ43,0,0.194874778,Others,110.3,102,74
NCS53,0,0.157190017,Health and Hygiene,156.9,111,66
FDF10,15.5,0.156797787,Snack Foods,148.6,72,39
FDT44,16.6,0.103406065,Fruits and Vegetables,116.4,93,4
FDO28,0,0.126585095,Frozen Foods,122.4,101,84
FDX11,16,0.106752081,Baking Goods,181.5,95,21
FDB14,20.25,0.102932246,Canned,93.2,196,117
FDC46,17.7,0.116520447,Snack Foods,186,133,10
FDE51,5.925,0.097012989,Dairy,42.9,96,43
FDG32,0,0.17514326,Fruits and Vegetables,222.4,140,76
FDD47,7.6,0.142292265,Starchy Foods,171.3,101,60
FDE28,9.5,0.132521929,Frozen Foods,228.7,73,66
FDH33,12.85,0.121972274,Snack Foods,43.1,194,12
FDR07,0,0.136119549,Fruits and Vegetables,94.1,138,91
NCL06,14.65,0.120624771,Household,261.8,113,10
FDR37,16.5,0.110888167,Breakfast,181.6,168,138
FDR55,12.15,0.132621594,Fruits and Vegetables,190.2,113,84
DRG27,8.895,0.105110692,Dairy,41.1,135,84
NCH54,13.5,0.12163321,Household,161.7,105,6
DRH01,17.5,0.098102581,Soft Drinks,173,108,16
FDD14,20.7,0.170500183,Canned,184.1,182,47
FDG32,19.85,0.175849067,Fruits and Vegetables,222.1,174,141
FDE40,15.6,0.099704558,Dairy,63.1,96,62
NCE31,7.67,0.185596553,Household,35.7,170,96
FDS33,6.67,0.12367891,Snack Foods,89,151,74
FDL09,19.6,0.127929521,Snack Foods,167.5,93,76
DRJ25,14.6,0.150801606,Soft Drinks,48.8,64,64
FDT50,6.75,0.108458498,Dairy,97,154,136
FDS57,11.68809968,0.181114059,Snack Foods,141.6,100,76
FDM09,11.15,0.143831787,Snack Foods,170,102,36
FDV58,20.85,0.121438886,Snack Foods,196.1,83,29
FDS57,15.5,0.103356186,Snack Foods,142.8,173,168
FDC44,15.6,0.172946916,Fruits and Vegetables,114.2,126,44
FDN60,15.1,0.095140088,Baking Goods,160,185,46
FDE02,11.68809968,0.212293753,Canned,92.3,172,134
NCQ17,10.3,0.195721125,Health and Hygiene,156.5,119,13
FDW26,0,0.187443314,Dairy,220.5,70,47
FDR19,0,0.158947217,Fruits and Vegetables,145.5,157,133
FDD50,18.85,0.141615436,Canned,169,157,33
FDB22,8.02,0.111666665,Snack Foods,155.3,184,100
FDX19,19.1,0.097280981,Fruits and Vegetables,232.7,139,45
DRE27,11.85,0.132645493,Dairy,97,128,69
FDA13,0,0.137539574,Canned,38.9,91,7
FDN60,15.1,0.095545715,Baking Goods,157.4,200,23
FDV15,0,0.145464606,Meat,105.8,101,66
FDV04,7.825,0.149890395,Frozen Foods,159,151,3
FDK16,9.065,0.115307979,Frozen Foods,97,154,0
FDI56,7.325,0.156307983,Fruits and Vegetables,92.2,128,33
FDR44,6.11,0.102901425,Fruits and Vegetables,128.5,161,108
DRH23,14.65,0.170663661,Hard Drinks,56.5,153,8
FDI05,8.35,0.126869718,Frozen Foods,74.4,65,62
FDP11,0,0.120986139,Breads,216.1,145,9
FDR49,8.71,0.139795569,Canned,47.2,86,9
FDH41,11.68809968,0.143591586,Frozen Foods,213.6,195,177
NCC19,6.57,0.096799953,Household,192.4,197,43
