shelf_id,x,y,w,h,label,zone,aisle
CAH02,110.6,6.8,1.0,0.7,CAH02 (Canned),🥫 Pantry,11
CAH10,110.6,7.65,1.0,0.7,CAH10 (Canned),🥫 Pantry,11
CAH15,110.6,8.5,1.0,0.7,CAH15 (Canned),🥫 Pantry,11
CAH16,110.6,9.35,1.0,0.7,CAH16 (Canned),🥫 Pantry,11
CAH36,110.6,10.2,1.0,0.7,CAH36 (Canned),🥫 Pantry,11
CAH39,110.6,11.05,1.0,0.7,CAH39 (Canned),🥫 Pantry,11
CAH40,110.6,11.9,1.0,0.7,CAH40 (Canned),🥫 Pantry,11
CAH41,110.6,12.75,1.0,0.7,CAH41 (Canned),🥫 Pantry,11
CAH44,110.6,13.6,1.0,0.7,CAH44 (Canned),🥫 Pantry,11
CAH46,110.6,14.45,1.0,0.7,CAH46 (Canned),🥫 Pantry,11
CAH47,110.6,15.3,1.0,0.7,CAH47 (Canned),🥫 Pantry,11
CAH61,110.6,16.15,1.0,0.7,CAH61 (Canned),🥫 Pantry,11
CAH64,110.6,17.0,1.0,0.7,CAH64 (Canned),🥫 Pantry,11
CAH70,110.6,17.85,1.0,0.7,CAH70 (Canned),🥫 Pantry,11
CAH76,110.6,18.7,1.0,0.7,CAH76 (Canned),🥫 Pantry,11
CAH83,110.6,19.55,1.0,0.7,CAH83 (Canned),🥫 Pantry,11
CAH84,110.6,20.4,1.0,0.7,CAH84 (Canned),🥫 Pantry,11
CAI00,110.6,21.25,1.0,0.7,CAI00 (Canned),🥫 Pantry,11
CAI02,110.6,22.1,1.0,0.7,CAI02 (Canned),🥫 Pantry,11
CAI05,110.6,22.95,1.0,0.7,CAI05 (Canned),🥫 Pantry,11
CAI07,110.6,23.8,1.0,0.7,CAI07 (Canned),🥫 Pantry,11
CAI18,110.6,24.65,1.0,0.7,CAI18 (Canned),🥫 Pantry,11
CAI19,112.4,0.0,1.0,0.7,CAI19 (Canned),🥫 Pantry,12
CAI23,112.4,0.85,1.0,0.7,CAI23 (Canned),🥫 Pantry,12
CAI37,112.4,1.7,1.0,0.7,CAI37 (Canned),🥫 Pantry,12
CAI38,112.4,2.55,1.0,0.7,CAI38 (Canned),🥫 Pantry,12
CAI50,112.4,3.4,1.0,0.7,CAI50 (Canned),🥫 Pantry,12
CAI52,112.4,4.25,1.0,0.7,CAI52 (Canned),🥫 Pantry,12
CAI53,112.4,5.1,1.0,0.7,CAI53 (Canned),🥫 Pantry,12
CAI69,112.4,5.95,1.0,0.7,CAI69 (Canned),🥫 Pantry,12
CAI70,112.4,6.8,1.0,0.7,CAI70 (Canned),🥫 Pantry,12
CAI72,112.4,7.65,1.0,0.7,CAI72 (Canned),🥫 Pantry,12
CAI74,112.4,8.5,1.0,0.7,CAI74 (Canned),🥫 Pantry,12
CAI84,112.4,9.35,1.0,0.7,CAI84 (Canned),🥫 Pantry,12
CAI86,112.4,10.2,1.0,0.7,CAI86 (Canned),🥫 Pantry,12
CAI88,112.4,11.05,1.0,0.7,CAI88 (Canned),🥫 Pantry,12
CAI95,112.4,11.9,1.0,0.7,CAI95 (Canned),🥫 Pantry,12
CAI99,112.4,12.75,1.0,0.7,CAI99 (Canned),🥫 Pantry,12
CAJ00,112.4,13.6,1.0,0.7,CAJ00 (Canned),🥫 Pantry,12
CAJ13,112.4,14.45,1.0,0.7,CAJ13 (Canned),🥫 Pantry,12
CAJ14,112.4,15.3,1.0,0.7,CAJ14 (Canned),🥫 Pantry,12
CAJ16,112.4,16.15,1.0,0.7,CAJ16 (Canned),🥫 Pantry,12
CAJ20,112.4,17.0,1.0,0.7,CAJ20 (Canned),🥫 Pantry,12
CAJ23,112.4,17.85,1.0,0.7,CAJ23 (Canned),🥫 Pantry,12
CAJ24,112.4,18.7,1.0,0.7,CAJ24 (Canned),🥫 Pantry,12
CAJ38,112.4,19.55,1.0,0.7,CAJ38 (Canned),🥫 Pantry,12
CAJ47,112.4,20.4,1.0,0.7,CAJ47 (Canned),🥫 Pantry,12
CAJ49,112.4,21.25,1.0,0.7,CAJ49 (Canned),🥫 Pantry,12
CAJ53,112.4,22.1,1.0,0.7,CAJ53 (Canned),🥫 Pantry,12
CAJ55,112.4,22.95,1.0,0.7,CAJ55 (Canned),🥫 Pantry,12
CAJ57,112.4,23.8,1.0,0.7,CAJ57 (Canned),🥫 Pantry,12
CAJ61,112.4,24.65,1.0,0.7,CAJ61 (Canned),🥫 Pantry,12
CAJ71,114.2,0.0,1.0,0.7,CAJ71 (Canned),🥫 Pantry,13
CAJ72,114.2,0.85,1.0,0.7,CAJ72 (Canned),🥫 Pantry,13
CAJ79,114.2,1.7,1.0,0.7,CAJ79 (Canned),🥫 Pantry,13
CAJ80,114.2,2.55,1.0,0.7,CAJ80 (Canned),🥫 Pantry,13
CAJ87,114.2,3.4,1.0,0.7,CAJ87 (Canned),🥫 Pantry,13
CAJ88,114.2,4.25,1.0,0.7,CAJ88 (Canned),🥫 Pantry,13
CAJ91,114.2,5.1,1.0,0.7,CAJ91 (Canned),🥫 Pantry,13
CAK07,114.2,5.95,1.0,0.7,CAK07 (Canned),🥫 Pantry,13
CAK28,114.2,6.8,1.0,0.7,CAK28 (Canned),🥫 Pantry,13
CAK29,114.2,7.65,1.0,0.7,CAK29 (Canned),🥫 Pantry,13
CAK30,114.2,8.5,1.0,0.7,CAK30 (Canned),🥫 Pantry,13
CAK33,114.2,9.35,1.0,0.7,CAK33 (Canned),🥫 Pantry,13
CAK35,114.2,10.2,1.0,0.7,CAK35 (Canned),🥫 Pantry,13
CAK50,114.2,11.05,1.0,0.7,CAK50 (Canned),🥫 Pantry,13
CAK66,114.2,11.9,1.0,0.7,CAK66 (Canned),🥫 Pantry,13
CAK74,114.2,12.75,1.0,0.7,CAK74 (Canned),🥫 Pantry,13
CAK89,114.2,13.6,1.0,0.7,CAK89 (Canned),🥫 Pantry,13
CAK92,114.2,14.45,1.0,0.7,CAK92 (Canned),🥫 Pantry,13
CAK98,114.2,15.3,1.0,0.7,CAK98 (Canned),🥫 Pantry,13
CAL06,114.2,16.15,1.0,0.7,CAL06 (Canned),🥫 Pantry,13
CAL15,114.2,17.0,1.0,0.7,CAL15 (Canned),🥫 Pantry,13
CAL42,114.2,17.85,1.0,0.7,CAL42 (Canned),🥫 Pantry,13
CAL71,114.2,18.7,1.0,0.7,CAL71 (Canned),🥫 Pantry,13
CAL87,114.2,19.55,1.0,0.7,CAL87 (Canned),🥫 Pantry,13
CAL89,114.2,20.4,1.0,0.7,CAL89 (Canned),🥫 Pantry,13
CAM05,114.2,21.25,1.0,0.7,CAM05 (Canned),🥫 Pantry,13
CAM28,114.2,22.1,1.0,0.7,CAM28 (Canned),🥫 Pantry,13
CAM31,114.2,22.95,1.0,0.7,CAM31 (Canned),🥫 Pantry,13
CAM33,114.2,23.8,1.0,0.7,CAM33 (Canned),🥫 Pantry,13
CAM36,114.2,24.65,1.0,0.7,CAM36 (Canned),🥫 Pantry,13
CAM75,116.0,0.0,1.0,0.7,CAM75 (Canned),🥫 Pantry,14
CAM80,116.0,0.85,1.0,0.7,CAM80 (Canned),🥫 Pantry,14
CAM87,116.0,1.7,1.0,0.7,CAM87 (Canned),🥫 Pantry,14
CAM94,116.0,2.55,1.0,0.7,CAM94 (Canned),🥫 Pantry,14
CAN09,116.0,3.4,1.0,0.7,CAN09 (Canned),🥫 Pantry,14
CAN15,116.0,4.25,1.0,0.7,CAN15 (Canned),🥫 Pantry,14
CAN24,116.0,5.1,1.0,0.7,CAN24 (Canned),🥫 Pantry,14
CAN32,116.0,5.95,1.0,0.7,CAN32 (Canned),🥫 Pantry,14
CAN38,116.0,6.8,1.0,0.7,CAN38 (Canned),🥫 Pantry,14
CAN44,116.0,7.65,1.0,0.7,CAN44 (Canned),🥫 Pantry,14
CAN57,116.0,8.5,1.0,0.7,CAN57 (Canned),🥫 Pantry,14
CAN64,116.0,9.35,1.0,0.7,CAN64 (Canned),🥫 Pantry,14
CAN68,116.0,10.2,1.0,0.7,CAN68 (Canned),🥫 Pantry,14
CAN69,116.0,11.05,1.0,0.7,CAN69 (Canned),🥫 Pantry,14
CAN70,116.0,11.9,1.0,0.7,CAN70 (Canned),🥫 Pantry,14
CAN72,116.0,12.75,1.0,0.7,CAN72 (Canned),🥫 Pantry,14
CAN80,116.0,13.6,1.0,0.7,CAN80 (Canned),🥫 Pantry,14
CAN81,116.0,14.45,1.0,0.7,CAN81 (Canned),🥫 Pantry,14
CAN83,116.0,15.3,1.0,0.7,CAN83 (Canned),🥫 Pantry,14
CAN87,116.0,16.15,1.0,0.7,CAN87 (Canned),🥫 Pantry,14
CAO09,116.0,17.0,1.0,0.7,CAO09 (Canned),🥫 Pantry,14
CAO14,116.0,17.85,1.0,0.7,CAO14 (Canned),🥫 Pantry,14
CAO34,116.0,18.7,1.0,0.7,CAO34 (Canned),🥫 Pantry,14
CAO48,116.0,19.55,1.0,0.7,CAO48 (Canned),🥫 Pantry,14
CAO56,116.0,20.4,1.0,0.7,CAO56 (Canned),🥫 Pantry,14
CAO57,116.0,21.25,1.0,0.7,CAO57 (Canned),🥫 Pantry,14
CAO66,116.0,22.1,1.0,0.7,CAO66 (Canned),🥫 Pantry,14
CAO83,116.0,22.95,1.0,0.7,CAO83 (Canned),🥫 Pantry,14
CAP20,116.0,23.8,1.0,0.7,CAP20 (Canned),🥫 Pantry,14
CAP21,116.0,24.65,1.0,0.7,CAP21 (Canned),🥫 Pantry,14
CAP39,117.8,0.0,1.0,0.7,CAP39 (Canned),🥫 Pantry,15
CAP42,117.8,0.85,1.0,0.7,CAP42 (Canned),🥫 Pantry,15
CAP53,117.8,1.7,1.0,0.7,CAP53 (Canned),🥫 Pantry,15
CAP56,117.8,2.55,1.0,0.7,CAP56 (Canned),🥫 Pantry,15
CAP60,117.8,3.4,1.0,0.7,CAP60 (Canned),🥫 Pantry,15
CAP61,117.8,4.25,1.0,0.7,CAP61 (Canned),🥫 Pantry,15
CAP63,117.8,5.1,1.0,0.7,CAP63 (Canned),🥫 Pantry,15
CAP67,117.8,5.95,1.0,0.7,CAP67 (Canned),🥫 Pantry,15
CAP86,117.8,6.8,1.0,0.7,CAP86 (Canned),🥫 Pantry,15
CAQ02,117.8,7.65,1.0,0.7,CAQ02 (Canned),🥫 Pantry,15
CAQ06,117.8,8.5,1.0,0.7,CAQ06 (Canned),🥫 Pantry,15
CAQ16,117.8,9.35,1.0,0.7,CAQ16 (Canned),🥫 Pantry,15
CAQ34,117.8,10.2,1.0,0.7,CAQ34 (Canned),🥫 Pantry,15
CAQ37,117.8,11.05,1.0,0.7,CAQ37 (Canned),🥫 Pantry,15
CAQ39,117.8,11.9,1.0,0.7,CAQ39 (Canned),🥫 Pantry,15
CAQ51,117.8,12.75,1.0,0.7,CAQ51 (Canned),🥫 Pantry,15
CAQ54,117.8,13.6,1.0,0.7,CAQ54 (Canned),🥫 Pantry,15
CAQ56,117.8,14.45,1.0,0.7,CAQ56 (Canned),🥫 Pantry,15
CAQ60,117.8,15.3,1.0,0.7,CAQ60 (Canned),🥫 Pantry,15
CAQ96,117.8,16.15,1.0,0.7,CAQ96 (Canned),🥫 Pantry,15
CAR19,117.8,17.0,1.0,0.7,CAR19 (Canned),🥫 Pantry,15
CAR20,117.8,17.85,1.0,0.7,CAR20 (Canned),🥫 Pantry,15
CAR26,117.8,18.7,1.0,0.7,CAR26 (Canned),🥫 Pantry,15
CAR34,117.8,19.55,1.0,0.7,CAR34 (Canned),🥫 Pantry,15
CAR43,117.8,20.4,1.0,0.7,CAR43 (Canned),🥫 Pantry,15
CAR62,117.8,21.25,1.0,0.7,CAR62 (Canned),🥫 Pantry,15
CAR97,117.8,22.1,1.0,0.7,CAR97 (Canned),🥫 Pantry,15
CAS11,117.8,22.95,1.0,0.7,CAS11 (Canned),🥫 Pantry,15
CAS19,117.8,23.8,1.0,0.7,CAS19 (Canned),🥫 Pantry,15
CAS38,117.8,24.65,1.0,0.7,CAS38 (Canned),🥫 Pantry,15
CAS48,119.6,0.0,1.0,0.7,CAS48 (Canned),🥫 Pantry,16
CAS54,119.6,0.85,1.0,0.7,CAS54 (Canned),🥫 Pantry,16
CAS55,119.6,1.7,1.0,0.7,CAS55 (Canned),🥫 Pantry,16
CAS69,119.6,2.55,1.0,0.7,CAS69 (Canned),🥫 Pantry,16
CAS73,119.6,3.4,1.0,0.7,CAS73 (Canned),🥫 Pantry,16
CAS78,119.6,4.25,1.0,0.7,CAS78 (Canned),🥫 Pantry,16
CAS93,119.6,5.1,1.0,0.7,CAS93 (Canned),🥫 Pantry,16
CAT14,119.6,5.95,1.0,0.7,CAT14 (Canned),🥫 Pantry,16
CAT20,119.6,6.8,1.0,0.7,CAT20 (Canned),🥫 Pantry,16
CAT28,119.6,7.65,1.0,0.7,CAT28 (Canned),🥫 Pantry,16
CAT32,119.6,8.5,1.0,0.7,CAT32 (Canned),🥫 Pantry,16
CAT35,119.6,9.35,1.0,0.7,CAT35 (Canned),🥫 Pantry,16
CAT42,119.6,10.2,1.0,0.7,CAT42 (Canned),🥫 Pantry,16
CAT54,119.6,11.05,1.0,0.7,CAT54 (Canned),🥫 Pantry,16
CAT72,119.6,11.9,1.0,0.7,CAT72 (Canned),🥫 Pantry,16
CAT76,119.6,12.75,1.0,0.7,CAT76 (Canned),🥫 Pantry,16
CAT82,119.6,13.6,1.0,0.7,CAT82 (Canned),🥫 Pantry,16
CAT84,119.6,14.45,1.0,0.7,CAT84 (Canned),🥫 Pantry,16
CAT88,119.6,15.3,1.0,0.7,CAT88 (Canned),🥫 Pantry,16
CAU03,119.6,16.15,1.0,0.7,CAU03 (Canned),🥫 Pantry,16
CAU06,119.6,17.0,1.0,0.7,CAU06 (Canned),🥫 Pantry,16
CAU08,119.6,17.85,1.0,0.7,CAU08 (Canned),🥫 Pantry,16
CAU09,119.6,18.7,1.0,0.7,CAU09 (Canned),🥫 Pantry,16
CAU19,119.6,19.55,1.0,0.7,CAU19 (Canned),🥫 Pantry,16
CAU23,119.6,20.4,1.0,0.7,CAU23 (Canned),🥫 Pantry,16
CAU26,119.6,21.25,1.0,0.7,CAU26 (Canned),🥫 Pantry,16
CAU83,119.6,22.1,1.0,0.7,CAU83 (Canned),🥫 Pantry,16
CAV01,119.6,22.95,1.0,0.7,CAV01 (Canned),🥫 Pantry,16
CAV30,119.6,23.8,1.0,0.7,CAV30 (Canned),🥫 Pantry,16
CAV31,119.6,24.65,1.0,0.7,CAV31 (Canned),🥫 Pantry,16
CAV36,121.4,0.0,1.0,0.7,CAV36 (Canned),🥫 Pantry,17
CAV37,121.4,0.85,1.0,0.7,CAV37 (Canned),🥫 Pantry,17
CAV53,121.4,1.7,1.0,0.7,CAV53 (Canned),🥫 Pantry,17
CAV57,121.4,2.55,1.0,0.7,CAV57 (Canned),🥫 Pantry,17
CAV69,121.4,3.4,1.0,0.7,CAV69 (Canned),🥫 Pantry,17
CAV72,121.4,4.25,1.0,0.7,CAV72 (Canned),🥫 Pantry,17
CAV85,121.4,5.1,1.0,0.7,CAV85 (Canned),🥫 Pantry,17
CAV93,121.4,5.95,1.0,0.7,CAV93 (Canned),🥫 Pantry,17
CAV99,121.4,6.8,1.0,0.7,CAV99 (Canned),🥫 Pantry,17
CAW02,121.4,7.65,1.0,0.7,CAW02 (Canned),🥫 Pantry,17
CAW07,121.4,8.5,1.0,0.7,CAW07 (Canned),🥫 Pantry,17
CAW08,121.4,9.35,1.0,0.7,CAW08 (Canned),🥫 Pantry,17
CAW14,121.4,10.2,1.0,0.7,CAW14 (Canned),🥫 Pantry,17
CAW17,121.4,11.05,1.0,0.7,CAW17 (Canned),🥫 Pantry,17
CAW21,121.4,11.9,1.0,0.7,CAW21 (Canned),🥫 Pantry,17
CAW23,121.4,12.75,1.0,0.7,CAW23 (Canned),🥫 Pantry,17
CAW41,121.4,13.6,1.0,0.7,CAW41 (Canned),🥫 Pantry,17
CAW43,121.4,14.45,1.0,0.7,CAW43 (Canned),🥫 Pantry,17
CAW45,121.4,15.3,1.0,0.7,CAW45 (Canned),🥫 Pantry,17
CAW57,121.4,16.15,1.0,0.7,CAW57 (Canned),🥫 Pantry,17
CAW82,121.4,17.0,1.0,0.7,CAW82 (Canned),🥫 Pantry,17
CAW90,121.4,17.85,1.0,0.7,CAW90 (Canned),🥫 Pantry,17
CAW96,121.4,18.7,1.0,0.7,CAW96 (Canned),🥫 Pantry,17
CAX29,121.4,19.55,1.0,0.7,CAX29 (Canned),🥫 Pantry,17
CAX40,121.4,20.4,1.0,0.7,CAX40 (Canned),🥫 Pantry,17
CAX45,121.4,21.25,1.0,0.7,CAX45 (Canned),🥫 Pantry,17
CAX56,121.4,22.1,1.0,0.7,CAX56 (Canned),🥫 Pantry,17
CAX67,121.4,22.95,1.0,0.7,CAX67 (Canned),🥫 Pantry,17
CAX68,121.4,23.8,1.0,0.7,CAX68 (Canned),🥫 Pantry,17
CAX79,121.4,24.65,1.0,0.7,CAX79 (Canned),🥫 Pantry,17
CAX81,123.2,0.0,1.0,0.7,CAX81 (Canned),🥫 Pantry,18
CAX93,123.2,0.85,1.0,0.7,CAX93 (Canned),🥫 Pantry,18
CAX96,123.2,1.7,1.0,0.7,CAX96 (Canned),🥫 Pantry,18
CAX98,123.2,2.55,1.0,0.7,CAX98 (Canned),🥫 Pantry,18
CAY25,123.2,3.4,1.0,0.7,CAY25 (Canned),🥫 Pantry,18
CAY32,123.2,4.25,1.0,0.7,CAY32 (Canned),🥫 Pantry,18
CAY34,123.2,5.1,1.0,0.7,CAY34 (Canned),🥫 Pantry,18
CAY49,123.2,5.95,1.0,0.7,CAY49 (Canned),🥫 Pantry,18
CAY50,123.2,6.8,1.0,0.7,CAY50 (Canned),🥫 Pantry,18
CAY55,123.2,7.65,1.0,0.7,CAY55 (Canned),🥫 Pantry,18
CAY59,123.2,8.5,1.0,0.7,CAY59 (Canned),🥫 Pantry,18
CAY80,123.2,9.35,1.0,0.7,CAY80 (Canned),🥫 Pantry,18
CAY82,123.2,10.2,1.0,0.7,CAY82 (Canned),🥫 Pantry,18
CAY87,123.2,11.05,1.0,0.7,CAY87 (Canned),🥫 Pantry,18
CAZ03,123.2,11.9,1.0,0.7,CAZ03 (Canned),🥫 Pantry,18
CAZ06,123.2,12.75,1.0,0.7,CAZ06 (Canned),🥫 Pantry,18
CAZ25,123.2,13.6,1.0,0.7,CAZ25 (Canned),🥫 Pantry,18
CAZ33,123.2,14.45,1.0,0.7,CAZ33 (Canned),🥫 Pantry,18
CAZ34,123.2,15.3,1.0,0.7,CAZ34 (Canned),🥫 Pantry,18
CAZ39,123.2,16.15,1.0,0.7,CAZ39 (Canned),🥫 Pantry,18
CAZ43,123.2,17.0,1.0,0.7,CAZ43 (Canned),🥫 Pantry,18
CAZ51,123.2,17.85,1.0,0.7,CAZ51 (Canned),🥫 Pantry,18
CAZ56,123.2,18.7,1.0,0.7,CAZ56 (Canned),🥫 Pantry,18
CAZ79,123.2,19.55,1.0,0.7,CAZ79 (Canned),🥫 Pantry,18
CAZ86,123.2,20.4,1.0,0.7,CAZ86 (Canned),🥫 Pantry,18
CAZ87,123.2,21.25,1.0,0.7,CAZ87 (Canned),🥫 Pantry,18
CAZ97,123.2,22.1,1.0,0.7,CAZ97 (Canned),🥫 Pantry,18
SCA14,123.2,22.95,1.0,0.7,SCA14 (Spices and Condiments),🥫 Pantry,18
SCA45,123.2,23.8,1.0,0.7,SCA45 (Spices and Condiments),🥫 Pantry,18
SCB26,123.2,24.65,1.0,0.7,SCB26 (Spices and Condiments),🥫 Pantry,18
SCB84,125.0,0.0,1.0,0.7,SCB84 (Spices and Condiments),🥫 Pantry,19
SCB85,125.0,0.85,1.0,0.7,SCB85 (Spices and Condiments),🥫 Pantry,19
SCC14,125.0,1.7,1.0,0.7,SCC14 (Spices and Condiments),🥫 Pantry,19
SCC69,125.0,2.55,1.0,0.7,SCC69 (Spices and Condiments),🥫 Pantry,19
SCC83,125.0,3.4,1.0,0.7,SCC83 (Spices and Condiments),🥫 Pantry,19
SCC90,125.0,4.25,1.0,0.7,SCC90 (Spices and Condiments),🥫 Pantry,19
SCD53,125.0,5.1,1.0,0.7,SCD53 (Spices and Condiments),🥫 Pantry,19
SCD66,125.0,5.95,1.0,0.7,SCD66 (Spices and Condiments),🥫 Pantry,19
SCE03,125.0,6.8,1.0,0.7,SCE03 (Spices and Condiments),🥫 Pantry,19
SCE30,125.0,7.65,1.0,0.7,SCE30 (Spices and Condiments),🥫 Pantry,19
SCE92,125.0,8.5,1.0,0.7,SCE92 (Spices and Condiments),🥫 Pantry,19
SCE94,125.0,9.35,1.0,0.7,SCE94 (Spices and Condiments),🥫 Pantry,19
SCF98,125.0,10.2,1.0,0.7,SCF98 (Spices and Condiments),🥫 Pantry,19
SCG24,125.0,11.05,1.0,0.7,SCG24 (Spices and Condiments),🥫 Pantry,19
SCG31,125.0,11.9,1.0,0.7,SCG31 (Spices and Condiments),🥫 Pantry,19
SCG57,125.0,12.75,1.0,0.7,SCG57 (Spices and Condiments),🥫 Pantry,19
SCG87,125.0,13.6,1.0,0.7,SCG87 (Spices and Condiments),🥫 Pantry,19
SCH10,125.0,14.45,1.0,0.7,SCH10 (Spices and Condiments),🥫 Pantry,19
SCH16,125.0,15.3,1.0,0.7,SCH16 (Spices and Condiments),🥫 Pantry,19
SCH28,125.0,16.15,1.0,0.7,SCH28 (Spices and Condiments),🥫 Pantry,19
SCH33,125.0,17.0,1.0,0.7,SCH33 (Spices and Condiments),🥫 Pantry,19
SCH35,125.0,17.85,1.0,0.7,SCH35 (Spices and Condiments),🥫 Pantry,19
SCH50,125.0,18.7,1.0,0.7,SCH50 (Spices and Condiments),🥫 Pantry,19
SCH59,125.0,19.55,1.0,0.7,SCH59 (Spices and Condiments),🥫 Pantry,19
SCH79,125.0,20.4,1.0,0.7,SCH79 (Spices and Condiments),🥫 Pantry,19
SCI31,125.0,21.25,1.0,0.7,SCI31 (Spices and Condiments),🥫 Pantry,19
SCI52,125.0,22.1,1.0,0.7,SCI52 (Spices and Condiments),🥫 Pantry,19
SCI53,125.0,22.95,1.0,0.7,SCI53 (Spices and Condiments),🥫 Pantry,19
SCI84,125.0,23.8,1.0,0.7,SCI84 (Spices and Condiments),🥫 Pantry,19
SCJ80,125.0,24.65,1.0,0.7,SCJ80 (Spices and Condiments),🥫 Pantry,19
SCJ84,126.8,0.0,1.0,0.7,SCJ84 (Spices and Condiments),🥫 Pantry,20
SCK20,126.8,0.85,1.0,0.7,SCK20 (Spices and Condiments),🥫 Pantry,20
SCK47,126.8,1.7,1.0,0.7,SCK47 (Spices and Condiments),🥫 Pantry,20
SCK79,126.8,2.55,1.0,0.7,SCK79 (Spices and Condiments),🥫 Pantry,20
SCL21,126.8,3.4,1.0,0.7,SCL21 (Spices and Condiments),🥫 Pantry,20
SCL80,126.8,4.25,1.0,0.7,SCL80 (Spices and Condiments),🥫 Pantry,20
SCL81,126.8,5.1,1.0,0.7,SCL81 (Spices and Condiments),🥫 Pantry,20
SCM35,126.8,5.95,1.0,0.7,SCM35 (Spices and Condiments),🥫 Pantry,20
SCM39,126.8,6.8,1.0,0.7,SCM39 (Spices and Condiments),🥫 Pantry,20
SCM67,126.8,7.65,1.0,0.7,SCM67 (Spices and Condiments),🥫 Pantry,20
SCN17,126.8,8.5,1.0,0.7,SCN17 (Spices and Condiments),🥫 Pantry,20
SCN32,126.8,9.35,1.0,0.7,SCN32 (Spices and Condiments),🥫 Pantry,20
SCN35,126.8,10.2,1.0,0.7,SCN35 (Spices and Condiments),🥫 Pantry,20
SCN75,126.8,11.05,1.0,0.7,SCN75 (Spices and Condiments),🥫 Pantry,20
SCO30,126.8,11.9,1.0,0.7,SCO30 (Spices and Condiments),🥫 Pantry,20
SCO79,126.8,12.75,1.0,0.7,SCO79 (Spices and Condiments),🥫 Pantry,20
SCP08,126.8,13.6,1.0,0.7,SCP08 (Spices and Condiments),🥫 Pantry,20
SCP32,126.8,14.45,1.0,0.7,SCP32 (Spices and Condiments),🥫 Pantry,20
SCP51,126.8,15.3,1.0,0.7,SCP51 (Spices and Condiments),🥫 Pantry,20
SCP90,126.8,16.15,1.0,0.7,SCP90 (Spices and Condiments),🥫 Pantry,20
SCR19,126.8,17.0,1.0,0.7,SCR19 (Spices and Condiments),🥫 Pantry,20
SCR46,126.8,17.85,1.0,0.7,SCR46 (Spices and Condiments),🥫 Pantry,20
SCR93,126.8,18.7,1.0,0.7,SCR93 (Spices and Condiments),🥫 Pantry,20
SCS03,126.8,19.55,1.0,0.7,SCS03 (Spices and Condiments),🥫 Pantry,20
SCS08,126.8,20.4,1.0,0.7,SCS08 (Spices and Condiments),🥫 Pantry,20
SCS28,126.8,21.25,1.0,0.7,SCS28 (Spices and Condiments),🥫 Pantry,20
SCS59,126.8,22.1,1.0,0.7,SCS59 (Spices and Condiments),🥫 Pantry,20
SCT21,126.8,22.95,1.0,0.7,SCT21 (Spices and Condiments),🥫 Pantry,20
SCT44,126.8,23.8,1.0,0.7,SCT44 (Spices and Condiments),🥫 Pantry,20
SCT62,126.8,24.65,1.0,0.7,SCT62 (Spices and Condiments),🥫 Pantry,20
SCT79,128.6,0.0,1.0,0.7,SCT79 (Spices and Condiments),🥫 Pantry,21
SCU58,128.6,0.85,1.0,0.7,SCU58 (Spices and Condiments),🥫 Pantry,21
SCU65,128.6,1.7,1.0,0.7,SCU65 (Spices and Condiments),🥫 Pantry,21
SCU72,128.6,2.55,1.0,0.7,SCU72 (Spices and Condiments),🥫 Pantry,21
SCU73,128.6,3.4,1.0,0.7,SCU73 (Spices and Condiments),🥫 Pantry,21
SCU91,128.6,4.25,1.0,0.7,SCU91 (Spices and Condiments),🥫 Pantry,21
SCU98,128.6,5.1,1.0,0.7,SCU98 (Spices and Condiments),🥫 Pantry,21
SCV08,128.6,5.95,1.0,0.7,SCV08 (Spices and Condiments),🥫 Pantry,21
SCV18,128.6,6.8,1.0,0.7,SCV18 (Spices and Condiments),🥫 Pantry,21
SCV48,128.6,7.65,1.0,0.7,SCV48 (Spices and Condiments),🥫 Pantry,21
SCV57,128.6,8.5,1.0,0.7,SCV57 (Spices and Condiments),🥫 Pantry,21
SCV80,128.6,9.35,1.0,0.7,SCV80 (Spices and Condiments),🥫 Pantry,21
SCV90,128.6,10.2,1.0,0.7,SCV90 (Spices and Condiments),🥫 Pantry,21
SCW23,128.6,11.05,1.0,0.7,SCW23 (Spices and Condiments),🥫 Pantry,21
SCW91,128.6,11.9,1.0,0.7,SCW91 (Spices and Condiments),🥫 Pantry,21
SCX35,128.6,12.75,1.0,0.7,SCX35 (Spices and Condiments),🥫 Pantry,21
SCX68,128.6,13.6,1.0,0.7,SCX68 (Spices and Condiments),🥫 Pantry,21
SCX92,128.6,14.45,1.0,0.7,SCX92 (Spices and Condiments),🥫 Pantry,21
SCY11,128.6,15.3,1.0,0.7,SCY11 (Spices and Condiments),🥫 Pantry,21
SCZ36,128.6,16.15,1.0,0.7,SCZ36 (Spices and Condiments),🥫 Pantry,21
SCZ42,128.6,17.0,1.0,0.7,SCZ42 (Spices and Condiments),🥫 Pantry,21
SCZ67,128.6,17.85,1.0,0.7,SCZ67 (Spices and Condiments),🥫 Pantry,21
SCZ72,128.6,18.7,1.0,0.7,SCZ72 (Spices and Condiments),🥫 Pantry,21
SCZ74,128.6,19.55,1.0,0.7,SCZ74 (Spices and Condiments),🥫 Pantry,21
SFA00,132.4,0.0,1.0,0.7,SFA00 (Snack Foods),🍫 Snacks & Sweets,1
SFA07,132.4,0.85,1.0,0.7,SFA07 (Snack Foods),🍫 Snacks & Sweets,1
SFA42,132.4,1.7,1.0,0.7,SFA42 (Snack Foods),🍫 Snacks & Sweets,1
