Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,initial_stock,current_stock
FDR32,6.78,0.085981978,Fruits and Vegetables,228.5,1962,1583
FDS43,11.68809968,0.040318693,Fruits and Vegetables,186.2,1818,77
FDH50,15.0,0.161762835,Canned,185.9,718,541
FDZ09,17.6,0.104878967,Snack Foods,164.9,1168,647
FDS19,13.8,0.107469819,Fruits and Vegetables,77.8,729,139
NCU30,5.11,0.034868095,Household,163.8,519,281
FDI27,8.71,0.046079575,Dairy,43.6,1052,439
FDQ09,7.235,0.058083831,Snack Foods,113.7,1449,269
FDB35,12.3,0.064618976,Starchy Foods,89.9,647,133
DRD12,6.96,0.077178965,Soft Drinks,93.1,1631,745
FDW07,18.0,0.142910689,Fruits and Vegetables,89.7,902,639
DRE13,6.28,0.027682047,Soft Drinks,85.5,1095,103
FDR11,10.5,0.142511272,Breads,158.8,866,765
DRG36,14.15,0.09557165,Soft Drinks,171.0,1937,94
DRD37,9.8,0.02316823,Soft Drinks,47.5,1832,728
FDX03,15.85,0.061045133,Meat,44.8,1301,479
FDU46,10.3,0.011148865,Snack Foods,84.9,1417,779
FDV03,17.6,0.058091269,Meat,156.2,1657,1264
FDZ37,11.68809968,0.019672774,Canned,86.4,1806,12
FDI24,10.3,0.078678276,Baking Goods,177.0,572,146
FDX33,9.195,0.117667492,Snack Foods,159.6,980,939
FDG47,12.8,0.069902438,Starchy Foods,261.3,1875,1775
FDZ57,10.0,0.037757166,Snack Foods,126.8,1059,600
FDT04,17.25,0.107021498,Frozen Foods,40.6,1849,94
FDO49,11.68809968,0.032892112,Breakfast,49.3,1244,292
NCB43,20.2,0.100477461,Household,187.8,1966,24
NCL53,7.5,0.036228067,Health and Hygiene,175.2,599,271
FDM01,7.895,0.094488485,Breakfast,100.7,1582,1528
FDO12,15.75,0.055154296,Baking Goods,195.5,1007,165
FDO13,11.68809968,0.106907604,Breakfast,162.9,757,86
FDI04,13.65,0.073060301,Frozen Foods,196.2,912,653
NCK05,20.1,0.077439606,Health and Hygiene,60.7,1975,1669
FDP28,13.65,0.080968973,Frozen Foods,259.8,1588,984
FDJ44,12.3,0.106492562,Fruits and Vegetables,176.3,1094,637
FDS25,11.68809968,0.139330557,Canned,109.5,1677,490
FDC02,21.35,0.068822477,Canned,258.3,765,140
FDT23,7.72,0.074669288,Breads,76.4,1320,1126
NCD31,12.1,0.025834128,Household,165.2,1602,1249
FDV19,14.85,0.035227697,Fruits and Vegetables,159.6,1838,574
NCQ30,11.68809968,0.050901814,Household,120.5,1161,293
NCD18,16.0,0.072965144,Household,231.4,1446,895
FDL10,8.395,0.039492207,Snack Foods,97.3,1059,39
FDX20,7.365,0.042552205,Fruits and Vegetables,225.2,1416,775
FDM32,20.5,0.020587886,Fruits and Vegetables,89.6,1390,519
FDR09,18.25,0.130095044,Snack Foods,257.3,1771,1639
FDL34,11.68809968,0.040747616,Snack Foods,140.2,1367,545
NCK42,7.475,0.013146636,Household,214.5,1109,235
FDU23,12.15,0.02176755,Breads,164.6,913,462
DRI01,7.97,0.0,Soft Drinks,172.0,524,227
FDG16,15.25,0.08995645,Frozen Foods,217.1,783,699
FDY56,16.35,0.062665642,Fruits and Vegetables,225.6,1972,1848
FDO24,11.1,0.176182345,Baking Goods,158.2,1380,482
NCV29,11.8,0.022843501,Health and Hygiene,177.9,800,429
FDQ48,14.3,0.034411238,Baking Goods,98.7,1591,1045
FDU15,13.65,0.0,Meat,36.7,1530,342
FDS47,16.75,0.128861359,Breads,86.3,1316,1063
FDO50,16.25,0.078290271,Canned,93.2,1660,1196
FDW48,18.0,0.008539208,Baking Goods,81.3,1687,1462
FDV20,20.2,0.100095288,Fruits and Vegetables,125.3,582,178
FDW47,15.0,0.046447328,Breads,121.5,1943,1621
FDA07,11.68809968,0.030794774,Fruits and Vegetables,122.9,1596,132
FDZ16,11.68809968,0.159081735,Frozen Foods,193.5,1760,350
FDN09,11.68809968,0.034705807,Snack Foods,241.7,545,524
FDB50,13.0,0.154487495,Canned,77.3,1117,505
NCL06,14.65,0.072178679,Household,263.0,1427,83
DRG03,11.68809968,0.061686402,Dairy,154.0,761,463
DRM59,5.88,0.003599378,Hard Drinks,152.3,675,342
FDU25,12.35,0.026832182,Canned,57.3,1689,1303
NCU42,9.0,0.019616991,Household,169.6,1156,865
FDH21,10.395,0.05226427,Seafood,158.5,1341,1286
DRO47,10.195,0.112203445,Hard Drinks,111.8,869,165
FDC44,11.68809968,0.171761077,Fruits and Vegetables,115.8,553,292
NCL29,9.695,0.114170506,Health and Hygiene,159.0,1189,597
FDL48,19.35,0.082266419,Baking Goods,48.8,1942,644
FDJ21,16.7,0.038685176,Snack Foods,146.6,1864,447
FDT40,5.985,0.095795326,Frozen Foods,128.5,1650,689
NCD43,8.85,0.026814124,Household,103.8,1932,1001
FDM28,15.7,0.045203854,Frozen Foods,180.3,866,854
FDR35,12.5,0.020697723,Breads,198.9,1794,501
NCP17,19.35,0.027827268,Health and Hygiene,65.6,1143,763
FDT23,7.72,0.074883035,Breads,79.9,878,526
FDX15,17.2,0.156298858,Meat,162.2,572,378
NCU42,11.68809968,0.019412192,Household,166.5,1414,1224
FDV23,11.68809968,0.105324246,Breads,125.7,1771,1642
FDY34,11.68809968,0.019227816,Snack Foods,164.0,1359,249
FDE16,8.895,0.044093978,Frozen Foods,208.4,542,408
FDV60,20.2,0.117599259,Baking Goods,195.3,876,600
FDQ44,20.5,0.036140297,Fruits and Vegetables,139.6,1564,124
FDZ09,17.6,0.104791689,Snack Foods,165.3,669,112
FDW36,11.15,0.057021156,Baking Goods,106.9,711,136
NCZ30,11.68809968,0.026058181,Household,121.9,538,495
FDL09,19.6,0.12829573,Snack Foods,167.3,868,677
FDE05,10.895,0.03263762,Frozen Foods,147.7,1256,149
DRO35,13.85,0.034765901,Hard Drinks,114.2,650,342
FDN60,15.1,0.095696334,Baking Goods,159.8,1634,579
NCZ29,15.0,0.071371458,Health and Hygiene,125.2,1959,1756
FDX08,12.85,0.022696131,Fruits and Vegetables,179.9,1570,782
FDZ16,16.85,0.267565911,Frozen Foods,194.1,1523,320
DRL37,15.5,0.053327763,Soft Drinks,44.5,1236,821
FDL21,15.85,0.007145063,Snack Foods,41.0,1889,1884
FDW10,21.2,0.071076055,Snack Foods,174.8,568,531
FDB53,13.35,0.139426044,Frozen Foods,148.3,798,288
DRM49,6.11,0.151925271,Soft Drinks,46.6,1443,491
NCD06,13.0,0.099479703,Household,44.9,1301,611
FDN10,11.68809968,0.045900448,Snack Foods,118.9,795,251
FDS13,11.68809968,0.21799414,Canned,266.6,702,76
FDH38,6.425,0.010454459,Canned,115.7,560,391
FDY21,11.68809968,0.172641213,Snack Foods,195.1,1445,1435
FDT60,12.0,0.075701524,Baking Goods,124.6,1462,172
DRZ24,7.535,0.081914677,Soft Drinks,120.3,1837,874
FDW56,7.68,0.071010513,Fruits and Vegetables,190.9,1684,200
FDG57,14.7,0.072444983,Fruits and Vegetables,48.6,830,216
FDY14,10.3,0.069981909,Dairy,263.0,837,375
FDS19,13.8,0.06457046,Fruits and Vegetables,76.2,1827,1743
FDX01,10.1,0.024159767,Canned,114.7,1861,1609
FDV32,7.785,0.089210159,Fruits and Vegetables,64.3,1138,10
DRI39,13.8,0.097611115,Dairy,54.9,774,767
NCU05,11.8,0.058975504,Health and Hygiene,81.8,1687,1035
NCA29,10.5,0.027430696,Household,171.1,1966,891
FDO10,11.68809968,0.0,Snack Foods,58.8,818,589
DRL47,19.7,0.038815341,Hard Drinks,124.2,1088,434
FDA50,11.68809968,0.152632413,Dairy,98.4,1003,683
FDU23,11.68809968,0.021618297,Breads,167.1,886,607
FDR27,15.1,0.096491904,Meat,134.5,1369,817
DRH36,16.2,0.033568871,Soft Drinks,75.0,1332,1296
FDZ51,11.3,0.054507422,Meat,96.3,1514,930
FDQ40,11.68809968,0.063079544,Frozen Foods,175.8,1102,690
FDB17,11.68809968,0.064208126,Frozen Foods,180.2,1190,1155
FDQ16,19.7,0.041974489,Frozen Foods,108.7,993,854
FDG09,20.6,0.048207431,Fruits and Vegetables,188.1,989,923
DRI59,9.5,0.041065647,Hard Drinks,223.5,1220,783
FDH47,13.5,0.128709014,Starchy Foods,96.1,1596,318
FDA21,13.65,0.03596071,Snack Foods,186.4,1008,843
NCO05,7.27,0.046520703,Health and Hygiene,97.7,889,852
NCL31,11.68809968,0.210596485,Others,144.7,794,620
NCH42,6.86,0.03674399,Household,231.2,1892,784
FDG57,14.7,0.072238195,Fruits and Vegetables,47.5,1295,1191
NCQ50,11.68809968,0.034141213,Household,211.9,1364,396
FDK24,9.195,0.101500374,Baking Goods,45.3,1048,459
DRG39,14.15,0.042246575,Dairy,54.3,1148,60
FDX46,12.3,0.058105769,Snack Foods,60.5,1067,368
FDY01,11.8,0.170141787,Canned,116.8,1710,1144
FDJ40,13.6,0.049579883,Frozen Foods,110.1,1352,718
FDS01,11.6,0.0,Canned,178.3,1269,545
FDJ09,15.0,0.058725134,Snack Foods,43.7,944,581
FDT49,7.0,0.0,Canned,105.6,862,16
FDW50,13.1,0.075695552,Dairy,168.4,622,495
FDV39,11.3,0.007321067,Meat,197.7,1711,496
FDY36,12.3,0.009463757,Baking Goods,73.8,1241,504
NCE18,10.0,0.021407511,Household,248.2,1179,968
FDB05,11.68809968,0.145669556,Frozen Foods,247.3,919,314
FDK14,6.98,0.041273236,Canned,82.5,1775,1092
FDP10,19.0,0.128090139,Snack Foods,107.1,1858,1750
FDC45,17.0,0.135707553,Fruits and Vegetables,172.5,591,160
FDS48,15.15,0.027774002,Baking Goods,152.4,562,144
FDX04,11.68809968,0.07278643,Frozen Foods,49.4,1011,568
FDQ20,0.0,0.029640604,Fruits and Vegetables,40.8,1662,1618
FDU13,8.355,0.187939003,Canned,146.9,1708,992
NCR53,12.15,0.14492016,Health and Hygiene,224.4,1728,1408
FDN49,17.25,0.125419157,Breakfast,40.0,1271,268
FDR31,6.46,0.049121972,Fruits and Vegetables,144.6,1737,1477
DRI03,0.0,0.0,Dairy,175.3,755,698
FDL58,5.78,0.074149074,Snack Foods,262.3,634,517
NCJ05,18.7,0.04604992,Health and Hygiene,152.0,1374,864
FDS10,19.2,0.035384612,Snack Foods,180.3,1321,349
FDK34,0.0,0.038340116,Snack Foods,240.2,587,109
FDW48,0.0,0.0,Baking Goods,81.9,1487,406
FDE08,0.0,0.049080853,Fruits and Vegetables,147.8,1730,649
NCH06,0.0,0.076183667,Household,245.6,1652,50
FDV08,7.35,0.028711412,Fruits and Vegetables,39.9,1322,1110
FDQ15,20.35,0.0,Meat,81.6,1526,1091
FDL56,0.0,0.12517151,Fruits and Vegetables,88.9,1473,595
DRC12,17.85,0.037826873,Soft Drinks,189.7,1433,978
FDX49,4.615,0.101747034,Canned,231.3,620,41
FDJ09,15.0,0.0,Snack Foods,47.3,1908,730
FDN23,0.0,0.075142108,Breads,145.8,1561,56
DRD01,12.1,0.061424738,Soft Drinks,56.8,1864,737
FDS43,11.65,0.040597054,Fruits and Vegetables,187.3,1507,195
FDY48,0.0,0.041556697,Baking Goods,104.4,1424,1085
FDU12,15.5,0.126791761,Baking Goods,262.2,1144,111
FDX33,9.195,0.117484834,Snack Foods,158.6,1213,764
FDH45,15.1,0.106097275,Fruits and Vegetables,43.3,1359,710
FDJ10,5.095,0.129395895,Snack Foods,140.4,520,177
FDX32,15.1,0.100265027,Fruits and Vegetables,142.6,741,25
DRG51,12.1,0.011557563,Dairy,165.4,954,409
NCB31,6.235,0.119157788,Household,263.8,1462,757
FDW47,15.0,0.077622622,Breads,121.8,1120,530
FDT20,0.0,0.041194986,Fruits and Vegetables,39.1,802,776
FDI34,10.65,0.085135953,Snack Foods,232.4,1302,1129
FDH56,9.8,0.106816919,Fruits and Vegetables,114.2,1463,748
DRJ47,18.25,0.04421348,Hard Drinks,173.4,568,463
FDP04,0.0,0.013745883,Frozen Foods,62.0,1652,245
NCZ06,19.6,0.094308058,Household,251.9,695,80
FDY37,17.0,0.026622757,Canned,144.2,639,395
FDO46,9.6,0.014234595,Snack Foods,190.3,1967,521
FDI10,8.51,0.078526225,Snack Foods,173.5,782,735
NCT42,5.88,0.0249887,Household,150.3,811,263
FDE29,8.905,0.143712172,Frozen Foods,60.3,1245,789
FDQ11,0.0,0.067373081,Breads,258.9,776,273
FDS20,8.85,0.053822086,Fruits and Vegetables,183.8,560,171
FDR26,20.7,0.043011277,Dairy,177.2,1842,264
NCH43,0.0,0.123557061,Household,216.6,551,25
FDO25,6.3,0.127968205,Canned,209.6,652,468
FDB40,17.5,0.007570599,Dairy,144.6,1834,475
FDB14,0.0,0.0,Canned,92.3,1043,355
FDW23,5.765,0.081996785,Baking Goods,40.1,1066,1049
FDZ23,17.75,0.067777778,Baking Goods,186.9,1912,33
FDX35,5.035,0.080362549,Breads,229.0,1121,263
FDX24,8.355,0.013929059,Baking Goods,94.1,1700,1161
DRG15,6.13,0.077169953,Dairy,63.1,1885,815
FDY60,10.5,0.0,Baking Goods,143.3,813,694
FDK02,12.5,0.112681821,Canned,119.1,1306,874
FDK24,0.0,0.10080442,Baking Goods,45.5,1347,753
NCA05,20.75,0.02512588,Health and Hygiene,150.5,596,565
FDN33,0.0,0.122519571,Snack Foods,93.0,1380,461
FDA09,13.35,0.15021128,Snack Foods,179.1,1736,1191
FDK50,7.96,0.028357839,Canned,163.3,1328,654
NCE55,8.92,0.130663423,Household,175.2,636,80
FDG12,6.635,0.006335942,Baking Goods,121.8,1529,756
FDC37,15.5,0.032845997,Baking Goods,106.8,1510,869
DRG15,6.13,0.076735903,Dairy,62.5,608,406
FDQ58,7.315,0.01530184,Snack Foods,154.4,1046,598
FDQ51,16.0,0.029377239,Meat,46.2,1562,806
FDR46,16.85,0.233356571,Snack Foods,146.6,1161,1076
FDC50,15.85,0.137053947,Canned,94.4,924,703
FDJ09,15.0,0.0,Snack Foods,43.5,1129,475
NCC18,19.1,0.177236497,Household,172.3,760,591
FDL04,19.0,0.111830282,Frozen Foods,105.5,1949,15
FDH48,13.5,0.0,Baking Goods,84.7,586,359
FDD38,16.75,0.008204465,Canned,99.9,964,486
FDT47,11.68809968,0.02439015,Breads,95.9,575,501
FDE41,9.195,0.064143995,Frozen Foods,86.0,970,140
FDH19,19.35,0.033275634,Meat,173.9,913,619
FDW26,11.8,0.107662745,Dairy,224.2,1324,1018
FDW35,10.6,0.01115195,Breads,40.6,1394,776
FDQ55,13.65,0.013064516,Fruits and Vegetables,115.6,1225,446
FDV22,14.85,0.009954237,Snack Foods,158.3,956,289
NCN29,11.68809968,0.021214364,Health and Hygiene,48.2,1808,208
FDQ26,13.5,0.067859568,Dairy,60.2,1762,1498
FDV24,5.635,0.103481775,Baking Goods,150.0,1152,412
FDG50,7.405,0.015358176,Canned,92.4,1171,676
NCF42,11.68809968,0.293066133,Household,177.1,1895,1450
FDT46,11.35,0.030981392,Snack Foods,51.9,994,853
DRE49,11.68809968,0.0,Soft Drinks,153.8,1568,1394
FDV56,16.1,0.013623294,Fruits and Vegetables,109.4,1924,1855
FDD32,17.7,0.041098734,Fruits and Vegetables,80.9,1770,663
NCN19,13.1,0.01209726,Others,188.9,1096,289
FDQ48,14.3,0.034382602,Baking Goods,96.6,949,431
FDW34,11.68809968,0.035406842,Snack Foods,244.3,984,267
NCS38,8.6,0.090374342,Household,114.3,1145,150
FDL58,5.78,0.074451126,Snack Foods,264.6,1119,854
FDY59,8.195,0.031467128,Baking Goods,91.8,1541,1381
FDZ03,13.65,0.078786674,Dairy,184.8,1161,607
FDP60,17.35,0.056032247,Baking Goods,102.3,1257,369
NCI30,20.25,0.058935522,Household,246.6,788,226
FDO03,11.68809968,0.064577332,Meat,230.5,1937,704
FDZ20,16.1,0.034306962,Fruits and Vegetables,252.3,1220,825
FDQ31,11.68809968,0.053586458,Fruits and Vegetables,89.8,1137,1004
FDY03,17.6,0.076431919,Meat,113.2,734,388
FDW45,18.0,0.039090105,Snack Foods,148.4,915,376
NCO41,12.5,0.031549131,Health and Hygiene,99.0,1437,972
FDK16,9.065,0.115233813,Frozen Foods,94.4,998,117
FDZ16,16.85,0.159825617,Frozen Foods,195.5,1473,1028
NCD18,16.0,0.073080167,Household,228.5,1133,443
FDF52,9.3,0.066727717,Frozen Foods,181.6,1519,1375
FDF09,6.215,0.012146608,Fruits and Vegetables,38.0,614,532
FDW43,20.1,0.022552083,Fruits and Vegetables,226.6,1431,639
FDU19,8.77,0.047036036,Fruits and Vegetables,170.5,1173,123
FDA50,16.25,0.087158654,Dairy,95.1,1757,657
FDS48,15.15,0.027756137,Baking Goods,150.5,1534,1300
NCH07,13.15,0.092589917,Household,159.6,705,393
NCK54,12.15,0.0,Household,117.6,746,663
FDD53,11.68809968,0.077427883,Frozen Foods,41.8,1257,359
FDV58,20.85,0.121227447,Snack Foods,197.5,1650,622
FDI08,18.2,0.066284519,Fruits and Vegetables,247.2,646,468
FDD08,8.3,0.03549838,Fruits and Vegetables,36.7,617,56
FDX34,6.195,0.072131519,Snack Foods,120.1,1905,1274
FDX55,15.1,0.0,Fruits and Vegetables,216.4,911,895
NCS05,11.5,0.021020616,Health and Hygiene,130.8,862,149
FDL04,19.0,0.111902259,Frozen Foods,105.5,636,451
FDJ53,10.5,0.071548187,Frozen Foods,120.2,1698,1185
FDB47,8.8,0.071540443,Snack Foods,210.7,1812,119
NCS29,11.68809968,0.121765124,Health and Hygiene,264.2,1457,581
FDB33,17.75,0.014609738,Fruits and Vegetables,160.4,518,350
FDL52,11.68809968,0.080697998,Frozen Foods,39.9,694,98
FDB03,17.75,0.156802171,Dairy,242.2,829,166
FDW20,20.75,0.024144862,Fruits and Vegetables,123.4,674,662
FDT10,16.7,0.062297249,Snack Foods,60.7,1501,513
FDK04,11.68809968,0.052058711,Frozen Foods,55.6,948,663
NCL07,13.85,0.031402114,Others,40.2,1445,400
FDZ31,15.35,0.113217223,Fruits and Vegetables,191.2,1877,364
FDE45,12.1,0.0,Fruits and Vegetables,177.3,640,576
NCK54,12.15,0.0,Household,118.5,1257,580
DRE15,11.68809968,0.031139933,Dairy,74.8,1429,620
NCQ38,16.35,0.013363902,Others,106.1,592,246
FDB08,0.0,0.030952737,Fruits and Vegetables,160.2,738,433
DRF49,7.27,0.07136748,Soft Drinks,111.9,704,92
DRC27,13.8,0.058192802,Dairy,247.0,1059,614
FDB37,20.25,0.022976493,Baking Goods,240.4,1956,942
FDS35,9.3,0.111220521,Breads,65.8,744,623
FDE47,14.15,0.037967687,Starchy Foods,125.6,1331,320
NCT53,0.0,0.0,Health and Hygiene,164.6,1840,1839
FDL14,8.115,0.032158866,Canned,154.9,1424,855
FDP21,0.0,0.045068892,Snack Foods,190.9,794,61
NCV54,11.1,0.033176087,Household,120.1,1139,299
NCO41,12.5,0.018845298,Health and Hygiene,96.7,1355,402
FDQ59,9.8,0.056375879,Breads,84.7,1805,954
FDQ01,19.7,0.161356273,Canned,253.1,516,302
FDQ48,14.3,0.034605882,Baking Goods,96.0,570,252
FDP09,19.75,0.033942546,Snack Foods,213.6,1792,1757
FDK55,18.5,0.025740259,Meat,89.4,1848,477
NCJ43,0.0,0.026938317,Household,174.1,804,368
FDI07,12.35,0.033754478,Meat,199.0,1974,1702
NCW41,0.0,0.015375557,Health and Hygiene,157.0,1530,159
FDG33,5.365,0.140458316,Seafood,169.8,1837,960
NCO05,0.0,0.046333982,Health and Hygiene,97.2,1316,1189
FDH53,20.5,0.0,Frozen Foods,82.9,1626,204
FDR49,8.71,0.139228412,Canned,49.5,1320,1290
FDF33,0.0,0.0,Seafood,109.5,692,137
FDQ51,16.0,0.0,Meat,48.2,1028,857
FDZ38,17.6,0.00799436,Dairy,171.6,670,566
FDV52,20.7,0.121767168,Frozen Foods,118.9,750,720
FDM50,13.0,0.030083482,Canned,61.9,1910,1040
FDV60,20.2,0.118025091,Baking Goods,195.8,1730,67
FDG60,20.35,0.060649213,Baking Goods,232.8,1040,132
FDN13,18.6,0.151931742,Breakfast,101.1,915,699
DRN59,0.0,0.063831013,Hard Drinks,46.2,1293,918
FDU02,13.35,0.103091351,Dairy,229.9,1903,429
FDZ58,17.85,0.052389407,Snack Foods,121.0,1667,307
NCQ38,16.35,0.013355306,Others,105.5,524,173
FDF39,14.85,0.019550858,Dairy,263.8,1167,411
FDT03,21.25,0.01005532,Meat,183.2,1596,96
FDN09,14.15,0.034845668,Snack Foods,242.8,1131,1050
FDJ02,17.2,0.025162022,Canned,145.9,1616,1425
FDN44,0.0,0.022685222,Fruits and Vegetables,161.6,1004,359
FDQ34,10.85,0.162571649,Snack Foods,107.5,835,59
FDX31,20.35,0.014825605,Fruits and Vegetables,233.3,924,201
NCH55,16.35,0.058034349,Household,124.8,998,761
DRM47,9.3,0.043785694,Hard Drinks,191.7,1887,873
DRL01,0.0,0.076798609,Soft Drinks,231.9,1446,580
FDO12,15.75,0.055241242,Baking Goods,196.5,1129,369
NCK30,14.85,0.061102235,Household,253.3,1722,532
FDP16,18.6,0.039517121,Frozen Foods,243.7,1217,1175
NCG06,16.35,0.029565309,Household,256.5,1936,1125
FDX36,9.695,0.128283243,Baking Goods,226.1,838,606
FDT09,15.15,0.012332667,Snack Foods,130.0,1158,872
FDF08,14.3,0.065195229,Fruits and Vegetables,89.0,1461,1252
FDA43,10.895,0.108253944,Fruits and Vegetables,194.9,928,124
NCN06,8.39,0.121178848,Household,165.2,1398,769
DRF15,18.35,0.0,Dairy,151.9,638,235
NCX05,15.2,0.09698132,Health and Hygiene,116.3,1441,161
FDM21,20.2,0.064351908,Snack Foods,259.5,1041,553
NCG54,0.0,0.079419801,Household,172.3,556,352
FDD26,8.71,0.072301795,Canned,185.7,1755,1091
FDU23,12.15,0.021719387,Breads,163.1,1157,558
FDO37,8.06,0.021420031,Breakfast,232.0,934,260
FDP19,11.5,0.290430317,Fruits and Vegetables,130.7,883,216
FDT13,14.85,0.018571641,Canned,187.3,1059,804
FDY07,11.8,0.0,Fruits and Vegetables,45.2,693,161
DRI47,14.7,0.020952705,Hard Drinks,143.5,1033,200
NCW42,0.0,0.102371638,Household,221.2,1017,453
NCQ50,18.75,0.034278798,Household,214.1,1215,401
FDQ09,7.235,0.0,Snack Foods,115.2,1250,274
FDI20,0.0,0.038377013,Fruits and Vegetables,211.6,684,205
NCP05,19.6,0.025325897,Health and Hygiene,150.9,791,39
FDH02,7.27,0.020898691,Canned,92.2,1858,1296
FDH45,15.1,0.105881129,Fruits and Vegetables,42.1,1231,866
DRG49,7.81,0.112906337,Soft Drinks,243.5,615,92
FDA37,7.81,0.055216312,Canned,125.5,1324,1065
FDS13,6.465,0.125210375,Canned,266.9,1572,1488
NCW42,0.0,0.058185842,Household,220.8,1184,378
FDK15,10.8,0.098814721,Meat,100.5,581,106
FDX51,9.5,0.022058724,Meat,196.8,1333,64
FDJ20,20.7,0.100091576,Fruits and Vegetables,125.5,832,364
DRK59,8.895,0.075876602,Hard Drinks,236.0,1056,820
FDL45,15.6,0.037841362,Snack Foods,125.3,834,483
FDH41,9.0,0.081943273,Frozen Foods,214.6,1031,539
FDD05,19.35,0.016645164,Frozen Foods,121.0,720,61
FDZ39,19.7,0.018061324,Meat,102.6,1134,490
FDY35,0.0,0.028062401,Breads,44.0,822,272
NCE06,5.825,0.091857904,Household,160.8,502,228
FDE57,0.0,0.036109413,Fruits and Vegetables,140.6,705,19
FDD33,12.85,0.108633372,Fruits and Vegetables,233.9,539,2
FDQ10,12.85,0.03324652,Snack Foods,172.4,558,420
FDN15,17.5,0.016720132,Meat,139.9,1450,910
FDS50,17.0,0.055433377,Dairy,221.1,1073,306
FDX21,7.05,0.084966021,Snack Foods,111.2,1143,431
FDL58,5.78,0.074135053,Snack Foods,264.1,1342,135
FDK09,15.2,0.091745951,Snack Foods,229.0,1645,514
FDS08,11.68809968,0.056685383,Fruits and Vegetables,178.4,1118,192
FDE20,11.35,0.00552947,Fruits and Vegetables,169.3,595,584
FDF04,17.5,0.013664703,Frozen Foods,257.7,1937,1438
FDA50,16.25,0.087310672,Dairy,95.5,1758,872
FDX08,12.85,0.022639195,Fruits and Vegetables,179.7,1397,1141
FDD05,11.68809968,0.016531033,Frozen Foods,122.4,1585,665
FDG41,8.84,0.076873991,Frozen Foods,109.9,1779,208
FDU39,11.68809968,0.035863436,Meat,58.4,1060,951
NCQ43,17.75,0.111301625,Others,107.6,1404,1057
NCY42,6.38,0.015193323,Household,143.3,847,648
FDF26,11.68809968,0.046408928,Canned,153.3,1170,119
FDC20,10.65,0.0,Fruits and Vegetables,57.1,1647,626
FDX14,13.1,0.07494003,Dairy,75.0,816,524
DRC49,11.68809968,0.065119701,Soft Drinks,145.7,1218,768
FDM40,10.195,0.0,Frozen Foods,143.1,1571,1112
FDE10,6.67,0.090456903,Snack Foods,131.3,1932,511
NCU17,5.32,0.093071679,Health and Hygiene,103.9,1659,46
FDB36,11.68809968,0.048292189,Baking Goods,133.2,1724,771
DRF13,12.1,0.029902679,Soft Drinks,144.3,749,739
FDL13,13.85,0.056547986,Breakfast,232.7,813,691
NCH55,16.35,0.034726222,Household,125.6,1891,521
NCF18,18.35,0.088908547,Household,192.9,1952,1307
FDC09,15.5,0.044024163,Fruits and Vegetables,102.0,1306,133
FDV09,12.1,0.020568574,Snack Foods,150.5,1837,1690
FDV09,12.1,0.020564685,Snack Foods,148.3,1878,247
FDU16,19.25,0.058226609,Frozen Foods,85.3,984,651
FDD26,8.71,0.072155462,Canned,183.4,1734,1341
NCA29,10.5,0.027253711,Household,170.9,543,435
FDZ26,11.6,0.144604071,Dairy,240.8,1070,685
FDT56,16.0,0.193477995,Fruits and Vegetables,55.9,1082,585
FDF22,6.865,0.056945936,Snack Foods,214.6,1615,350
FDH21,10.395,0.031288338,Seafood,159.6,1788,142
FDD44,8.05,0.078400465,Fruits and Vegetables,259.1,1394,966
FDS56,5.785,0.038976089,Fruits and Vegetables,264.2,719,397
FDF21,10.3,0.058918844,Fruits and Vegetables,191.7,1424,717
FDM44,12.5,0.031176157,Fruits and Vegetables,103.1,1965,642
DRK01,7.63,0.061159246,Soft Drinks,92.5,900,368
FDO22,13.5,0.0,Snack Foods,78.4,1923,500
FDP57,17.5,0.052550476,Snack Foods,101.3,1226,369
DRF49,11.68809968,0.124448295,Soft Drinks,112.1,1490,1405
DRK11,8.21,0.010808272,Hard Drinks,150.5,1398,1109
FDT51,11.65,0.010963269,Meat,111.0,1357,786
FDE58,18.5,0.0,Snack Foods,119.8,1303,738
FDT23,7.72,0.075035902,Breads,78.8,989,459
NCT42,5.88,0.024882614,Household,149.4,1993,949
FDJ41,6.85,0.022878953,Frozen Foods,262.4,1437,1348
NCF42,11.68809968,0.166572501,Household,176.2,1343,521
FDA19,7.52,0.055081623,Fruits and Vegetables,128.9,1968,488
FDW09,13.65,0.025920816,Snack Foods,81.2,1792,396
NCO14,11.68809968,0.029500321,Household,46.2,766,354
FDO39,6.985,0.137645467,Meat,185.3,553,287
FDR45,11.68809968,0.0,Snack Foods,240.6,1027,997
FDA15,9.3,0.026818196,Dairy,248.9,1115,535
FDY13,12.1,0.030102335,Canned,74.8,1582,1314
FDY31,5.98,0.043740308,Fruits and Vegetables,145.3,1563,850
NCS29,9.0,0.069653585,Health and Hygiene,266.3,1760,837
FDJ52,7.145,0.01785932,Frozen Foods,160.7,1454,167
NCX41,19.0,0.017755213,Health and Hygiene,211.7,885,620
FDQ36,7.855,0.161875063,Baking Goods,35.7,1233,427
FDV35,19.5,0.128181759,Breads,156.1,1215,489
FDE02,8.71,0.121250374,Canned,92.8,1149,354
FDA34,11.5,0.014921093,Starchy Foods,173.9,799,195
NCL42,18.85,0.040434372,Household,244.3,894,544
FDE14,13.65,0.031508924,Canned,98.8,1730,716
