Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,initial_stock,current_stock,time_stamp
CAN94,800,0.153494979,Canned,48.9,229.0,229.0,2025-07-19 20:07:59
FVD33,300,0.142732848,Fruits and Vegetables,168.0,95.0,95.0,2025-07-19 20:07:59
FVK03,200,0.110163385,Fruits and Vegetables,83.7,131.0,131.0,2025-07-19 20:07:59
BAW10,1000,0.174085625,Baking Goods,124.6,246.0,246.0,2025-07-19 20:07:59
FRE87,1500,0.097510482,Frozen Foods,48.2,151.0,151.0,2025-07-19 20:07:59
FRR47,500,0.114885647,Frozen Foods,59.6,273.0,273.0,2025-07-19 20:07:59
STZ53,400,0.104257037,Starchy Foods,34.1,109.0,109.0,2025-07-19 20:07:59
HOJ12,1000,0.126440335,Household,125.2,194.0,194.0,2025-07-19 20:07:59
BKI81,300,0.120965853,Breakfast,55.9,179.0,179.0,2025-07-19 20:07:59
HOX60,1000,0.126752975,Household,154.3,207.0,207.0,2025-07-19 20:07:59
BRF41,800,0.1062679,Breads,123.2,146.0,146.0,2025-07-19 20:07:59
FVA82,500,0.106538757,Fruits and Vegetables,145.5,119.0,119.0,2025-07-19 20:07:59
SFS82,50,0.116542484,Snack Foods,182.6,233.0,233.0,2025-07-19 20:07:59
SDV09,330,0.127308434,Soft Drinks,186.7,126.0,126.0,2025-07-19 20:07:59
FRF18,400,0.119362409,Frozen Foods,249.4,96.0,96.0,2025-07-19 20:07:59
FRC85,400,0.110010191,Frozen Foods,38.9,207.0,207.0,2025-07-19 20:07:59
FVF93,300,0.176748258,Fruits and Vegetables,82.8,120.0,120.0,2025-07-19 20:07:59
SFR88,75,0.128349909,Snack Foods,106.6,97.0,97.0,2025-07-19 20:07:59
FVT77,200,0.128760294,Fruits and Vegetables,213.8,103.0,103.0,2025-07-19 20:07:59
SDJ32,1500,0.094603404,Soft Drinks,187.1,259.0,259.0,2025-07-19 20:07:59
HOY54,500,0.155105614,Household,157.3,294.0,294.0,2025-07-19 20:07:59
SFD84,75,0.094957079,Snack Foods,143.5,275.0,275.0,2025-07-19 20:07:59
SFD90,75,0.155694794,Snack Foods,177.6,95.0,95.0,2025-07-19 20:07:59
MEC83,1000,0.20914265,Meat,191.0,167.0,167.0,2025-07-19 20:07:59
SDT15,500,0.095298849,Soft Drinks,171.8,204.0,204.0,2025-07-19 20:07:59
FVM83,300,0.099090261,Fruits and Vegetables,94.0,114.0,114.0,2025-07-19 20:07:59
FRM14,500,0.127066966,Frozen Foods,76.5,207.0,207.0,2025-07-19 20:07:59
SEU48,500,0.141033536,Seafood,173.7,261.0,261.0,2025-07-19 20:07:59
MER18,500,0.13725257,Meat,183.8,220.0,220.0,2025-07-19 20:07:59
FVY35,200,0.143495952,Fruits and Vegetables,88.8,192.0,192.0,2025-07-19 20:07:59
MEX22,500,0.157701958,Meat,158.8,99.0,99.0,2025-07-19 20:07:59
SFR35,75,0.142618182,Snack Foods,123.2,129.0,129.0,2025-07-19 20:07:59
FVS79,300,0.110234793,Fruits and Vegetables,171.7,124.0,124.0,2025-07-19 20:07:59
HHE88,250,0.100171568,Health and Hygiene,262.7,61.0,61.0,2025-07-19 20:07:59
FVA80,1000,0.112410046,Fruits and Vegetables,192.2,205.0,205.0,2025-07-19 20:07:59
DAD73,1000,0.095064731,Dairy,232.5,174.0,174.0,2025-07-19 20:07:59
HOW58,1000,0.155706798,Household,128.0,149.0,149.0,2025-07-19 20:07:59
FVZ00,500,0.178622919,Fruits and Vegetables,177.9,269.0,269.0,2025-07-19 20:07:59
HDE37,700,0.126287542,Hard Drinks,235.6,271.0,271.0,2025-07-19 20:07:59
SDO84,1500,0.11350542,Soft Drinks,186.9,207.0,207.0,2025-07-19 20:07:59
BKD51,300,0.125224466,Breakfast,41.2,174.0,174.0,2025-07-19 20:07:59
DAU58,200,0.101980245,Dairy,54.4,255.0,255.0,2025-07-19 20:07:59
CAG12,400,0.188619537,Canned,146.4,167.0,167.0,2025-07-19 20:07:59
SDQ82,330,0.223985293,Soft Drinks,186.3,198.0,198.0,2025-07-19 20:07:59
FRH66,500,0.105145451,Frozen Foods,144.3,232.0,232.0,2025-07-19 20:07:59
FVH28,1000,0.128011859,Fruits and Vegetables,211.0,264.0,264.0,2025-07-19 20:07:59
HOV89,750,0.178272728,Household,172.4,131.0,131.0,2025-07-19 20:07:59
HOH87,500,0.099024124,Household,208.5,209.0,209.0,2025-07-19 20:07:59
FVR99,200,0.107057186,Fruits and Vegetables,145.0,219.0,219.0,2025-07-19 20:07:59
FVG34,500,0.109274313,Fruits and Vegetables,225.3,128.0,128.0,2025-07-19 20:07:59
STV54,1000,0.113139486,Starchy Foods,93.0,266.0,266.0,2025-07-19 20:07:59
SFO10,30,0.117387066,Snack Foods,160.3,224.0,224.0,2025-07-19 20:07:59
HOJ38,1500,0.120022543,Household,94.8,174.0,174.0,2025-07-19 20:07:59
HOT04,1500,0.096413261,Household,55.4,156.0,156.0,2025-07-19 20:07:59
SFV33,75,0.096756649,Snack Foods,208.8,102.0,102.0,2025-07-19 20:07:59
FRD96,500,0.147492524,Frozen Foods,141.6,159.0,159.0,2025-07-19 20:07:59
FRI74,500,0.110479217,Frozen Foods,36.8,184.0,184.0,2025-07-19 20:07:59
SFO15,30,0.096132367,Snack Foods,209.0,138.0,138.0,2025-07-19 20:07:59
SDU87,1000,0.168780127,Soft Drinks,197.9,69.0,69.0,2025-07-19 20:07:59
FRK21,1500,0.099193899,Frozen Foods,38.1,214.0,214.0,2025-07-19 20:07:59
SDK97,1500,0.174934513,Soft Drinks,145.0,190.0,190.0,2025-07-19 20:07:59
FRZ12,400,0.09942555,Frozen Foods,87.1,100.0,100.0,2025-07-19 20:07:59
SFV71,30,0.117201696,Snack Foods,184.0,185.0,185.0,2025-07-19 20:07:59
DAX41,1000,0.157528118,Dairy,142.9,142.0,142.0,2025-07-19 20:07:59
BAU89,250,0.174110803,Baking Goods,166.9,185.0,185.0,2025-07-19 20:07:59
BAX31,250,0.175362333,Baking Goods,159.0,161.0,161.0,2025-07-19 20:07:59
SFU70,100,0.129766301,Snack Foods,141.7,110.0,110.0,2025-07-19 20:07:59
FVS63,300,0.102422487,Fruits and Vegetables,131.5,96.0,96.0,2025-07-19 20:07:59
SEO46,300,0.146527359,Seafood,147.9,126.0,126.0,2025-07-19 20:07:59
HOL75,750,0.107507291,Household,34.9,222.0,222.0,2025-07-19 20:07:59
MEL52,500,0.096295326,Meat,133.5,184.0,184.0,2025-07-19 20:07:59
BAO47,250,0.103398309,Baking Goods,143.9,107.0,107.0,2025-07-19 20:07:59
FVA92,200,0.16767231,Fruits and Vegetables,124.2,133.0,133.0,2025-07-19 20:07:59
SFH36,100,0.116723677,Snack Foods,182.4,118.0,118.0,2025-07-19 20:07:59
SFM16,30,0.162107603,Snack Foods,106.4,185.0,185.0,2025-07-19 20:07:59
SFP25,100,0.105208448,Snack Foods,170.6,231.0,231.0,2025-07-19 20:07:59
BAA25,1000,0.14118383,Baking Goods,50.5,149.0,149.0,2025-07-19 20:07:59
SFY78,100,0.135692831,Snack Foods,220.0,76.0,76.0,2025-07-19 20:07:59
FRC42,600,0.116347087,Frozen Foods,76.9,182.0,182.0,2025-07-19 20:07:59
FVL32,500,0.12150063,Fruits and Vegetables,46.8,207.0,207.0,2025-07-19 20:07:59
FRP52,1500,0.130544568,Frozen Foods,248.0,81.0,81.0,2025-07-19 20:07:59
HDB94,700,0.122629121,Hard Drinks,175.4,134.0,134.0,2025-07-19 20:07:59
HOS71,1500,0.110913601,Household,106.3,229.0,229.0,2025-07-19 20:07:59
FVJ94,1000,0.121635591,Fruits and Vegetables,175.5,77.0,77.0,2025-07-19 20:07:59
SDG53,1500,0.128449055,Soft Drinks,186.6,223.0,223.0,2025-07-19 20:07:59
DAE07,1000,0.103752817,Dairy,155.2,190.0,190.0,2025-07-19 20:07:59
SFT87,100,0.136428395,Snack Foods,194.0,238.0,238.0,2025-07-19 20:07:59
SFN59,100,0.116331694,Snack Foods,176.9,250.0,250.0,2025-07-19 20:07:59
SFD88,100,0.112893408,Snack Foods,131.1,169.0,169.0,2025-07-19 20:07:59
FRO28,600,0.164438907,Frozen Foods,188.4,153.0,153.0,2025-07-19 20:07:59
FRC72,400,0.120060274,Frozen Foods,246.5,147.0,147.0,2025-07-19 20:07:59
HHT60,500,0.149223055,Health and Hygiene,145.8,138.0,138.0,2025-07-19 20:07:59
STF46,400,0.129016487,Starchy Foods,98.4,169.0,169.0,2025-07-19 20:07:59
MEI81,500,0.179355893,Meat,94.2,135.0,135.0,2025-07-19 20:07:59
BRA84,250,0.097275777,Breads,223.9,155.0,155.0,2025-07-19 20:07:59
FRR58,1500,0.131714183,Frozen Foods,245.8,175.0,175.0,2025-07-19 20:07:59
HDQ80,700,0.135944247,Hard Drinks,172.0,117.0,117.0,2025-07-19 20:07:59
CAA99,800,0.161030847,Canned,251.2,194.0,194.0,2025-07-19 20:07:59
SDW30,1000,0.094916347,Soft Drinks,172.3,206.0,206.0,2025-07-19 20:07:59
CAA38,800,0.16143544,Canned,185.1,129.0,129.0,2025-07-19 20:07:59
HOE50,1500,0.129983688,Household,93.0,215.0,215.0,2025-07-19 20:07:59
FVF91,1000,0.152001201,Fruits and Vegetables,252.3,263.0,263.0,2025-07-19 20:07:59
HHS39,500,0.182493512,Health and Hygiene,258.8,84.0,84.0,2025-07-19 20:07:59
SFL61,100,0.099274694,Snack Foods,104.5,250.0,250.0,2025-07-19 20:07:59
BRN60,250,0.111673587,Breads,65.8,259.0,259.0,2025-07-19 20:07:59
BAO19,500,0.095351065,Baking Goods,158.7,78.0,78.0,2025-07-19 20:07:59
FVE21,1000,0.099757833,Fruits and Vegetables,114.0,140.0,140.0,2025-07-19 20:07:59
HHQ94,100,0.153177941,Health and Hygiene,85.2,161.0,161.0,2025-07-19 20:07:59
DAB84,200,0.17179432,Dairy,154.7,217.0,217.0,2025-07-19 20:07:59
FRJ27,500,0.131179812,Frozen Foods,245.2,175.0,175.0,2025-07-19 20:07:59
FVV01,500,0.159165324,Fruits and Vegetables,63.4,130.0,130.0,2025-07-19 20:07:59
FVA20,300,0.122015744,Fruits and Vegetables,121.7,289.0,289.0,2025-07-19 20:07:59
FVU85,500,0.174340475,Fruits and Vegetables,116.7,223.0,223.0,2025-07-19 20:07:59
CAN90,400,0.11454343,Canned,113.7,197.0,197.0,2025-07-19 20:07:59
DAM17,500,0.107057186,Dairy,224.2,218.0,218.0,2025-07-19 20:07:59
HHP33,500,0.097043739,Health and Hygiene,116.8,173.0,173.0,2025-07-19 20:07:59
MED31,500,0.150947728,Meat,81.0,218.0,218.0,2025-07-19 20:07:59
DAY22,200,0.10818157,Dairy,149.6,270.0,270.0,2025-07-19 20:07:59
SDJ26,500,0.113790879,Soft Drinks,185.4,157.0,157.0,2025-07-19 20:07:59
SDA48,1500,0.152813518,Soft Drinks,45.6,232.0,232.0,2025-07-19 20:07:59
CAQ88,400,0.098083231,Canned,50.3,179.0,179.0,2025-07-19 20:07:59
SFT26,50,0.103442268,Snack Foods,144.8,157.0,157.0,2025-07-19 20:07:59
SDX08,500,0.095360186,Soft Drinks,172.3,230.0,230.0,2025-07-19 20:07:59
DAU73,500,0.096387053,Dairy,45.6,198.0,198.0,2025-07-19 20:07:59
BAQ39,500,0.128176489,Baking Goods,224.8,154.0,154.0,2025-07-19 20:07:59
FVO90,1000,0.119647957,Fruits and Vegetables,181.0,107.0,107.0,2025-07-19 20:07:59
FVV38,300,0.238831875,Fruits and Vegetables,88.3,159.0,159.0,2025-07-19 20:07:59
BKI62,400,0.143688905,Breakfast,128.2,135.0,135.0,2025-07-19 20:07:59
FVM78,500,0.106542886,Fruits and Vegetables,173.2,199.0,199.0,2025-07-19 20:07:59
DAJ59,200,0.208662546,Dairy,231.8,88.0,88.0,2025-07-19 20:07:59
CAP29,400,0.104058452,Canned,102.5,130.0,130.0,2025-07-19 20:07:59
CAO96,800,0.150672399,Canned,104.7,258.0,258.0,2025-07-19 20:07:59
SFM94,100,0.149598628,Snack Foods,179.5,122.0,122.0,2025-07-19 20:07:59
FVZ29,1000,0.142107998,Fruits and Vegetables,150.4,271.0,271.0,2025-07-19 20:07:59
BKY65,400,0.121180705,Breakfast,177.0,253.0,253.0,2025-07-19 20:07:59
SFY36,50,0.174703862,Snack Foods,104.1,142.0,142.0,2025-07-19 20:07:59
FRE13,500,0.127800388,Frozen Foods,177.0,80.0,80.0,2025-07-19 20:07:59
HOP04,750,0.296713665,Household,171.8,136.0,136.0,2025-07-19 20:07:59
MED61,500,0.116203156,Meat,53.5,225.0,225.0,2025-07-19 20:07:59
BAC61,250,0.131394793,Baking Goods,151.9,211.0,211.0,2025-07-19 20:07:59
CAY68,400,0.163838951,Canned,51.3,68.0,68.0,2025-07-19 20:07:59
BAX05,500,0.11349714,Baking Goods,56.2,143.0,143.0,2025-07-19 20:07:59
SFN41,30,0.14113846,Snack Foods,155.1,125.0,125.0,2025-07-19 20:07:59
SFL45,50,0.164006137,Snack Foods,113.3,221.0,221.0,2025-07-19 20:07:59
HOG56,1500,0.17314115,Household,168.4,234.0,234.0,2025-07-19 20:07:59
DAZ19,200,0.130955811,Dairy,90.3,117.0,117.0,2025-07-19 20:07:59
HOI77,1000,0.185130961,Household,32.9,174.0,174.0,2025-07-19 20:07:59
FVQ20,300,0.174228338,Fruits and Vegetables,117.2,211.0,211.0,2025-07-19 20:07:59
HHU32,500,0.1630653,Health and Hygiene,43.3,74.0,74.0,2025-07-19 20:07:59
BRX66,500,0.096306016,Breads,162.0,255.0,255.0,2025-07-19 20:07:59
FVJ43,300,0.305305397,Fruits and Vegetables,116.7,193.0,193.0,2025-07-19 20:07:59
SDK79,1000,0.112571187,Soft Drinks,122.0,274.0,274.0,2025-07-19 20:07:59
SFP97,100,0.102941345,Snack Foods,142.0,220.0,220.0,2025-07-19 20:07:59
BAD41,1000,0.101231721,Baking Goods,86.3,155.0,155.0,2025-07-19 20:07:59
CAL54,800,0.138846289,Canned,263.8,200.0,200.0,2025-07-19 20:07:59
SFR33,30,0.171050595,Snack Foods,126.4,119.0,119.0,2025-07-19 20:07:59
MEA18,1000,0.199935881,Meat,188.5,269.0,269.0,2025-07-19 20:07:59
BAA96,500,0.105471384,Baking Goods,105.9,90.0,90.0,2025-07-19 20:07:59
HOH43,1000,0.126758324,Household,124.5,176.0,176.0,2025-07-19 20:07:59
DAT35,1000,0.097251621,Dairy,245.8,154.0,154.0,2025-07-19 20:07:59
CAD58,800,0.184454044,Canned,211.5,130.0,130.0,2025-07-19 20:07:59
SFZ98,30,0.105042025,Snack Foods,163.9,124.0,124.0,2025-07-19 20:07:59
BKM82,200,0.125734578,Breakfast,41.7,136.0,136.0,2025-07-19 20:07:59
SFD52,30,0.136705075,Snack Foods,194.9,90.0,90.0,2025-07-19 20:07:59
HOQ24,1000,0.100319317,Household,188.7,147.0,147.0,2025-07-19 20:07:59
BRS83,800,0.14086247,Breads,126.5,252.0,252.0,2025-07-19 20:07:59
CAC84,400,0.208397715,Canned,265.3,62.0,62.0,2025-07-19 20:07:59
SFS27,75,0.127416049,Snack Foods,167.5,146.0,146.0,2025-07-19 20:07:59
BAQ88,500,0.291438755,Baking Goods,126.8,176.0,176.0,2025-07-19 20:07:59
SFD37,30,0.176244038,Snack Foods,173.7,64.0,64.0,2025-07-19 20:07:59
SFT58,75,0.160216552,Snack Foods,93.5,118.0,118.0,2025-07-19 20:07:59
FVU11,300,0.103080901,Fruits and Vegetables,131.3,237.0,237.0,2025-07-19 20:07:59
FRB99,1500,0.148673586,Frozen Foods,197.2,214.0,214.0,2025-07-19 20:07:59
SFV00,100,0.156012631,Snack Foods,177.3,146.0,146.0,2025-07-19 20:07:59
CAU09,400,0.135836915,Canned,93.8,123.0,123.0,2025-07-19 20:07:59
FVU13,300,0.100060762,Fruits and Vegetables,144.1,246.0,246.0,2025-07-19 20:07:59
MEW94,300,0.151308326,Meat,81.7,152.0,152.0,2025-07-19 20:07:59
BAF41,1000,0.121609722,Baking Goods,60.2,133.0,133.0,2025-07-19 20:07:59
CAC19,800,0.151376958,Canned,108.2,103.0,103.0,2025-07-19 20:07:59
DAI77,1000,0.166513779,Dairy,38.1,95.0,95.0,2025-07-19 20:07:59
BKL57,400,0.143915417,Breakfast,127.6,82.0,82.0,2025-07-19 20:07:59
BAX83,250,0.132275338,Baking Goods,123.8,226.0,226.0,2025-07-19 20:07:59
SFG42,50,0.149338159,Snack Foods,178.7,104.0,104.0,2025-07-19 20:07:59
HOX99,1500,0.13027716,Household,228.0,212.0,212.0,2025-07-19 20:07:59
BKM51,400,0.152294691,Breakfast,98.9,197.0,197.0,2025-07-19 20:07:59
CAV34,400,0.132500853,Canned,220.4,70.0,70.0,2025-07-19 20:07:59
HOR72,1500,0.097768728,Household,142.4,196.0,196.0,2025-07-19 20:07:59
SFX55,50,0.104786172,Snack Foods,172.3,82.0,82.0,2025-07-19 20:07:59
BAX44,250,0.117839328,Baking Goods,195.2,143.0,143.0,2025-07-19 20:07:59
FVG51,200,0.185008985,Fruits and Vegetables,42.4,198.0,198.0,2025-07-19 20:07:59
DAH98,1000,0.156701315,Dairy,240.8,233.0,233.0,2025-07-19 20:07:59
SFD64,100,0.139087683,Snack Foods,251.8,134.0,134.0,2025-07-19 20:07:59
DAU71,200,0.138679995,Dairy,53.7,88.0,88.0,2025-07-19 20:07:59
SFX11,50,0.240268248,Snack Foods,156.5,91.0,91.0,2025-07-19 20:07:59
SFA87,50,0.149974858,Snack Foods,179.8,195.0,195.0,2025-07-19 20:07:59
SFN26,50,0.099101845,Snack Foods,105.8,175.0,175.0,2025-07-19 20:07:59
FVA58,200,0.125675936,Fruits and Vegetables,86.9,113.0,113.0,2025-07-19 20:07:59
FVH00,200,0.109144085,Fruits and Vegetables,88.3,183.0,183.0,2025-07-19 20:07:59
SFP86,100,0.112036236,Snack Foods,174.9,274.0,274.0,2025-07-19 20:07:59
CAE06,400,0.161610636,Canned,255.2,117.0,117.0,2025-07-19 20:07:59
STZ02,1000,0.097770004,Starchy Foods,222.9,130.0,130.0,2025-07-19 20:07:59
HDN18,500,0.094817105,Hard Drinks,77.9,77.0,77.0,2025-07-19 20:07:59
SDL32,330,0.095378221,Soft Drinks,170.5,280.0,280.0,2025-07-19 20:07:59
HOJ65,1000,0.126220187,Household,126.7,68.0,68.0,2025-07-19 20:07:59
BAE49,250,0.111274591,Baking Goods,35.1,127.0,127.0,2025-07-19 20:07:59
SDL90,1500,0.183472595,Soft Drinks,82.0,76.0,76.0,2025-07-19 20:07:59
HOP46,500,0.211306673,Household,125.1,244.0,244.0,2025-07-19 20:07:59
SFE50,100,0.107307677,Snack Foods,149.8,95.0,95.0,2025-07-19 20:07:59
STA62,1000,0.129077455,Starchy Foods,95.2,94.0,94.0,2025-07-19 20:07:59
MEY36,300,0.133279499,Meat,112.6,175.0,175.0,2025-07-19 20:07:59
HHQ22,250,0.152429537,Health and Hygiene,85.5,78.0,78.0,2025-07-19 20:07:59
MER76,500,0.106971167,Meat,44.8,211.0,211.0,2025-07-19 20:07:59
FVB98,500,0.149125615,Fruits and Vegetables,241.7,268.0,268.0,2025-07-19 20:07:59
FRG22,1500,0.170382726,Frozen Foods,45.3,99.0,99.0,2025-07-19 20:07:59
SFF14,75,0.116793684,Snack Foods,41.0,169.0,169.0,2025-07-19 20:07:59
MEW41,1000,0.158337479,Meat,158.0,108.0,108.0,2025-07-19 20:07:59
FRW96,500,0.105125569,Frozen Foods,143.3,274.0,274.0,2025-07-19 20:07:59
SFY38,30,0.133385398,Snack Foods,109.9,255.0,255.0,2025-07-19 20:07:59
FVX80,1000,0.128614205,Fruits and Vegetables,111.7,277.0,277.0,2025-07-19 20:07:59
FRK54,1000,0.160379061,Frozen Foods,33.7,149.0,149.0,2025-07-19 20:07:59
SFY68,75,0.141542481,Snack Foods,153.2,220.0,220.0,2025-07-19 20:07:59
FVS19,200,0.100149459,Fruits and Vegetables,78.4,146.0,146.0,2025-07-19 20:07:59
CAL62,400,0.162348584,Canned,185.9,176.0,176.0,2025-07-19 20:07:59
SFT22,30,0.173833129,Snack Foods,196.5,100.0,100.0,2025-07-19 20:07:59
SEN53,500,0.256152243,Seafood,151.0,101.0,101.0,2025-07-19 20:07:59
DAI53,1000,0.141234932,Dairy,263.8,73.0,73.0,2025-07-19 20:07:59
SFI68,75,0.19899855,Snack Foods,226.6,93.0,93.0,2025-07-19 20:07:59
HHQ95,250,0.142728113,Health and Hygiene,95.1,169.0,169.0,2025-07-19 20:07:59
SDP34,500,0.189689886,Soft Drinks,184.4,247.0,247.0,2025-07-19 20:07:59
SFK92,30,0.119374946,Snack Foods,229.4,146.0,146.0,2025-07-19 20:07:59
MEN52,500,0.095635061,Meat,130.8,183.0,183.0,2025-07-19 20:07:59
SFS18,50,0.216107535,Snack Foods,86.9,135.0,135.0,2025-07-19 20:07:59
BRU26,500,0.111127966,Breads,63.2,139.0,139.0,2025-07-19 20:07:59
HDW57,500,0.140603316,Hard Drinks,252.8,200.0,200.0,2025-07-19 20:07:59
BAQ72,500,0.102830104,Baking Goods,172.6,94.0,94.0,2025-07-19 20:07:59
FVR82,1000,0.110633958,Fruits and Vegetables,173.8,147.0,147.0,2025-07-19 20:07:59
BRC10,500,0.118535581,Breads,256.4,220.0,220.0,2025-07-19 20:07:59
SFJ40,50,0.134684292,Snack Foods,47.0,61.0,61.0,2025-07-19 20:07:59
DAZ66,200,0.210021713,Dairy,44.3,238.0,238.0,2025-07-19 20:07:59
FVZ90,200,0.14526636,Fruits and Vegetables,172.9,253.0,253.0,2025-07-19 20:07:59
SDT78,330,0.152262171,Soft Drinks,44.4,234.0,234.0,2025-07-19 20:07:59
FVC57,500,0.204984538,Fruits and Vegetables,111.1,77.0,77.0,2025-07-19 20:07:59
FVV49,200,0.173573164,Fruits and Vegetables,114.5,159.0,159.0,2025-07-19 20:07:59
SFN08,50,0.11830085,Snack Foods,196.2,158.0,158.0,2025-07-19 20:07:59
HOB95,1500,0.167552202,Household,193.1,258.0,258.0,2025-07-19 20:07:59
SEE50,500,0.128532558,Seafood,34.2,219.0,219.0,2025-07-19 20:07:59
DAA83,500,0.097660814,Dairy,141.8,135.0,135.0,2025-07-19 20:07:59
FRQ06,1500,0.111654545,Frozen Foods,157.1,200.0,200.0,2025-07-19 20:07:59
SDP67,500,0.115265695,Soft Drinks,160.5,233.0,233.0,2025-07-19 20:07:59
HOG72,1500,0.176834351,Household,172.1,167.0,167.0,2025-07-19 20:07:59
SFI15,30,0.103918113,Snack Foods,100.7,125.0,125.0,2025-07-19 20:07:59
SDZ24,500,0.279783532,Soft Drinks,241.9,132.0,132.0,2025-07-19 20:07:59
BRJ02,500,0.140889111,Breads,127.1,159.0,159.0,2025-07-19 20:07:59
SEL92,700,0.140811559,Seafood,173.6,88.0,88.0,2025-07-19 20:07:59
HOZ74,1500,0.096880574,Household,191.5,228.0,228.0,2025-07-19 20:07:59
CAX26,400,0.151405587,Canned,107.7,64.0,64.0,2025-07-19 20:07:59
CAJ22,800,0.097803261,Canned,50.5,76.0,76.0,2025-07-19 20:07:59
HOX56,1000,0.196659953,Household,125.8,203.0,203.0,2025-07-19 20:07:59
MEL40,1000,0.130657442,Meat,106.5,281.0,281.0,2025-07-19 20:07:59
HHQ47,250,0.113833823,Health and Hygiene,232.8,146.0,146.0,2025-07-19 20:07:59
HHH42,500,0.152865879,Health and Hygiene,84.9,116.0,116.0,2025-07-19 20:07:59
HOK05,1000,0.163148041,Household,116.6,220.0,220.0,2025-07-19 20:07:59
FVN60,300,0.112638016,Fruits and Vegetables,195.5,67.0,67.0,2025-07-19 20:07:59
CAQ28,800,0.142189843,Canned,153.8,166.0,166.0,2025-07-19 20:07:59
DAM66,1000,0.137584599,Dairy,262.3,166.0,166.0,2025-07-19 20:07:59
FVN08,200,0.214423791,Fruits and Vegetables,111.7,135.0,135.0,2025-07-19 20:07:59
SFH11,100,0.168455549,Snack Foods,211.1,102.0,102.0,2025-07-19 20:07:59
SFN38,75,0.173027688,Snack Foods,155.3,77.0,77.0,2025-07-19 20:07:59
MEL04,500,0.095045476,Meat,213.5,260.0,260.0,2025-07-19 20:07:59
BAR53,1000,0.205484395,Baking Goods,198.0,142.0,142.0,2025-07-19 20:07:59
STY31,500,0.23653561,Starchy Foods,184.2,105.0,105.0,2025-07-19 20:07:59
BAU92,250,0.11326743,Baking Goods,54.6,174.0,174.0,2025-07-19 20:07:59
SDK65,500,0.109713464,Soft Drinks,41.3,101.0,101.0,2025-07-19 20:07:59
BKJ80,200,0.094952408,Breakfast,101.1,117.0,117.0,2025-07-19 20:07:59
SEO24,500,0.140123575,Seafood,139.1,160.0,160.0,2025-07-19 20:07:59
HOK60,750,0.135836828,Household,100.4,153.0,153.0,2025-07-19 20:07:59
HOQ42,500,0.143506376,Household,34.7,232.0,232.0,2025-07-19 20:07:59
DAP80,200,0.133347119,Dairy,193.1,106.0,106.0,2025-07-19 20:07:59
FRJ85,400,0.124428516,Frozen Foods,119.9,178.0,178.0,2025-07-19 20:07:59
FRP19,1000,0.221856492,Frozen Foods,231.9,110.0,110.0,2025-07-19 20:07:59
CAD38,800,0.133352623,Canned,219.8,209.0,209.0,2025-07-19 20:07:59
HHC93,500,0.187918654,Health and Hygiene,65.4,69.0,69.0,2025-07-19 20:07:59
BRT99,800,0.094910421,Breads,84.6,246.0,246.0,2025-07-19 20:07:59
FVF59,500,0.116722514,Fruits and Vegetables,95.4,98.0,98.0,2025-07-19 20:07:59
DAX03,200,0.244338986,Dairy,105.9,193.0,193.0,2025-07-19 20:07:59
SFN37,50,0.123710526,Snack Foods,37.2,188.0,188.0,2025-07-19 20:07:59
BAD20,250,0.119547387,Baking Goods,109.0,203.0,203.0,2025-07-19 20:07:59
FVT71,500,0.104784329,Fruits and Vegetables,150.4,227.0,227.0,2025-07-19 20:07:59
HOW59,1500,0.105459307,Household,84.6,164.0,164.0,2025-07-19 20:07:59
FVX77,200,0.116063284,Fruits and Vegetables,59.1,215.0,215.0,2025-07-19 20:07:59
MEU67,500,0.094807042,Meat,213.4,71.0,71.0,2025-07-19 20:07:59
BRH93,250,0.128778474,Breads,89.2,231.0,231.0,2025-07-19 20:07:59
HHX29,500,0.114066204,Health and Hygiene,233.0,117.0,117.0,2025-07-19 20:07:59
BAZ23,1000,0.10039894,Baking Goods,89.7,256.0,256.0,2025-07-19 20:07:59
DAJ63,1000,0.097135675,Dairy,89.4,90.0,90.0,2025-07-19 20:07:59
FVX41,200,0.165616415,Fruits and Vegetables,172.7,156.0,156.0,2025-07-19 20:07:59
HOH63,750,0.145951533,Household,161.0,143.0,143.0,2025-07-19 20:07:59
FRL25,500,0.115535487,Frozen Foods,59.5,70.0,70.0,2025-07-19 20:07:59
HOX59,1000,0.118674359,Household,261.7,249.0,249.0,2025-07-19 20:07:59
DAO79,500,0.114022125,Dairy,92.9,191.0,191.0,2025-07-19 20:07:59
MEZ71,300,0.096020459,Meat,133.8,128.0,128.0,2025-07-19 20:07:59
CAM88,800,0.15202235,Canned,106.6,245.0,245.0,2025-07-19 20:07:59
SDB93,330,0.097429924,Soft Drinks,172.9,192.0,192.0,2025-07-19 20:07:59
BAX59,500,0.128520186,Baking Goods,101.4,146.0,146.0,2025-07-19 20:07:59
FVM02,1000,0.17635245,Fruits and Vegetables,220.9,227.0,227.0,2025-07-19 20:07:59
CAP97,400,0.184167712,Canned,213.8,243.0,243.0,2025-07-19 20:07:59
FRH70,500,0.158954903,Frozen Foods,35.0,178.0,178.0,2025-07-19 20:07:59
BRK35,500,0.095919472,Breads,162.7,112.0,112.0,2025-07-19 20:07:59
SFH58,30,0.286357776,Snack Foods,124.0,105.0,105.0,2025-07-19 20:07:59
