shelf_id,item_category,item_weight,shelf_weight,item_visibility,initial_stock,current_stock,time_stamp
FRJ96,Frozen Foods,500,72500.0,0.111654545,145.0,145.0,2025-08-14 20:01:59
SDL39,Soft Drinks,330,52800.0,0.115265695,160.0,160.0,2025-08-14 20:01:59
HOP93,Household,750,98250.0,0.176834351,131.0,131.0,2025-08-14 20:01:59
SFD45,Snack Foods,50,4350.0,0.103918113,87.0,87.0,2025-08-14 20:01:59
SDR94,Soft Drinks,1000,103000.0,0.279783532,103.0,103.0,2025-08-14 20:01:59
BRZ20,Breads,250,31250.0,0.140889111,125.0,125.0,2025-08-14 20:01:59
SEC46,Seafood,300,19200.0,0.140811559,64.0,64.0,2025-08-14 20:01:59
HOZ02,Household,750,123750.0,0.096880574,165.0,165.0,2025-08-14 20:01:59
CAW41,Canned,800,46400.0,0.151405587,58.0,58.0,2025-08-14 20:01:59
CAY80,Canned,800,45600.0,0.097803261,57.0,57.0,2025-08-14 20:01:59
HOU83,Household,750,119250.0,0.196659953,159.0,159.0,2025-08-14 20:01:59
MEU82,Meat,500,98000.0,0.130657442,196.0,196.0,2025-08-14 20:01:59
HHH23,Health and Hygiene,500,50000.0,0.113833823,100.0,100.0,2025-08-14 20:01:59
HHO85,Health and Hygiene,250,20000.0,0.152865879,80.0,80.0,2025-08-14 20:01:59
HOG18,Household,1000,151000.0,0.163148041,151.0,151.0,2025-08-14 20:01:59
FVR59,Fruits and Vegetables,200,10400.0,0.112638016,52.0,52.0,2025-08-14 20:01:59
CAZ79,Canned,800,118400.0,0.142189843,148.0,148.0,2025-08-14 20:01:59
DAK72,Dairy,200,26400.0,0.137584599,132.0,132.0,2025-08-14 20:01:59
FVE26,Fruits and Vegetables,1000,92000.0,0.214423791,92.0,92.0,2025-08-14 20:01:59
SFU59,Snack Foods,75,5850.0,0.168455549,78.0,78.0,2025-08-14 20:01:59
SFP63,Snack Foods,100,5900.0,0.173027688,59.0,59.0,2025-08-14 20:01:59
MEF30,Meat,500,94500.0,0.095045476,189.0,189.0,2025-08-14 20:01:59
BAL09,Baking Goods,250,23750.0,0.205484395,95.0,95.0,2025-08-14 20:01:59
STU37,Starchy Foods,1000,79000.0,0.23653561,79.0,79.0,2025-08-14 20:01:59
BAV99,Baking Goods,250,35750.0,0.11326743,143.0,143.0,2025-08-14 20:01:59
SDJ22,Soft Drinks,1500,121500.0,0.109713464,81.0,81.0,2025-08-14 20:01:59
BKR71,Breakfast,200,19200.0,0.094952408,96.0,96.0,2025-08-14 20:01:59
SEN20,Seafood,300,41100.0,0.140123575,137.0,137.0,2025-08-14 20:01:59
HON86,Household,500,56000.0,0.135836828,112.0,112.0,2025-08-14 20:01:59
HOZ26,Household,1500,270000.0,0.143506376,180.0,180.0,2025-08-14 20:01:59
DAP22,Dairy,1000,72000.0,0.133347119,72.0,72.0,2025-08-14 20:01:59
FRU92,Frozen Foods,600,73800.0,0.124428516,123.0,123.0,2025-08-14 20:01:59
FRC34,Frozen Foods,1000,99000.0,0.221856492,99.0,99.0,2025-08-14 20:01:59
CAR19,Canned,800,138400.0,0.133352623,173.0,173.0,2025-08-14 20:01:59
HHA38,Health and Hygiene,100,6200.0,0.187918654,62.0,62.0,2025-08-14 20:01:59
BRQ95,Breads,500,87500.0,0.094910421,175.0,175.0,2025-08-14 20:01:59
FVV01,Fruits and Vegetables,500,39000.0,0.116722514,78.0,78.0,2025-08-14 20:01:59
DAT34,Dairy,1000,170000.0,0.244338986,170.0,170.0,2025-08-14 20:01:59
SFS65,Snack Foods,100,13900.0,0.123710526,139.0,139.0,2025-08-14 20:01:59
BAI55,Baking Goods,500,91000.0,0.119547387,182.0,182.0,2025-08-14 20:01:59
FVL29,Fruits and Vegetables,500,98500.0,0.104784329,197.0,197.0,2025-08-14 20:01:59
HOL15,Household,500,63500.0,0.105459307,127.0,127.0,2025-08-14 20:01:59
FVJ15,Fruits and Vegetables,200,31600.0,0.116063284,158.0,158.0,2025-08-14 20:01:59
MER17,Meat,300,18900.0,0.094807042,63.0,63.0,2025-08-14 20:01:59
BRM74,Breads,250,46250.0,0.128778474,185.0,185.0,2025-08-14 20:01:59
HHL22,Health and Hygiene,250,24250.0,0.114066204,97.0,97.0,2025-08-14 20:01:59
BAT90,Baking Goods,1000,190000.0,0.10039894,190.0,190.0,2025-08-14 20:01:59
DAM71,Dairy,500,36500.0,0.097135675,73.0,73.0,2025-08-14 20:01:59
FVR37,Fruits and Vegetables,500,64000.0,0.165616415,128.0,128.0,2025-08-14 20:01:59
HOY17,Household,750,75000.0,0.145951533,100.0,100.0,2025-08-14 20:01:59
FRD12,Frozen Foods,600,31200.0,0.115535487,52.0,52.0,2025-08-14 20:01:59
HOC70,Household,1500,265500.0,0.118674359,177.0,177.0,2025-08-14 20:01:59
DAO00,Dairy,500,84000.0,0.114022125,168.0,168.0,2025-08-14 20:01:59
MEN33,Meat,500,53500.0,0.096020459,107.0,107.0,2025-08-14 20:01:59
CAR34,Canned,800,139200.0,0.15202235,174.0,174.0,2025-08-14 20:01:59
SDZ24,Soft Drinks,1000,162000.0,0.097429924,162.0,162.0,2025-08-14 20:01:59
BAN74,Baking Goods,500,52000.0,0.128520186,104.0,104.0,2025-08-14 20:01:59
FVE40,Fruits and Vegetables,200,33600.0,0.17635245,168.0,168.0,2025-08-14 20:01:59
CAB53,Canned,800,135200.0,0.184167712,169.0,169.0,2025-08-14 20:01:59
FRI76,Frozen Foods,500,64500.0,0.158954903,129.0,129.0,2025-08-14 20:01:59
BRU33,Breads,800,72800.0,0.095919472,91.0,91.0,2025-08-14 20:01:59
SFV38,Snack Foods,30,2100.0,0.286357776,70.0,70.0,2025-08-14 20:01:59
BAD77,Baking Goods,1000,59000.0,0.161798604,59.0,59.0,2025-08-14 20:01:59
BAH53,Baking Goods,1000,106000.0,0.148742896,106.0,106.0,2025-08-14 20:01:59
SFX25,Snack Foods,50,5250.0,0.156304192,105.0,105.0,2025-08-14 20:01:59
HOO11,Household,1500,130500.0,0.098603729,87.0,87.0,2025-08-14 20:01:59
HHE01,Health and Hygiene,250,33750.0,0.097457483,135.0,135.0,2025-08-14 20:01:59
FVW02,Fruits and Vegetables,500,81000.0,0.141997869,162.0,162.0,2025-08-14 20:01:59
FVZ20,Fruits and Vegetables,500,80500.0,0.103503049,161.0,161.0,2025-08-14 20:01:59
DAO14,Dairy,200,20600.0,0.140342195,103.0,103.0,2025-08-14 20:01:59
HOR05,Household,750,71250.0,0.12929931,95.0,95.0,2025-08-14 20:01:59
MEF97,Meat,500,26500.0,0.17133418,53.0,53.0,2025-08-14 20:01:59
CAA57,Canned,400,44400.0,0.170977155,111.0,111.0,2025-08-14 20:01:59
BAL73,Baking Goods,500,86500.0,0.311090379,173.0,173.0,2025-08-14 20:01:59
BAR27,Baking Goods,250,44250.0,0.103517853,177.0,177.0,2025-08-14 20:01:59
CAB50,Canned,400,64400.0,0.170072462,161.0,161.0,2025-08-14 20:01:59
SFI62,Snack Foods,30,4020.0,0.137441201,134.0,134.0,2025-08-14 20:01:59
SFM27,Snack Foods,100,5300.0,0.144924795,53.0,53.0,2025-08-14 20:01:59
FVO80,Fruits and Vegetables,200,22800.0,0.226284381,114.0,114.0,2025-08-14 20:01:59
HHE63,Health and Hygiene,500,55500.0,0.112177581,111.0,111.0,2025-08-14 20:01:59
SDL62,Soft Drinks,1000,139000.0,0.159304333,139.0,139.0,2025-08-14 20:01:59
FVF32,Fruits and Vegetables,500,84500.0,0.096658404,169.0,169.0,2025-08-14 20:01:59
HHE55,Health and Hygiene,250,44750.0,0.12574524,179.0,179.0,2025-08-14 20:01:59
DAN79,Dairy,1000,186000.0,0.170000805,186.0,186.0,2025-08-14 20:01:59
HHL03,Health and Hygiene,100,9400.0,0.148302815,94.0,94.0,2025-08-14 20:01:59
HOR72,Household,750,146250.0,0.163941937,195.0,195.0,2025-08-14 20:01:59
SFT98,Snack Foods,100,16100.0,0.099692906,161.0,161.0,2025-08-14 20:01:59
DAJ38,Dairy,500,45500.0,0.166174549,91.0,91.0,2025-08-14 20:01:59
DAZ87,Dairy,200,18000.0,0.119930029,90.0,90.0,2025-08-14 20:01:59
DAG59,Dairy,500,69000.0,0.096000183,138.0,138.0,2025-08-14 20:01:59
SFZ41,Snack Foods,75,6825.0,0.105068444,91.0,91.0,2025-08-14 20:01:59
HOM09,Household,1500,126000.0,0.16098885,84.0,84.0,2025-08-14 20:01:59
BAM68,Baking Goods,1000,116000.0,0.104445322,116.0,116.0,2025-08-14 20:01:59
FRQ38,Frozen Foods,1000,90000.0,0.159728395,90.0,90.0,2025-08-14 20:01:59
BAV77,Baking Goods,1000,148000.0,0.102893121,148.0,148.0,2025-08-14 20:01:59
FVX22,Fruits and Vegetables,1000,99000.0,0.108102606,99.0,99.0,2025-08-14 20:01:59
SFY05,Snack Foods,50,7650.0,0.12332588,153.0,153.0,2025-08-14 20:01:59
FVS63,Fruits and Vegetables,1000,135000.0,0.112584813,135.0,135.0,2025-08-14 20:01:59
HOY71,Household,1500,192000.0,0.126244059,128.0,128.0,2025-08-14 20:01:59
FVH84,Fruits and Vegetables,1000,94000.0,0.104365283,94.0,94.0,2025-08-14 20:01:59
DAG61,Dairy,200,39200.0,0.13169655,196.0,196.0,2025-08-14 20:01:59
HOD16,Household,500,77500.0,0.19875618,155.0,155.0,2025-08-14 20:01:59
BAB55,Baking Goods,500,97000.0,0.176215665,194.0,194.0,2025-08-14 20:01:59
FVA53,Fruits and Vegetables,500,85500.0,0.136008489,171.0,171.0,2025-08-14 20:01:59
MEI44,Meat,300,37800.0,0.17174348,126.0,126.0,2025-08-14 20:01:59
MEU12,Meat,300,31500.0,0.146767897,105.0,105.0,2025-08-14 20:01:59
SFC72,Snack Foods,30,4830.0,0.09619424,161.0,161.0,2025-08-14 20:01:59
CAM36,Canned,400,56800.0,0.1263349,142.0,142.0,2025-08-14 20:01:59
BRE24,Breads,800,72000.0,0.281509514,90.0,90.0,2025-08-14 20:01:59
SFI45,Snack Foods,50,2750.0,0.094741514,55.0,55.0,2025-08-14 20:01:59
FRF48,Frozen Foods,500,73500.0,0.115563679,147.0,147.0,2025-08-14 20:01:59
BKI80,Breakfast,200,24400.0,0.131458247,122.0,122.0,2025-08-14 20:01:59
FVY40,Fruits and Vegetables,300,27000.0,0.165221717,90.0,90.0,2025-08-14 20:01:59
SFM16,Snack Foods,30,1740.0,0.096212432,58.0,58.0,2025-08-14 20:01:59
BRV78,Breads,250,14250.0,0.190569038,57.0,57.0,2025-08-14 20:01:59
BAT43,Baking Goods,500,76500.0,0.129783577,153.0,153.0,2025-08-14 20:01:59
HHE14,Health and Hygiene,250,15500.0,0.153419412,62.0,62.0,2025-08-14 20:01:59
HOM76,Household,500,34000.0,0.13504726,68.0,68.0,2025-08-14 20:01:59
DAQ41,Dairy,200,29400.0,0.146094132,147.0,147.0,2025-08-14 20:01:59
FVQ03,Fruits and Vegetables,1000,145000.0,0.173527068,145.0,145.0,2025-08-14 20:01:59
BRX49,Breads,800,78400.0,0.141686037,98.0,98.0,2025-08-14 20:01:59
SDM04,Soft Drinks,500,74500.0,0.09627919,149.0,149.0,2025-08-14 20:01:59
BRI56,Breads,250,32750.0,0.12888573,131.0,131.0,2025-08-14 20:01:59
HDU60,Hard Drinks,700,80500.0,0.120256303,115.0,115.0,2025-08-14 20:01:59
HDQ83,Hard Drinks,700,98000.0,0.137755834,140.0,140.0,2025-08-14 20:01:59
SFE14,Snack Foods,100,10800.0,0.100055625,108.0,108.0,2025-08-14 20:01:59
FVG39,Fruits and Vegetables,500,51000.0,0.172357491,102.0,102.0,2025-08-14 20:01:59
BAT24,Baking Goods,1000,101000.0,0.185824165,101.0,101.0,2025-08-14 20:01:59
FVM66,Fruits and Vegetables,200,26000.0,0.152988295,130.0,130.0,2025-08-14 20:01:59
DAB16,Dairy,500,32000.0,0.143897558,64.0,64.0,2025-08-14 20:01:59
FVJ81,Fruits and Vegetables,200,34000.0,0.1748389,170.0,170.0,2025-08-14 20:01:59
FVS86,Fruits and Vegetables,1000,197000.0,0.278730642,197.0,197.0,2025-08-14 20:01:59
SDQ63,Soft Drinks,1000,54000.0,0.115500999,54.0,54.0,2025-08-14 20:01:59
FVH32,Fruits and Vegetables,300,20100.0,0.10377827,67.0,67.0,2025-08-14 20:01:59
FRM94,Frozen Foods,500,52500.0,0.095331433,105.0,105.0,2025-08-14 20:01:59
SFE49,Snack Foods,30,3720.0,0.105472205,124.0,124.0,2025-08-14 20:01:59
CAH40,Canned,400,58000.0,0.160671255,145.0,145.0,2025-08-14 20:01:59
CAJ57,Canned,400,65200.0,0.170548238,163.0,163.0,2025-08-14 20:01:59
SFR24,Snack Foods,100,15000.0,0.19033746,150.0,150.0,2025-08-14 20:01:59
FVA45,Fruits and Vegetables,1000,77000.0,0.097127867,77.0,77.0,2025-08-14 20:01:59
BAY24,Baking Goods,250,24750.0,0.11733375,99.0,99.0,2025-08-14 20:01:59
CAI07,Canned,400,20400.0,0.235183205,51.0,51.0,2025-08-14 20:01:59
HDC69,Hard Drinks,700,81900.0,0.123151947,117.0,117.0,2025-08-14 20:01:59
BRC16,Breads,250,44250.0,0.169137707,177.0,177.0,2025-08-14 20:01:59
MEF04,Meat,1000,126000.0,0.155541973,126.0,126.0,2025-08-14 20:01:59
FVB10,Fruits and Vegetables,500,36500.0,0.172596885,73.0,73.0,2025-08-14 20:01:59
SFF99,Snack Foods,30,4830.0,0.118868155,161.0,161.0,2025-08-14 20:01:59
SFQ79,Snack Foods,30,2550.0,0.118791698,85.0,85.0,2025-08-14 20:01:59
MEQ48,Meat,300,15300.0,0.164724567,51.0,51.0,2025-08-14 20:01:59
HHA51,Health and Hygiene,500,88000.0,0.174336148,176.0,176.0,2025-08-14 20:01:59
SDO99,Soft Drinks,330,50820.0,0.161182103,154.0,154.0,2025-08-14 20:01:59
FVM11,Fruits and Vegetables,1000,67000.0,0.161474419,67.0,67.0,2025-08-14 20:01:59
SDZ59,Soft Drinks,500,28500.0,0.306542848,57.0,57.0,2025-08-14 20:01:59
CAX96,Canned,400,25600.0,0.162093059,64.0,64.0,2025-08-14 20:01:59
BAL67,Baking Goods,1000,194000.0,0.118783796,194.0,194.0,2025-08-14 20:01:59
FRV38,Frozen Foods,1000,72000.0,0.137618927,72.0,72.0,2025-08-14 20:01:59
FVK58,Fruits and Vegetables,300,42600.0,0.105666833,142.0,142.0,2025-08-14 20:01:59
HHO66,Health and Hygiene,250,24500.0,0.210511558,98.0,98.0,2025-08-14 20:01:59
DAV30,Dairy,1000,113000.0,0.173587926,113.0,113.0,2025-08-14 20:01:59
DAL81,Dairy,500,41500.0,0.183579854,83.0,83.0,2025-08-14 20:01:59
FVC03,Fruits and Vegetables,1000,67000.0,0.113678422,67.0,67.0,2025-08-14 20:01:59
FVP04,Fruits and Vegetables,1000,113000.0,0.116226984,113.0,113.0,2025-08-14 20:01:59
DAQ98,Dairy,1000,155000.0,0.131221393,155.0,155.0,2025-08-14 20:01:59
SFQ47,Snack Foods,75,9225.0,0.103422709,123.0,123.0,2025-08-14 20:01:59
FRS75,Frozen Foods,1500,226500.0,0.125688044,151.0,151.0,2025-08-14 20:01:59
FVL74,Fruits and Vegetables,200,13200.0,0.187443314,66.0,66.0,2025-08-14 20:01:59
FVJ19,Fruits and Vegetables,300,57000.0,0.173529036,190.0,190.0,2025-08-14 20:01:59
FVK35,Fruits and Vegetables,500,50500.0,0.121225455,101.0,101.0,2025-08-14 20:01:59
SDZ15,Soft Drinks,500,56500.0,0.114475357,113.0,113.0,2025-08-14 20:01:59
HOM60,Household,500,41500.0,0.177270016,83.0,83.0,2025-08-14 20:01:59
CAT84,Canned,400,57600.0,0.151279591,144.0,144.0,2025-08-14 20:01:59
CAC20,Canned,800,108800.0,0.112203445,136.0,136.0,2025-08-14 20:01:59
FRZ45,Frozen Foods,600,90600.0,0.105181277,151.0,151.0,2025-08-14 20:01:59
SFY79,Snack Foods,100,18900.0,0.103751236,189.0,189.0,2025-08-14 20:01:59
MET79,Meat,1000,125000.0,0.123726711,125.0,125.0,2025-08-14 20:01:59
FRS76,Frozen Foods,400,27200.0,0.100074524,68.0,68.0,2025-08-14 20:01:59
BAZ04,Baking Goods,500,93000.0,0.166609517,186.0,186.0,2025-08-14 20:01:59
DAV99,Dairy,500,61500.0,0.130321652,123.0,123.0,2025-08-14 20:01:59
HOJ30,Household,1500,291000.0,0.103442268,194.0,194.0,2025-08-14 20:01:59
FRU36,Frozen Foods,1000,99000.0,0.168312678,99.0,99.0,2025-08-14 20:01:59
BAC34,Baking Goods,250,22000.0,0.162205516,88.0,88.0,2025-08-14 20:01:59
SEH32,Seafood,700,130900.0,0.140213762,187.0,187.0,2025-08-14 20:01:59
BAM10,Baking Goods,500,30500.0,0.186250852,61.0,61.0,2025-08-14 20:01:59
HHZ75,Health and Hygiene,100,12800.0,0.116366304,128.0,128.0,2025-08-14 20:01:59
BAX32,Baking Goods,1000,64000.0,0.224607399,64.0,64.0,2025-08-14 20:01:59
STC55,Starchy Foods,400,30800.0,0.142699588,77.0,77.0,2025-08-14 20:01:59
SFY82,Snack Foods,75,13575.0,0.103726639,181.0,181.0,2025-08-14 20:01:59
FVN70,Fruits and Vegetables,1000,85000.0,0.158424516,85.0,85.0,2025-08-14 20:01:59
HON43,Household,1500,252000.0,0.158562708,168.0,168.0,2025-08-14 20:01:59
FVO16,Fruits and Vegetables,1000,114000.0,0.120443298,114.0,114.0,2025-08-14 20:01:59
BAR49,Baking Goods,250,36750.0,0.127638966,147.0,147.0,2025-08-14 20:01:59
FRD98,Frozen Foods,600,57600.0,0.149986868,96.0,96.0,2025-08-14 20:01:59
HOM94,Household,1500,195000.0,0.102065622,130.0,130.0,2025-08-14 20:01:59
SFZ83,Snack Foods,50,4400.0,0.114243048,88.0,88.0,2025-08-14 20:01:59
SFC48,Snack Foods,75,6525.0,0.112324552,87.0,87.0,2025-08-14 20:01:59
MES57,Meat,300,27900.0,0.102262138,93.0,93.0,2025-08-14 20:01:59
STJ37,Starchy Foods,500,73000.0,0.13498355,146.0,146.0,2025-08-14 20:01:59
BAG13,Baking Goods,250,43250.0,0.121832956,173.0,173.0,2025-08-14 20:01:59
CAB72,Canned,800,60000.0,0.10400212,75.0,75.0,2025-08-14 20:01:59
SDZ88,Soft Drinks,1000,146000.0,0.098457814,146.0,146.0,2025-08-14 20:01:59
SFQ00,Snack Foods,75,3750.0,0.108930629,50.0,50.0,2025-08-14 20:01:59
HHD62,Health and Hygiene,250,25500.0,0.097692448,102.0,102.0,2025-08-14 20:01:59
FVL76,Fruits and Vegetables,500,27500.0,0.135944247,55.0,55.0,2025-08-14 20:01:59
SFT81,Snack Foods,30,2580.0,0.123089128,86.0,86.0,2025-08-14 20:01:59
FRY92,Frozen Foods,500,25500.0,0.121709653,51.0,51.0,2025-08-14 20:01:59
HHZ44,Health and Hygiene,250,43000.0,0.163548055,172.0,172.0,2025-08-14 20:01:59
DAE30,Dairy,200,23600.0,0.178192864,118.0,118.0,2025-08-14 20:01:59
DAS92,Dairy,500,31000.0,0.170213676,62.0,62.0,2025-08-14 20:01:59
HHC63,Health and Hygiene,500,59000.0,0.113387677,118.0,118.0,2025-08-14 20:01:59
MEP22,Meat,300,34500.0,0.151044881,115.0,115.0,2025-08-14 20:01:59
HHA19,Health and Hygiene,250,27000.0,0.112249781,108.0,108.0,2025-08-14 20:01:59
CAT32,Canned,800,93600.0,0.161404914,117.0,117.0,2025-08-14 20:01:59
HOA41,Household,500,54000.0,0.186067862,108.0,108.0,2025-08-14 20:01:59
HOB43,Household,750,124500.0,0.112495847,166.0,166.0,2025-08-14 20:01:59
HOE09,Household,1000,59000.0,0.112549008,59.0,59.0,2025-08-14 20:01:59
SFU48,Snack Foods,30,5700.0,0.121442754,190.0,190.0,2025-08-14 20:01:59
SFS22,Snack Foods,75,13425.0,0.159193194,179.0,179.0,2025-08-14 20:01:59
HHD65,Health and Hygiene,250,16000.0,0.148372897,64.0,64.0,2025-08-14 20:01:59
HOW25,Household,500,47500.0,0.117825569,95.0,95.0,2025-08-14 20:01:59
BKZ58,Breakfast,400,74800.0,0.250560049,187.0,187.0,2025-08-14 20:01:59
SFW01,Snack Foods,30,5970.0,0.099113429,199.0,199.0,2025-08-14 20:01:59
CAW96,Canned,400,55200.0,0.140008554,138.0,138.0,2025-08-14 20:01:59
HHO88,Health and Hygiene,100,12600.0,0.10178199,126.0,126.0,2025-08-14 20:01:59
SFK83,Snack Foods,75,13875.0,0.124668026,185.0,185.0,2025-08-14 20:01:59
SFV40,Snack Foods,75,14850.0,0.172615327,198.0,198.0,2025-08-14 20:01:59
SFC89,Snack Foods,50,9950.0,0.127983545,199.0,199.0,2025-08-14 20:01:59
SFZ18,Snack Foods,75,11925.0,0.124110349,159.0,159.0,2025-08-14 20:01:59
DAF87,Dairy,200,29200.0,0.139244918,146.0,146.0,2025-08-14 20:01:59
BKQ15,Breakfast,300,28200.0,0.157075658,94.0,94.0,2025-08-14 20:01:59
HOS87,Household,1500,210000.0,0.186825823,140.0,140.0,2025-08-14 20:01:59
SFY66,Snack Foods,50,8150.0,0.09512291,163.0,163.0,2025-08-14 20:01:59
FVB65,Fruits and Vegetables,1000,199000.0,0.103449993,199.0,199.0,2025-08-14 20:01:59
CAQ06,Canned,800,97600.0,0.170251293,122.0,122.0,2025-08-14 20:01:59
FVA88,Fruits and Vegetables,300,25200.0,0.109900843,84.0,84.0,2025-08-14 20:01:59
HOA40,Household,750,68250.0,0.10402738,91.0,91.0,2025-08-14 20:01:59
SFV06,Snack Foods,30,5460.0,0.108501676,182.0,182.0,2025-08-14 20:01:59
DAD98,Dairy,1000,76000.0,0.122571209,76.0,76.0,2025-08-14 20:01:59
HOI56,Household,500,40500.0,0.183948465,81.0,81.0,2025-08-14 20:01:59
FVJ38,Fruits and Vegetables,300,55500.0,0.175995526,185.0,185.0,2025-08-14 20:01:59
BKH44,Breakfast,400,60800.0,0.274592283,152.0,152.0,2025-08-14 20:01:59
DAN88,Dairy,500,67000.0,0.136784873,134.0,134.0,2025-08-14 20:01:59
STM71,Starchy Foods,500,97500.0,0.153861181,195.0,195.0,2025-08-14 20:01:59
FVD51,Fruits and Vegetables,1000,127000.0,0.161504957,127.0,127.0,2025-08-14 20:01:59
FRU72,Frozen Foods,400,76800.0,0.119871307,192.0,192.0,2025-08-14 20:01:59
FRC96,Frozen Foods,500,46500.0,0.104998144,93.0,93.0,2025-08-14 20:01:59
FVF50,Fruits and Vegetables,300,24300.0,0.119704498,81.0,81.0,2025-08-14 20:01:59
CAS69,Canned,400,30800.0,0.187558629,77.0,77.0,2025-08-14 20:01:59
SDI76,Soft Drinks,500,63000.0,0.096317593,126.0,126.0,2025-08-14 20:01:59
FVV39,Fruits and Vegetables,300,20100.0,0.15783357,67.0,67.0,2025-08-14 20:01:59
FVE59,Fruits and Vegetables,200,30400.0,0.100164204,152.0,152.0,2025-08-14 20:01:59
CAB20,Canned,800,95200.0,0.10399676,119.0,119.0,2025-08-14 20:01:59
BAN39,Baking Goods,500,84000.0,0.114472403,168.0,168.0,2025-08-14 20:01:59
FVG44,Fruits and Vegetables,300,56400.0,0.152747503,188.0,188.0,2025-08-14 20:01:59
FVV54,Fruits and Vegetables,200,39400.0,0.120788077,197.0,197.0,2025-08-14 20:01:59
HOI27,Household,1000,146000.0,0.113518466,146.0,146.0,2025-08-14 20:01:59
STC30,Starchy Foods,500,92500.0,0.116527666,185.0,185.0,2025-08-14 20:01:59
FVM53,Fruits and Vegetables,500,42000.0,0.105831117,84.0,84.0,2025-08-14 20:01:59
FRD13,Frozen Foods,500,59000.0,0.159722816,118.0,118.0,2025-08-14 20:01:59
CAZ56,Canned,400,70000.0,0.171383506,175.0,175.0,2025-08-14 20:01:59
SDX82,Soft Drinks,1000,148000.0,0.160235723,148.0,148.0,2025-08-14 20:01:59
FRZ80,Frozen Foods,1500,190500.0,0.116928924,127.0,127.0,2025-08-14 20:01:59
CAK30,Canned,800,158400.0,0.097884718,198.0,198.0,2025-08-14 20:01:59
FVK82,Fruits and Vegetables,1000,160000.0,0.160044589,160.0,160.0,2025-08-14 20:01:59
FRQ70,Frozen Foods,1500,99000.0,0.149288779,66.0,66.0,2025-08-14 20:01:59
HHI17,Health and Hygiene,100,19500.0,0.119461188,195.0,195.0,2025-08-14 20:01:59
BAW17,Baking Goods,1000,189000.0,0.095158081,189.0,189.0,2025-08-14 20:01:59
DAC33,Dairy,200,38600.0,0.179191782,193.0,193.0,2025-08-14 20:01:59
CAD10,Canned,400,21200.0,0.160951491,53.0,53.0,2025-08-14 20:01:59
DAX31,Dairy,500,70500.0,0.102157958,141.0,141.0,2025-08-14 20:01:59
SDX76,Soft Drinks,330,40920.0,0.116261335,124.0,124.0,2025-08-14 20:01:59
FVK01,Fruits and Vegetables,200,30400.0,0.12829573,152.0,152.0,2025-08-14 20:01:59
HOO80,Household,500,36500.0,0.129309277,73.0,73.0,2025-08-14 20:01:59
BKD19,Breakfast,400,45600.0,0.156802171,114.0,114.0,2025-08-14 20:01:59
CAA29,Canned,400,66400.0,0.103634038,166.0,166.0,2025-08-14 20:01:59
SFZ12,Snack Foods,75,9825.0,0.10589167,131.0,131.0,2025-08-14 20:01:59
FRG83,Frozen Foods,400,22000.0,0.128621941,55.0,55.0,2025-08-14 20:01:59
DAC41,Dairy,1000,115000.0,0.171523928,115.0,115.0,2025-08-14 20:01:59
FVW34,Fruits and Vegetables,300,34800.0,0.148986013,116.0,116.0,2025-08-14 20:01:59
DAO26,Dairy,200,24200.0,0.140121306,121.0,121.0,2025-08-14 20:01:59
FRP58,Frozen Foods,1500,216000.0,0.138777108,144.0,144.0,2025-08-14 20:01:59
FRX69,Frozen Foods,400,38800.0,0.110152524,97.0,97.0,2025-08-14 20:01:59
DAQ31,Dairy,500,59500.0,0.121174241,119.0,119.0,2025-08-14 20:01:59
HDM56,Hard Drinks,1000,127000.0,0.117580062,127.0,127.0,2025-08-14 20:01:59
FVM14,Fruits and Vegetables,1000,116000.0,0.121034655,116.0,116.0,2025-08-14 20:01:59
HOF63,Household,500,57000.0,0.103188491,114.0,114.0,2025-08-14 20:01:59
STN99,Starchy Foods,400,44800.0,0.122735471,112.0,112.0,2025-08-14 20:01:59
FRS24,Frozen Foods,1500,142500.0,0.125602951,95.0,95.0,2025-08-14 20:01:59
CAD32,Canned,800,156800.0,0.116762173,196.0,196.0,2025-08-14 20:01:59
BAY72,Baking Goods,250,30500.0,0.119848041,122.0,122.0,2025-08-14 20:01:59
DAF66,Dairy,1000,120000.0,0.139464425,120.0,120.0,2025-08-14 20:01:59
SFL11,Snack Foods,30,4770.0,0.107564024,159.0,159.0,2025-08-14 20:01:59
CAZ39,Canned,800,89600.0,0.115031783,112.0,112.0,2025-08-14 20:01:59
FVH23,Fruits and Vegetables,300,27000.0,0.103129612,90.0,90.0,2025-08-14 20:01:59
FVV79,Fruits and Vegetables,200,11200.0,0.149360698,56.0,56.0,2025-08-14 20:01:59
DAF91,Dairy,200,37200.0,0.178694026,186.0,186.0,2025-08-14 20:01:59
SFS58,Snack Foods,75,3975.0,0.121914662,53.0,53.0,2025-08-14 20:01:59
DAJ97,Dairy,200,27600.0,0.101932076,138.0,138.0,2025-08-14 20:01:59
FVZ96,Fruits and Vegetables,300,54900.0,0.122304725,183.0,183.0,2025-08-14 20:01:59
DAW59,Dairy,1000,131000.0,0.299097859,131.0,131.0,2025-08-14 20:01:59
SFR47,Snack Foods,50,3500.0,0.167316771,70.0,70.0,2025-08-14 20:01:59
SFK60,Snack Foods,75,14400.0,0.099681254,192.0,192.0,2025-08-14 20:01:59
FRZ41,Frozen Foods,1500,265500.0,0.279886948,177.0,177.0,2025-08-14 20:01:59
